row,id.prj,id.expt,id.run,name,desc,loading,rt.pct,rt,width,slice,annot,apex,apex.n,bpi,bpi.n,err,err.n,i2nd,i2nd.n,ions,ions.n,mass,mass.n,mz,mz.n,n2nd,n2nd.n,ntt,ntt.n,pkw,pkw.n,ppm,ppm.n,scans,scans.n,tic,tic.n,uncleaved,uncleaved.n,vote,vote.n,z,z.n
69820_4,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",4.0,6.4,3.20,slot,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69820_4,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",4.0,6.4,3.20,slot,false,7157.94,24,286.22,33,,,NaN,33,139.15,33,1649.81,33,722.55,33,0.36,33,,,0.40,24,,,1,33,2994.55,33,,,,,2.15,33
69820_6,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",6.0,9.6,5.00,mw,true,27209.58,13,2213.57,13,5.24,13,22.06,13,297.62,13,874.58,13,438.30,13,1,13,0,13,0.15,13,-3.08,13,1.23,13,13339.46,13,1,1,3.77,13,2,13
69820_6,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",6.0,9.6,5.00,mw,false,4500.37,66,159.71,92,,,NaN,92,116.86,92,2425.81,92,1039.52,92,0.05,92,,,0.26,66,,,1.01,92,1688.91,92,,,,,2.24,92
69820_6,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",6.0,9.6,3.20,slot,true,27143.07,8,2383.74,8,6.23,8,26.25,8,294.75,8,879.78,8,440.90,8,0.63,8,0,8,0.11,8,-4.44,8,1.38,8,13852.63,8,1,1,4,8,2,8
69820_6,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",6.0,9.6,3.20,slot,false,5271.12,46,166.85,64,,,NaN,64,114.55,64,2330.53,64,1024.13,64,-0.08,64,,,0.24,46,,,1,64,1627.59,64,,,,,2.19,64
69820_8,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",8.0,12.8,5.00,mw,true,1251186.97,646,367982.08,739,2.30,739,31.36,739,872.70,739,1466.01,739,610.99,739,1.77,739,0,739,0.15,646,0.01,739,1.03,739,2412618.80,739,1.23,311,4.45,739,2.47,739
69820_8,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",8.0,12.8,5.00,mw,false,487472.16,1622,69289.80,1866,,,NaN,1866,684.14,1866,2095.07,1866,770.06,1866,1.88,1866,,,0.17,1622,,,1.06,1866,455866.53,1866,,,,,2.70,1866
69820_8,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",8.0,12.8,3.20,slot,true,1007003.89,385,494795.61,454,2.00,454,32.89,454,875.96,454,1551.87,454,629.94,454,1.70,454,0,454,0.15,385,-0.49,454,1.02,454,2984234.19,454,1.23,206,4.39,454,2.54,454
69820_8,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",8.0,12.8,3.20,slot,false,402835.53,1150,65347.23,1333,,,NaN,1333,606.27,1333,2339.55,1333,818.01,1333,1.70,1333,,,0.16,1150,,,1.04,1333,370687.04,1333,,,,,2.86,1333
69820_10,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",10.0,16.0,5.00,mw,true,2748931.33,1274,360367.71,1430,2.30,1430,NaN,1430,883.99,1430,1404.93,1430,618.22,1430,1.83,1430,0,1430,0.17,1274,-0.10,1430,1.08,1430,2743895.67,1430,1.20,405,4.57,1430,2.31,1430
69820_10,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",10.0,16.0,5.00,mw,false,644398.41,2386,73570.11,2739,,,NaN,2739,872.57,2739,1694.91,2739,680.05,2739,2.01,2739,,,0.18,2386,,,1.11,2739,610873.64,2739,,,,,2.47,2739
69820_10,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",10.0,16.0,3.20,slot,true,1643498.94,807,172769.10,921,2.68,921,NaN,921,872.72,921,1365.94,921,608.09,921,1.85,921,0,921,0.17,807,0.15,921,1.09,921,1530978.30,921,1.24,246,4.58,921,2.28,921
69820_10,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",10.0,16.0,3.20,slot,false,518152.02,1413,64096.27,1659,,,30.27,1659,879.42,1659,1538.18,1659,660.08,1659,2.10,1659,,,0.17,1413,,,1.12,1659,590554.43,1659,,,,,2.34,1659
69820_12,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",12.0,19.2,5.00,mw,true,4434091.28,1515,376478.86,1637,2.15,1637,34.76,1637,906.49,1637,1464.41,1637,652.03,1637,1.95,1637,0,1637,0.21,1515,-0.58,1637,1.12,1637,2672516.23,1637,1.20,430,4.51,1637,2.26,1637
69820_12,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",12.0,19.2,5.00,mw,false,1605882.26,2607,197738.33,2901,,,NaN,2901,848.24,2901,1953.24,2901,719.06,2901,1.98,2901,,,0.22,2607,,,1.16,2901,1008693.82,2901,,,,,2.60,2901
69820_12,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",12.0,19.2,3.20,slot,true,5218474.09,950,444078.22,1007,1.79,1007,34.18,1007,908.31,1007,1453.26,1007,647.55,1007,1.80,1007,0,1007,0.21,950,-0.72,1007,1.14,1007,3302672.72,1007,1.21,279,4.54,1007,2.26,1007
69820_12,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",12.0,19.2,3.20,slot,false,1861438.78,1840,245405.31,2007,,,NaN,2007,832.64,2007,1996.98,2007,723.43,2007,1.85,2007,,,0.23,1840,,,1.16,2007,1130155.33,2007,,,,,2.62,2007
69820_14,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",14.0,22.4,5.00,mw,true,4714590.22,1793,536686.52,1933,2.19,1933,35.73,1933,928.93,1933,1505.96,1933,663.30,1933,2.07,1933,0,1933,0.24,1793,-0.65,1933,1.12,1933,2785344.53,1933,1.11,499,4.56,1933,2.29,1933
69820_14,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",14.0,22.4,5.00,mw,false,1648513.64,2827,203406.12,3079,,,NaN,3079,881.95,3079,1939.06,3079,709.49,3079,2.08,3079,,,0.25,2827,,,1.16,3079,1044630.69,3079,,,,,2.62,3079
69820_14,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",14.0,22.4,3.20,slot,true,5146029.50,1172,667264.48,1261,2.22,1261,36.28,1261,921.82,1261,1472.14,1261,661.02,1261,2.06,1261,0,1261,0.24,1172,-0.73,1261,1.10,1261,3140146.82,1261,1.08,304,4.47,1261,2.24,1261
69820_14,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",14.0,22.4,3.20,slot,false,1541837.29,1813,98195.34,1967,,,NaN,1967,900.46,1967,1918.37,1967,694.92,1967,2.11,1967,,,0.25,1813,,,1.18,1967,770123.35,1967,,,,,2.63,1967
69820_16,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",16.0,25.6,5.00,mw,true,3153262.97,2121,404030.61,2299,2.05,2299,32.49,2299,939.30,2299,1534.67,2299,658.42,2299,2.19,2299,0,2299,0.22,2121,0.16,2299,1.09,2299,1976355.19,2299,1.07,630,4.52,2299,2.36,2299
69820_16,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",16.0,25.6,5.00,mw,false,1260386.47,3022,113942.55,3213,,,NaN,3213,893.63,3213,1825.50,3213,678.36,3213,2.42,3213,,,0.22,3022,,,1.10,3213,804333.95,3213,,,,,2.60,3213
69820_16,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",16.0,25.6,3.20,slot,true,3141093.84,1484,317449.32,1596,1.92,1596,32.36,1596,950.50,1596,1548.12,1596,661.17,1596,2.33,1596,0,1596,0.21,1484,0.32,1596,1.07,1596,1780902.21,1596,1.07,464,4.52,1596,2.38,1596
69820_16,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",16.0,25.6,3.20,slot,false,1293859.34,2000,137690.34,2122,,,NaN,2122,907.02,2122,1741.83,2122,664.80,2122,2.59,2122,,,0.21,2000,,,1.08,2122,893628.18,2122,,,,,2.59,2122
69820_18,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",18.0,28.8,5.00,mw,true,3773102.79,2304,451544.93,2389,1.78,2389,31.72,2389,913.09,2389,1513.67,2389,652.11,2389,2.12,2389,0,2389,0.21,2304,-0.72,2389,1.07,2389,2314968.26,2389,1.04,599,4.51,2389,2.34,2389
69820_18,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",18.0,28.8,5.00,mw,false,1044661.27,3138,78629.78,3317,,,NaN,3317,822.01,3317,2323.54,3317,775.40,3317,1.97,3317,,,0.24,3138,,,1.15,3317,626970.39,3317,,,,,2.77,3317
69820_18,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",18.0,28.8,3.20,slot,true,4439623.55,1499,510759.01,1553,1.86,1553,31.92,1553,906.73,1553,1516.65,1553,651.67,1553,2.10,1553,0,1553,0.22,1499,-1.03,1553,1.07,1553,2538589.67,1553,1.04,399,4.50,1553,2.35,1553
69820_18,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",18.0,28.8,3.20,slot,false,1153872.03,1945,74348.03,2066,,,NaN,2066,811.97,2066,2395.90,2066,799.03,2066,1.87,2066,,,0.24,1945,,,1.16,2066,608454.42,2066,,,,,2.77,2066
69820_20,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",20.0,32.0,5.00,mw,true,3465232.95,1815,294743.98,1940,1.91,1940,31.04,1940,927.48,1940,1549.90,1940,656.91,1940,2.06,1940,0,1940,0.22,1815,-0.85,1940,1.08,1940,1848155.70,1940,1.06,418,4.57,1940,2.37,1940
69820_20,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",20.0,32.0,5.00,mw,false,805806.65,2838,65166.49,3130,,,27.19,3130,773.80,3130,3010.04,3130,871.11,3130,1.88,3130,,,0.26,2838,,,1.17,3130,469808.11,3130,,,,,3.17,3130
69820_20,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",20.0,32.0,3.20,slot,true,3040300.76,966,256241.67,1054,2.02,1054,30.65,1054,938.07,1054,1583.47,1054,660.18,1054,2.03,1054,0,1054,0.23,966,-0.80,1054,1.09,1054,1580416.39,1054,1.02,203,4.63,1054,2.40,1054
69820_20,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",20.0,32.0,3.20,slot,false,734656.37,1766,59890.30,1970,,,27.06,1970,763.26,1970,3170.05,1970,893.22,1970,1.86,1970,,,0.28,1766,,,1.17,1970,429012.80,1970,,,,,3.25,1970
69820_22,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",22.0,35.2,5.00,mw,true,2871859.91,1855,332061.33,2023,1.76,2023,28.23,2023,960.98,2023,1601.33,2023,673.58,2023,2.00,2023,0,2023,0.23,1855,-0.48,2023,1.06,2023,1800968.82,2023,1.13,438,4.64,2023,2.41,2023
69820_22,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",22.0,35.2,5.00,mw,false,1065361.96,2930,97328.63,3155,,,NaN,3155,851.23,3155,2676.11,3155,822.70,3155,2.08,3155,,,0.26,2930,,,1.14,3155,653658.72,3155,,,,,3.03,3155
69820_22,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",22.0,35.2,3.20,slot,true,2991212.97,1409,356922.07,1495,1.65,1495,28.61,1495,961.09,1495,1612.33,1495,673.57,1495,2.03,1495,0,1495,0.22,1409,-0.36,1495,1.04,1495,1935543.78,1495,1.15,368,4.72,1495,2.43,1495
69820_22,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",22.0,35.2,3.20,slot,false,1328191.03,1982,113761.46,2117,,,29.89,2117,866.03,2117,2526.22,2117,796.67,2117,2.21,2117,,,0.24,1982,,,1.12,2117,748556.57,2117,,,,,2.98,2117
69820_24,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",24.0,38.4,5.00,mw,true,2010325.93,1548,167087.57,1727,1.80,1727,29.02,1727,1007.00,1727,1665.91,1727,701.96,1727,2.16,1727,0,1727,0.25,1548,-0.47,1727,1.07,1727,1162825.14,1727,1.15,349,4.68,1727,2.41,1727
69820_24,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",24.0,38.4,5.00,mw,false,1045365.68,2548,129383.31,2816,,,NaN,2816,941.26,2816,2479.11,2816,816.13,2816,2.10,2816,,,0.27,2548,,,1.20,2816,678732.00,2816,,,,,2.90,2816
69820_24,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",24.0,38.4,3.20,slot,true,2039180.97,762,183585.83,878,2.15,878,30.17,878,1018.61,878,1698.62,878,712.71,878,1.98,878,0,878,0.27,762,-0.64,878,1.11,878,1281748.52,878,1.12,177,4.61,878,2.41,878
69820_24,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",24.0,38.4,3.20,slot,false,816993.88,1539,141819.72,1742,,,NaN,1742,948.62,1742,2586.89,1742,837.12,1742,1.96,1742,,,0.29,1539,,,1.25,1742,683997.25,1742,,,,,2.94,1742
69820_26,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",26.0,41.6,5.00,mw,true,2344984.72,2102,138709.50,2270,1.52,2270,30.44,2270,1013.73,2270,1732.40,2270,708.25,2270,2.44,2270,0,2270,0.22,2102,-0.25,2270,1.06,2270,1080417.04,2270,1.12,615,4.75,2270,2.47,2270
69820_26,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",26.0,41.6,5.00,mw,false,995690.14,2628,99657.01,2818,,,NaN,2818,976.53,2818,2338.95,2818,814.97,2818,2.22,2818,,,0.25,2628,,,1.13,2818,631757.16,2818,,,,,2.78,2818
69820_26,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",26.0,41.6,3.20,slot,true,1770288.91,1423,122387.93,1526,1.34,1526,30.91,1526,1030.11,1526,1742.00,1526,712.48,1526,2.58,1526,0,1526,0.22,1423,-0.05,1526,1.05,1526,987622.80,1526,1.12,413,4.77,1526,2.47,1526
69820_26,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",26.0,41.6,3.20,slot,false,942561.26,1728,74260.19,1837,,,NaN,1837,979.18,1837,2385.81,1837,822.84,1837,2.33,1837,,,0.24,1728,,,1.11,1837,581186.73,1837,,,,,2.82,1837
69820_28,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",28.0,44.8,5.00,mw,true,3539911.28,2155,293876.78,2300,1.46,2300,29.24,2300,973.50,2300,1719.50,2300,695.05,2300,2.25,2300,0,2300,0.21,2155,-0.29,2300,1.05,2300,1729522.58,2300,1.07,647,4.83,2300,2.51,2300
69820_28,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",28.0,44.8,5.00,mw,false,1214966.85,3005,109566.47,3228,,,NaN,3228,936.65,3228,2163.56,3228,773.50,3228,2.05,3228,,,0.23,3005,,,1.10,3228,681608.31,3228,,,,,2.73,3228
69820_28,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",28.0,44.8,3.20,slot,true,4317202.90,1362,352659.92,1448,1.63,1448,29.77,1448,945.73,1448,1664.83,1448,687.42,1448,2.13,1448,0,1448,0.21,1362,-0.34,1448,1.05,1448,1919973.62,1448,1.06,361,4.73,1448,2.45,1448
69820_28,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",28.0,44.8,3.20,slot,false,1395618.34,2007,133520.24,2168,,,NaN,2168,932.55,2168,2020.08,2168,752.08,2168,2.03,2168,,,0.23,2007,,,1.11,2168,733157.11,2168,,,,,2.64,2168
69820_30,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",30.0,48.0,5.00,mw,true,3595907.78,1649,409359.07,1797,1.27,1797,27.77,1797,1020.15,1797,1835.35,1797,747.52,1797,1.99,1797,0,1797,0.25,1649,-0.79,1797,1.11,1797,2819812.56,1797,1.11,455,4.91,1797,2.49,1797
69820_30,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",30.0,48.0,5.00,mw,false,767240.05,2499,59999.88,2771,,,NaN,2771,986.06,2771,2328.62,2771,812.50,2771,1.83,2771,,,0.26,2499,,,1.17,2771,491188.17,2771,,,,,2.80,2771
69820_30,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",30.0,48.0,3.20,slot,true,3762187.70,1108,528376.70,1202,1.20,1202,28.16,1202,1006.21,1202,1837.12,1202,744.18,1202,2.02,1202,0,1202,0.24,1108,-0.96,1202,1.12,1202,3365340.70,1202,1.14,328,4.92,1202,2.50,1202
69820_30,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",30.0,48.0,3.20,slot,false,732070.01,1562,54704.22,1732,,,30.20,1732,967.34,1732,2300.87,1732,813.84,1732,1.73,1732,,,0.26,1562,,,1.18,1732,478220.08,1732,,,,,2.76,1732
69820_32,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",32.0,51.2,5.00,mw,true,2680373.31,1701,279671.03,1846,1.24,1846,29.38,1846,1081.45,1846,1939.69,1846,774.30,1846,2.17,1846,0,1846,0.25,1701,-0.59,1846,1.12,1846,1843390.06,1846,1.04,435,4.80,1846,2.53,1846
69820_32,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",32.0,51.2,5.00,mw,false,705654.69,2407,52366.43,2622,,,30.14,2622,1057.16,2622,2342.92,2622,812.75,2622,2.13,2622,,,0.26,2407,,,1.15,2622,492968.54,2622,,,,,2.85,2622
69820_32,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",32.0,51.2,3.20,slot,true,2055765.72,1148,135238.92,1240,1.27,1240,29.62,1240,1096.29,1240,1933.51,1240,773.90,1240,2.14,1240,0,1240,0.25,1148,-0.50,1240,1.12,1240,1031066.77,1240,1.03,291,4.75,1240,2.52,1240
69820_32,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",32.0,51.2,3.20,slot,false,695069.54,1516,47219.34,1632,,,30.25,1632,1072.47,1632,2271.63,1632,793.43,1632,2.29,1632,,,0.25,1516,,,1.13,1632,450277.49,1632,,,,,2.83,1632
69820_34,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",34.0,54.4,5.00,mw,true,2864135.15,2185,225913.46,2329,1.00,2329,27.60,2329,1058.36,2329,1989.42,2329,787.04,2329,2.09,2329,0,2329,0.23,2185,-0.53,2329,1.09,2329,1633637.35,2329,1.08,651,4.88,2329,2.57,2329
69820_34,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",34.0,54.4,5.00,mw,false,1087930.06,2638,80897.40,2867,,,30.23,2867,1037.36,2867,2458.88,2867,846.33,2867,2.25,2867,,,0.24,2638,,,1.14,2867,715371.53,2867,,,,,2.90,2867
69820_34,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",34.0,54.4,3.20,slot,true,3167743.98,1416,271589.36,1507,0.87,1507,28.30,1507,1059.91,1507,2002.71,1507,794.37,1507,2.05,1507,0,1507,0.23,1416,-0.58,1507,1.10,1507,1936717.44,1507,1.07,413,4.93,1507,2.56,1507
69820_34,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",34.0,54.4,3.20,slot,false,1133472.78,1683,79353.59,1842,,,29.62,1842,1027.21,1842,2497.68,1842,850.29,1842,2.24,1842,,,0.24,1683,,,1.16,1842,760884.73,1842,,,,,2.93,1842
69820_36,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",36.0,57.6,5.00,mw,true,4088698.11,1965,339175.99,2146,0.84,2146,26.91,2146,1054.37,2146,2084.43,2146,827.81,2146,1.88,2146,0,2146,0.22,1965,-0.27,2146,1.10,2146,2659784.08,2146,1.11,580,4.90,2146,2.56,2146
69820_36,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",36.0,57.6,5.00,mw,false,1431753.71,2565,92368.50,2783,,,30.39,2783,994.61,2783,2454.39,2783,852.76,2783,2.13,2783,,,0.25,2565,,,1.19,2783,786782.49,2783,,,,,2.87,2783
69820_36,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",36.0,57.6,3.20,slot,true,3821430.45,1208,326045.82,1328,0.93,1328,25.12,1328,1058.44,1328,2080.69,1328,827.64,1328,1.88,1328,0,1328,0.23,1208,-0.25,1328,1.09,1328,2285675.38,1328,1.13,372,4.91,1328,2.55,1328
69820_36,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",36.0,57.6,3.20,slot,false,1508983.43,1607,102159.18,1742,,,29.94,1742,1039.07,1742,2376.92,1742,838.60,1742,2.09,1742,,,0.26,1607,,,1.20,1742,730312.42,1742,,,,,2.83,1742
69820_38,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",38.0,60.8,5.00,mw,true,2845438.10,1309,210851.88,1482,0.79,1482,29.41,1482,1079.66,1482,2192.34,1482,834.04,1482,1.58,1482,0,1482,0.26,1309,-0.44,1482,1.20,1482,2702733.19,1482,1.09,356,4.83,1482,2.65,1482
69820_38,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",38.0,60.8,5.00,mw,false,848485.17,2239,60632.47,2536,,,27.98,2536,977.82,2536,2841.47,2536,916.24,2536,1.71,2536,,,0.28,2239,,,1.23,2536,630368.73,2536,,,,,3.04,2536
69820_38,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",38.0,60.8,3.20,slot,true,3279382.47,758,282479.31,853,0.80,853,32.51,853,1049,853,2118.13,853,825.66,853,1.46,853,0,853,0.27,758,-0.27,853,1.24,853,3709940.68,853,1.06,188,4.91,853,2.59,853
69820_38,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",38.0,60.8,3.20,slot,false,779851.05,1466,44724.95,1665,,,27.55,1665,910.21,1665,2948.38,1665,937.21,1665,1.57,1665,,,0.29,1466,,,1.23,1665,509199.52,1665,,,,,3.09,1665
69820_40,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",40.0,64.0,5.00,mw,true,1944907.80,1568,174286.89,1715,0.67,1715,27.84,1715,1133.03,1715,2323.05,1715,869.78,1715,1.97,1715,0,1715,0.28,1568,-0.43,1715,1.19,1715,1958901.49,1715,1.09,417,4.82,1715,2.71,1715
69820_40,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",40.0,64.0,5.00,mw,false,662682.69,2093,68256.78,2311,,,NaN,2311,1079.50,2311,2845.23,2311,915.81,2311,1.89,2311,,,0.28,2093,,,1.23,2311,604308.68,2311,,,,,3.05,2311
69820_40,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",40.0,64.0,3.20,slot,true,1949396.78,1077,177373.57,1178,0.71,1178,27.42,1178,1139.50,1178,2368.18,1178,874.54,1178,2.11,1178,0,1178,0.27,1077,-0.55,1178,1.18,1178,1758656.22,1178,1.12,280,4.75,1178,2.74,1178
69820_40,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",40.0,64.0,3.20,slot,false,653631.24,1373,65196.74,1488,,,NaN,1488,1099.38,1488,2772.18,1488,898.33,1488,1.99,1488,,,0.28,1373,,,1.22,1488,658419.54,1488,,,,,3.03,1488
69820_42,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",42.0,67.2,5.00,mw,true,2089882.38,1673,114690.70,1802,0.97,1802,26.82,1802,1135.45,1802,2305.22,1802,863.33,1802,2.11,1802,0,1802,0.26,1673,-0.30,1802,1.16,1802,1169044.31,1802,1.12,499,4.81,1802,2.71,1802
69820_42,2862,33206,69820,"RR20121025_D1_elute_19","Velos Orbitrap","1.0",42.0,67.2,5.00,mw,false,935739.17,2350,78184.75,2551,,,26.78,2551,1073.05,2551,3044.25,2551,954.23,2551,2.02,2551,,,0.27,2350,,,1.21,2551,673367.59,2551,,,,,3.16,2551
