row,id.prj,id.expt,id.run,name,desc,loading,rt.pct,rt,width,slice,annot,apex,apex.n,bpi,bpi.n,err,err.n,i2nd,i2nd.n,ions,ions.n,mass,mass.n,mz,mz.n,n2nd,n2nd.n,ntt,ntt.n,pkw,pkw.n,ppm,ppm.n,scans,scans.n,tic,tic.n,uncleaved,uncleaved.n,vote,vote.n,z,z.n
73216_0,2862,34888,73216,"Or2013_0425_CF_09","","",0.0,0.0,5.00,mw,true,7025.38,64,150.57,66,2.53,66,34.05,66,91.59,66,1427.20,66,662.35,66,-0.12,66,0,66,0.38,64,6.34,66,1.02,66,1520.68,66,1.13,8,3.58,66,2.18,66
73216_0,2862,34888,73216,"Or2013_0425_CF_09","","",0.0,0.0,5.00,mw,false,85864.20,221,225.83,264,,,NaN,264,74.01,264,2168.46,264,771.18,264,0.94,264,,,0.29,221,,,1.01,264,1430.20,264,,,,,2.86,264
73216_0,2862,34888,73216,"Or2013_0425_CF_09","","",0.0,0.0,2.40,slot,true,7324.07,35,143.25,35,2.40,35,39.36,35,94.51,35,1363.56,35,630.19,35,-0.17,35,0,35,0.38,35,6.44,35,1,35,1541.26,35,1.17,6,3.51,35,2.20,35
73216_0,2862,34888,73216,"Or2013_0425_CF_09","","",0.0,0.0,2.40,slot,false,6066.21,86,242.51,97,,,NaN,97,80.34,97,2208.80,97,764.62,97,0.62,97,,,0.33,86,,,1.03,97,1683.26,97,,,,,2.92,97
73216_2,2862,34888,73216,"Or2013_0425_CF_09","","",2.0,2.4,5.00,mw,true,7025.38,64,150.57,66,2.53,66,34.05,66,91.59,66,1427.20,66,662.35,66,-0.12,66,0,66,0.38,64,6.34,66,1.02,66,1520.68,66,1.13,8,3.58,66,2.18,66
73216_2,2862,34888,73216,"Or2013_0425_CF_09","","",2.0,2.4,5.00,mw,false,173313.78,493,549.68,593,,,NaN,593,47.49,593,1941.47,593,825.87,593,0.71,593,,,0.26,493,,,1.01,593,1314.11,593,,,,,2.39,593
73216_2,2862,34888,73216,"Or2013_0425_CF_09","","",2.0,2.4,2.40,slot,true,6664.89,29,158.82,31,2.68,31,28.06,31,88.29,31,1499.04,31,698.65,31,-0.06,31,0,31,0.37,29,6.24,31,1.03,31,1497.45,31,1,2,3.65,31,2.16,31
73216_2,2862,34888,73216,"Or2013_0425_CF_09","","",2.0,2.4,2.40,slot,false,248903.96,326,668.47,388,,,NaN,388,48.02,388,1761.38,388,753.20,388,0.77,388,,,0.25,326,,,1.01,388,1421.48,388,,,,,2.35,388
73216_4,2862,34888,73216,"Or2013_0425_CF_09","","",4.0,4.8,5.00,mw,true,8719.74,3,302.68,3,0.39,3,0,3,71.67,3,1373.25,3,562.25,3,0,3,0,3,0.23,3,2.83,3,1,3,1614,3,,,4,3,2.33,3
73216_4,2862,34888,73216,"Or2013_0425_CF_09","","",4.0,4.8,5.00,mw,false,223955.15,374,649.38,459,,,NaN,459,31.80,459,1809.68,459,863.62,459,0.72,459,,,0.25,374,,,1.02,459,1138.12,459,,,,,2.08,459
