row,id.prj,id.expt,id.run,name,desc,loading,rt.pct,rt,width,slice,annot,apex,apex.n,bpi,bpi.n,err,err.n,i2nd,i2nd.n,ions,ions.n,mass,mass.n,mz,mz.n,n2nd,n2nd.n,ntt,ntt.n,pkw,pkw.n,ppm,ppm.n,scans,scans.n,tic,tic.n,uncleaved,uncleaved.n,vote,vote.n,z,z.n
73155_6,2862,34869,73155,"Or2013_0425_CF_03","","",6.0,7.2,2.40,slot,false,16942.35,114,344.51,135,,,NaN,135,21.67,135,1652.52,135,778.45,135,0.24,135,,,0.37,114,,,1.06,135,798.94,135,,,,,2.09,135
73155_8,2862,34869,73155,"Or2013_0425_CF_03","","",8.0,9.6,5.00,mw,true,377548.27,216,5237.33,242,1.15,242,33.45,242,339.01,242,1489.81,242,654.10,242,0.70,242,0,242,0.26,216,3.18,242,1.08,242,33794.41,242,1.19,110,4.76,242,2.31,242
73155_8,2862,34869,73155,"Or2013_0425_CF_03","","",8.0,9.6,5.00,mw,false,143352.08,480,5491.39,526,,,NaN,526,158.66,526,1803.16,526,720.55,526,0.47,526,,,0.27,480,,,1.07,526,22670.36,526,,,,,2.57,526
73155_8,2862,34869,73155,"Or2013_0425_CF_03","","",8.0,9.6,2.40,slot,true,220402.74,110,2863.51,124,1.22,124,36.24,124,307.94,124,1466.55,124,642.83,124,0.52,124,0,124,0.22,110,3.36,124,1.08,124,19359.92,124,1.15,60,4.64,124,2.32,124
73155_8,2862,34869,73155,"Or2013_0425_CF_03","","",8.0,9.6,2.40,slot,false,43504.80,268,1183.76,301,,,NaN,301,123.97,301,1817.75,301,724.93,301,0.39,301,,,0.22,268,,,1.04,301,5828.38,301,,,,,2.57,301
73155_10,2862,34869,73155,"Or2013_0425_CF_03","","",10.0,12.0,5.00,mw,true,902166.08,366,18550.44,414,1.05,414,37.65,414,389.59,414,1531.64,414,655.74,414,0.81,414,0,414,0.31,366,2.87,414,1.08,414,116511.17,414,1.26,231,4.77,414,2.38,414
73155_10,2862,34869,73155,"Or2013_0425_CF_03","","",10.0,12.0,5.00,mw,false,446876.24,607,25754.68,658,,,30.59,658,256.34,658,1904.54,658,658.49,658,0.64,658,,,0.33,607,,,1.12,658,103928.58,658,,,,,2.96,658
73155_10,2862,34869,73155,"Or2013_0425_CF_03","","",10.0,12.0,2.40,slot,true,869894.39,185,18447.48,204,0.92,204,35.40,204,394.45,204,1526.64,204,664.05,204,0.80,204,0,204,0.32,185,2.73,204,1.06,204,111104.32,204,1.24,107,4.90,204,2.34,204
73155_10,2862,34869,73155,"Or2013_0425_CF_03","","",10.0,12.0,2.40,slot,false,609690.85,295,33699.69,307,,,31.51,307,280.16,307,1891.63,307,674.05,307,0.63,307,,,0.34,295,,,1.14,307,139206.96,307,,,,,2.90,307
73155_12,2862,34869,73155,"Or2013_0425_CF_03","","",12.0,14.4,5.00,mw,true,2499771.97,378,57807.95,432,1.01,432,40.60,432,420.14,432,1558.40,432,641.59,432,0.82,432,0,432,0.37,378,2.49,432,1.09,432,294984.96,432,1.40,245,4.68,432,2.46,432
73155_12,2862,34869,73155,"Or2013_0425_CF_03","","",12.0,14.4,5.00,mw,false,688065.44,642,35926.16,714,,,28.83,714,278.01,714,2085.00,714,682.16,714,0.65,714,,,0.36,642,,,1.13,714,139580.51,714,,,,,3.07,714
73155_12,2862,34869,73155,"Or2013_0425_CF_03","","",12.0,14.4,2.40,slot,true,2000702.87,171,44626.95,195,1.04,195,43.17,195,439.79,195,1523.30,195,626.58,195,1.09,195,0,195,0.38,171,2.68,195,1.12,195,288380.46,195,1.43,118,4.71,195,2.45,195
73155_12,2862,34869,73155,"Or2013_0425_CF_03","","",12.0,14.4,2.40,slot,false,617861.57,305,33389.71,348,,,31.05,348,268.35,348,2143.83,348,687.91,348,0.75,348,,,0.37,305,,,1.12,348,124998.18,348,,,,,3.14,348
73155_14,2862,34869,73155,"Or2013_0425_CF_03","","",14.0,16.8,5.00,mw,true,3632306.65,374,66404.56,439,1.15,439,35.24,439,404.89,439,1558.46,439,644.09,439,0.82,439,0,439,0.34,374,2.59,439,1.07,439,368695.80,439,1.46,165,4.54,439,2.44,439
73155_14,2862,34869,73155,"Or2013_0425_CF_03","","",14.0,16.8,5.00,mw,false,636494.42,728,18122.10,795,,,NaN,795,280.78,795,2208.20,795,711.13,795,0.84,795,,,0.34,728,,,1.11,795,78610.17,795,,,,,3.01,795
73155_14,2862,34869,73155,"Or2013_0425_CF_03","","",14.0,16.8,2.40,slot,true,4827674.66,188,80333.61,221,1.11,221,32.08,221,402.01,221,1607.68,221,650.99,221,0.77,221,0,221,0.34,188,2.41,221,1.07,221,403089.11,221,1.50,86,4.45,221,2.49,221
73155_14,2862,34869,73155,"Or2013_0425_CF_03","","",14.0,16.8,2.40,slot,false,613843.35,343,20043.99,380,,,26.58,380,302.88,380,2104.18,380,686.24,380,0.81,380,,,0.34,343,,,1.13,380,83795.01,380,,,,,2.99,380
73155_16,2862,34869,73155,"Or2013_0425_CF_03","","",16.0,19.2,5.00,mw,true,3319389.68,392,82339.94,450,1.05,450,35.77,450,413.61,450,1560.40,450,666.69,450,0.90,450,0,450,0.33,392,3.06,450,1.06,450,358991.29,450,1.33,99,4.55,450,2.36,450
73155_16,2862,34869,73155,"Or2013_0425_CF_03","","",16.0,19.2,5.00,mw,false,746434.63,787,9208.02,858,,,NaN,858,296.08,858,2562.06,858,726.53,858,1.09,858,,,0.33,787,,,1.12,858,57749.06,858,,,,,3.34,858
73155_16,2862,34869,73155,"Or2013_0425_CF_03","","",16.0,19.2,2.40,slot,true,2487738.12,193,49866.57,223,1.01,223,35.30,223,419.16,223,1536.64,223,674.45,223,0.73,223,0,223,0.33,193,2.70,223,1.06,223,296635.47,223,1.19,42,4.55,223,2.30,223
73155_16,2862,34869,73155,"Or2013_0425_CF_03","","",16.0,19.2,2.40,slot,false,886668.73,379,4925.84,406,,,NaN,406,269.94,406,2292.65,406,724.23,406,1.08,406,,,0.32,379,,,1.10,406,38834.67,406,,,,,3.01,406
73155_18,2862,34869,73155,"Or2013_0425_CF_03","","",18.0,21.6,5.00,mw,true,2811023.96,398,75895.80,450,1.00,450,35.88,450,388.31,450,1461.25,450,656.59,450,0.99,450,0,450,0.33,398,3.35,450,1.06,450,280994.21,450,1.09,79,4.70,450,2.24,450
73155_18,2862,34869,73155,"Or2013_0425_CF_03","","",18.0,21.6,5.00,mw,false,860806.10,786,8112.57,889,,,26.40,889,300.53,889,3407.27,889,776.86,889,1.20,889,,,0.33,786,,,1.13,889,64624.52,889,,,,,4.14,889
73155_18,2862,34869,73155,"Or2013_0425_CF_03","","",18.0,21.6,2.40,slot,true,3103874.10,172,119534.57,195,1.06,195,41.05,195,381.39,195,1485.34,195,667.12,195,1.12,195,0,195,0.34,172,3.84,195,1.05,195,363476.18,195,1.07,41,4.67,195,2.24,195
73155_18,2862,34869,73155,"Or2013_0425_CF_03","","",18.0,21.6,2.40,slot,false,743259.18,370,9679.55,424,,,24.67,424,341.52,424,3606.28,424,760.32,424,1.18,424,,,0.34,370,,,1.18,424,83565.13,424,,,,,4.48,424
73155_20,2862,34869,73155,"Or2013_0425_CF_03","","",20.0,24.0,5.00,mw,true,4197284.12,303,63458.27,350,1.00,350,36.67,350,350.00,350,1396.65,350,633.99,350,1.07,350,0,350,0.32,303,2.89,350,1.07,350,382132.43,350,1.05,57,4.66,350,2.20,350
73155_20,2862,34869,73155,"Or2013_0425_CF_03","","",20.0,24.0,5.00,mw,false,709781.69,826,6423.22,926,,,21.48,926,243.11,926,4410.62,926,900.98,926,1.09,926,,,0.34,826,,,1.10,926,53015.52,926,,,,,4.74,926
73155_20,2862,34869,73155,"Or2013_0425_CF_03","","",20.0,24.0,2.40,slot,true,5571526.86,132,55104.13,157,1.46,157,31.13,157,331.33,157,1345.00,157,615.37,157,1,157,0,157,0.31,132,2.54,157,1.08,157,236007.71,157,1,16,4.76,157,2.18,157
73155_20,2862,34869,73155,"Or2013_0425_CF_03","","",20.0,24.0,2.40,slot,false,712233.90,422,6416.58,466,,,22.47,466,228.97,466,4434.84,466,911.76,466,1.13,466,,,0.34,422,,,1.08,466,48514.24,466,,,,,4.73,466
73155_22,2862,34869,73155,"Or2013_0425_CF_03","","",22.0,26.4,5.00,mw,true,4920154.18,255,78507.67,291,0.63,291,38.99,291,335.25,291,1365.64,291,637.68,291,0.94,291,0,291,0.33,255,2.68,291,1.07,291,445238.08,291,1.23,30,4.69,291,2.14,291
73155_22,2862,34869,73155,"Or2013_0425_CF_03","","",22.0,26.4,5.00,mw,false,807255.10,868,10170.17,985,,,21.13,985,223.56,985,4329.28,985,940.55,985,1.03,985,,,0.36,868,,,1.08,985,84274.53,985,,,,,4.49,985
73155_22,2862,34869,73155,"Or2013_0425_CF_03","","",22.0,26.4,2.40,slot,true,3953942.34,144,80133.19,156,0.52,156,46.00,156,327.77,156,1326.08,156,625.94,156,0.94,156,0,156,0.33,144,2.69,156,1.06,156,563000.47,156,1,14,4.57,156,2.12,156
73155_22,2862,34869,73155,"Or2013_0425_CF_03","","",22.0,26.4,2.40,slot,false,763591.09,397,6887.15,453,,,17.40,453,178.96,453,4762.54,453,988.29,453,0.95,453,,,0.35,397,,,1.04,453,56563.96,453,,,,,4.72,453
73155_24,2862,34869,73155,"Or2013_0425_CF_03","","",24.0,28.8,5.00,mw,true,2586266.10,281,47893.14,313,0.96,313,35.11,313,369.25,313,1539.44,313,672.24,313,1.01,313,0,313,0.34,281,3.28,313,1.06,313,267769.98,313,1.37,54,4.66,313,2.29,313
73155_24,2862,34869,73155,"Or2013_0425_CF_03","","",24.0,28.8,5.00,mw,false,898658.33,803,17515.66,937,,,23.88,937,268.42,937,3808.23,937,867.79,937,1.07,937,,,0.35,803,,,1.13,937,138553.61,937,,,,,4.26,937
73155_24,2862,34869,73155,"Or2013_0425_CF_03","","",24.0,28.8,2.40,slot,true,2318388.07,127,46048.20,149,0.86,149,31.34,149,394.19,149,1607.21,149,691.00,149,0.91,149,0,149,0.35,127,3.29,149,1.08,149,285074.89,149,1.47,34,4.70,149,2.32,149
73155_24,2862,34869,73155,"Or2013_0425_CF_03","","",24.0,28.8,2.40,slot,false,931188.94,372,20693.81,442,,,26.34,442,307.00,442,3435.88,442,831.15,442,1.07,442,,,0.35,372,,,1.18,442,169429.98,442,,,,,4.06,442
73155_26,2862,34869,73155,"Or2013_0425_CF_03","","",26.0,31.2,5.00,mw,true,1972336.79,341,36963.49,388,1.19,388,33.12,388,404.72,388,1645.73,388,691.23,388,1.07,388,0,388,0.34,341,3.43,388,1.06,388,237872.03,388,1.22,77,4.68,388,2.40,388
73155_26,2862,34869,73155,"Or2013_0425_CF_03","","",26.0,31.2,5.00,mw,false,747522.29,744,17316.80,856,,,24.42,856,288.07,856,3809.45,856,801.41,856,1.23,856,,,0.33,744,,,1.14,856,128819.96,856,,,,,4.56,856
73155_26,2862,34869,73155,"Or2013_0425_CF_03","","",26.0,31.2,2.40,slot,true,1888367.87,156,38878.93,177,1.21,177,32.79,177,388.49,177,1632.96,177,688.21,177,1.16,177,0,177,0.34,156,3.58,177,1.06,177,218993.32,177,1.22,37,4.71,177,2.40,177
73155_26,2862,34869,73155,"Or2013_0425_CF_03","","",26.0,31.2,2.40,slot,false,816209.35,377,17527.90,438,,,26.02,438,277.82,438,3709.41,438,799.50,438,1.34,438,,,0.34,377,,,1.12,438,127223.58,438,,,,,4.41,438
73155_28,2862,34869,73155,"Or2013_0425_CF_03","","",28.0,33.6,5.00,mw,true,1956602.01,387,40049.88,446,0.84,446,33.07,446,404.45,446,1605.34,446,678.88,446,1.01,446,0,446,0.35,387,2.62,446,1.07,446,209676.91,446,1.09,96,4.82,446,2.39,446
73155_28,2862,34869,73155,"Or2013_0425_CF_03","","",28.0,33.6,5.00,mw,false,664739.83,706,11055.56,790,,,25.63,790,292.87,790,3763.91,790,788.65,790,1.22,790,,,0.33,706,,,1.17,790,95003.45,790,,,,,4.50,790
73155_28,2862,34869,73155,"Or2013_0425_CF_03","","",28.0,33.6,2.40,slot,true,2056861.98,198,48856.83,219,0.99,219,35.08,219,430.76,219,1617.11,219,672.31,219,1.06,219,0,219,0.34,198,2.66,219,1.10,219,249538.37,219,1.09,47,4.87,219,2.43,219
73155_28,2862,34869,73155,"Or2013_0425_CF_03","","",28.0,33.6,2.40,slot,false,673468.86,343,12910.91,377,,,23.06,377,310.72,377,3920.47,377,808.53,377,1.17,377,,,0.33,343,,,1.20,377,110493.16,377,,,,,4.62,377
73155_30,2862,34869,73155,"Or2013_0425_CF_03","","",30.0,36.0,5.00,mw,true,1907679.72,368,35915.08,423,0.98,423,34.31,423,426.96,423,1591.36,423,674.60,423,1.04,423,0,423,0.35,368,2.05,423,1.08,423,209988.21,423,1.04,118,4.77,423,2.39,423
73155_30,2862,34869,73155,"Or2013_0425_CF_03","","",30.0,36.0,5.00,mw,false,708674.87,715,8761.65,791,,,25.51,791,277.21,791,3412.94,791,816.48,791,0.99,791,,,0.34,715,,,1.13,791,62058.87,791,,,,,3.97,791
73155_30,2862,34869,73155,"Or2013_0425_CF_03","","",30.0,36.0,2.40,slot,true,1459783.82,166,20368.31,208,0.76,208,29.23,208,389.76,208,1570.45,208,668.27,208,1,208,0,208,0.37,166,1.86,208,1.03,208,117968.12,208,1.02,56,4.66,208,2.39,208
73155_30,2862,34869,73155,"Or2013_0425_CF_03","","",30.0,36.0,2.40,slot,false,698088.55,336,6050.72,369,,,26.35,369,271.35,369,3268.57,369,780.59,369,1.08,369,,,0.33,336,,,1.09,369,40119.28,369,,,,,3.95,369
73155_32,2862,34869,73155,"Or2013_0425_CF_03","","",32.0,38.4,5.00,mw,true,2799362.75,330,38970.44,382,1.20,382,36.42,382,405.49,382,1659.72,382,691.48,382,1.11,382,0,382,0.34,330,2.50,382,1.04,382,307780.86,382,1,106,4.70,382,2.44,382
73155_32,2862,34869,73155,"Or2013_0425_CF_03","","",32.0,38.4,5.00,mw,false,685204.97,791,6021.00,867,,,25.60,867,230.36,867,3382.13,867,844.47,867,0.95,867,,,0.33,791,,,1.08,867,35441.47,867,,,,,3.80,867
73155_32,2862,34869,73155,"Or2013_0425_CF_03","","",32.0,38.4,2.40,slot,true,3209075.95,170,40872.46,182,1.50,182,41.20,182,423.57,182,1683.65,182,693.85,182,1.14,182,0,182,0.31,170,2.47,182,1.05,182,320705.46,182,1,47,4.71,182,2.45,182
73155_32,2862,34869,73155,"Or2013_0425_CF_03","","",32.0,38.4,2.40,slot,false,732415.58,375,6847.29,413,,,25.88,413,229.26,413,3725.79,413,895.64,413,0.85,413,,,0.32,375,,,1.11,413,38808.23,413,,,,,4.00,413
73155_34,2862,34869,73155,"Or2013_0425_CF_03","","",34.0,40.8,5.00,mw,true,2720741.39,368,37217.51,432,0.94,432,37.89,432,395.35,432,1758.41,432,712.44,432,0.99,432,0,432,0.34,368,2.50,432,1.04,432,301327.67,432,1,123,4.62,432,2.50,432
73155_34,2862,34869,73155,"Or2013_0425_CF_03","","",34.0,40.8,5.00,mw,false,632636.79,767,5405.13,850,,,25.89,850,213.75,850,3333.64,850,850.79,850,0.98,850,,,0.33,767,,,1.05,850,34415.80,850,,,,,3.69,850
73155_34,2862,34869,73155,"Or2013_0425_CF_03","","",34.0,40.8,2.40,slot,true,2629957.69,160,50212.57,193,1.02,193,34.53,193,393.51,193,1787.81,193,715.08,193,0.79,193,0,193,0.38,160,2.48,193,1.05,193,434836.39,193,1,64,4.69,193,2.55,193
73155_34,2862,34869,73155,"Or2013_0425_CF_03","","",34.0,40.8,2.40,slot,false,540465.92,381,4256.14,418,,,26.09,418,191.28,418,3245.97,418,856.62,418,0.97,418,,,0.34,381,,,1.04,418,28238.35,418,,,,,3.57,418
73155_36,2862,34869,73155,"Or2013_0425_CF_03","","",36.0,43.2,5.00,mw,true,3158349.73,367,52125.41,440,0.80,440,35.50,440,392.88,440,1791.81,440,747.87,440,0.87,440,0,440,0.35,367,2.39,440,1.07,440,365782.54,440,1.03,116,4.59,440,2.43,440
73155_36,2862,34869,73155,"Or2013_0425_CF_03","","",36.0,43.2,5.00,mw,false,585188.05,731,4311.27,830,,,25.51,830,227.19,830,2794.50,830,794.44,830,1.04,830,,,0.34,731,,,1.05,830,32235.49,830,,,,,3.38,830
73155_36,2862,34869,73155,"Or2013_0425_CF_03","","",36.0,43.2,2.40,slot,true,3526041.76,207,43962.50,242,0.62,242,35.76,242,395.43,242,1745.35,242,744.05,242,0.98,242,0,242,0.33,207,2.55,242,1.04,242,299169.00,242,1,52,4.65,242,2.36,242
73155_36,2862,34869,73155,"Or2013_0425_CF_03","","",36.0,43.2,2.40,slot,false,602032.74,350,4851.41,395,,,24.91,395,261.20,395,2727.04,395,780.56,395,1.10,395,,,0.33,350,,,1.04,395,37181.50,395,,,,,3.36,395
73155_38,2862,34869,73155,"Or2013_0425_CF_03","","",38.0,45.6,5.00,mw,true,3445116.68,408,61047.99,481,0.72,481,36.82,481,389.81,481,1861.34,481,754.02,481,0.95,481,0,481,0.36,408,2.50,481,1.08,481,365860.84,481,1.16,107,4.67,481,2.52,481
73155_38,2862,34869,73155,"Or2013_0425_CF_03","","",38.0,45.6,5.00,mw,false,588953.10,706,2865.16,806,,,26.24,806,227.61,806,2288.13,806,731.96,806,1.03,806,,,0.35,706,,,1.06,806,25107.95,806,,,,,3.11,806
73155_38,2862,34869,73155,"Or2013_0425_CF_03","","",38.0,45.6,2.40,slot,true,3562041.85,166,74169.73,196,0.86,196,36.95,196,378.69,196,1884.66,196,766.64,196,1,196,0,196,0.36,166,2.23,196,1.10,196,419048.55,196,1.18,45,4.62,196,2.51,196
73155_38,2862,34869,73155,"Or2013_0425_CF_03","","",38.0,45.6,2.40,slot,false,579252.04,354,1807.06,400,,,24.98,400,199.51,400,2273.55,400,712.39,400,0.99,400,,,0.35,354,,,1.06,400,16750.59,400,,,,,3.19,400
73155_40,2862,34869,73155,"Or2013_0425_CF_03","","",40.0,48.0,5.00,mw,true,1995265.00,419,40409.72,497,0.69,497,35.56,497,409.66,497,1934.27,497,752.29,497,1.04,497,0,497,0.37,419,2.72,497,1.10,497,245622.29,497,1.21,118,4.63,497,2.63,497
73155_40,2862,34869,73155,"Or2013_0425_CF_03","","",40.0,48.0,5.00,mw,false,591277.63,650,2925.79,743,,,28.59,743,216.45,743,2155.20,743,737.09,743,0.99,743,,,0.35,650,,,1.04,743,20641.47,743,,,,,2.95,743
73155_40,2862,34869,73155,"Or2013_0425_CF_03","","",40.0,48.0,2.40,slot,true,1477497.67,214,32153.24,265,0.75,265,36.22,265,408.78,265,1933.77,265,737.70,265,1.00,265,0,265,0.39,214,2.99,265,1.10,265,200325.44,265,1.24,62,4.60,265,2.69,265
73155_40,2862,34869,73155,"Or2013_0425_CF_03","","",40.0,48.0,2.40,slot,false,487267.85,283,3078.28,338,,,32.42,338,225.18,338,2157.51,338,753.07,338,1.02,338,,,0.36,283,,,1.04,338,22204.64,338,,,,,2.89,338
73155_42,2862,34869,73155,"Or2013_0425_CF_03","","",42.0,50.4,5.00,mw,true,2238146.45,405,51712.56,467,0.72,467,34.26,467,415.63,467,1876.67,467,763.88,467,0.93,467,0,467,0.35,405,2.83,467,1.10,467,253242.85,467,1.10,112,4.68,467,2.51,467
73155_42,2862,34869,73155,"Or2013_0425_CF_03","","",42.0,50.4,5.00,mw,false,761830.08,663,8968.70,759,,,30.16,759,224.04,759,2162.07,759,789.73,759,0.98,759,,,0.34,663,,,1.04,759,41458.28,759,,,,,2.74,759
73155_42,2862,34869,73155,"Or2013_0425_CF_03","","",42.0,50.4,2.40,slot,true,1625234.84,189,30301.67,212,0.87,212,35.43,212,396.07,212,1922.25,212,774.75,212,0.92,212,0,212,0.35,189,3.11,212,1.10,212,147986.69,212,1.08,60,4.47,212,2.54,212
73155_42,2862,34869,73155,"Or2013_0425_CF_03","","",42.0,50.4,2.40,slot,false,944393.84,321,9218.13,367,,,31.33,367,233.34,367,2048.14,367,768.87,367,1.01,367,,,0.34,321,,,1.03,367,39959.16,367,,,,,2.66,367
73155_44,2862,34869,73155,"Or2013_0425_CF_03","","",44.0,52.8,5.00,mw,true,2257072.30,397,48256.36,458,0.70,458,33.34,458,395.42,458,1807.14,458,767.31,458,0.93,458,0,458,0.34,397,2.57,458,1.07,458,236867.05,458,1.03,97,4.81,458,2.40,458
73155_44,2862,34869,73155,"Or2013_0425_CF_03","","",44.0,52.8,5.00,mw,false,986957.28,734,11635.55,837,,,29.13,837,244.46,837,2215.87,837,795.74,837,1.20,837,,,0.33,734,,,1.05,837,57181.38,837,,,,,2.78,837
73155_44,2862,34869,73155,"Or2013_0425_CF_03","","",44.0,52.8,2.40,slot,true,2897008.99,202,67738.41,239,0.45,239,33.23,239,416.28,239,1777.39,239,766.21,239,0.97,239,0,239,0.33,202,2.18,239,1.07,239,328909.76,239,1,55,5.02,239,2.36,239
73155_44,2862,34869,73155,"Or2013_0425_CF_03","","",44.0,52.8,2.40,slot,false,902878.97,353,15652.67,390,,,28.17,390,235.69,390,2267.83,390,815.61,390,1.17,390,,,0.33,353,,,1.06,390,76248.85,390,,,,,2.77,390
73155_46,2862,34869,73155,"Or2013_0425_CF_03","","",46.0,55.2,5.00,mw,true,1832834.38,346,36373.56,412,0.57,412,30.23,412,404.12,412,1971.45,412,794.31,412,1.04,412,0,412,0.34,346,2.55,412,1.06,412,223470.93,412,1.02,91,4.78,412,2.51,412
73155_46,2862,34869,73155,"Or2013_0425_CF_03","","",46.0,55.2,5.00,mw,false,829261.11,778,6616.66,868,,,23.79,868,229.48,868,2568.02,868,860.02,868,1.20,868,,,0.35,778,,,1.04,868,40328.56,868,,,,,2.96,868
73155_46,2862,34869,73155,"Or2013_0425_CF_03","","",46.0,55.2,2.40,slot,true,1681118.65,167,29277.83,195,0.63,195,30.40,195,396.65,195,1964.85,195,788.99,195,1.08,195,0,195,0.34,167,2.75,195,1.06,195,215250.52,195,1.06,32,4.82,195,2.53,195
73155_46,2862,34869,73155,"Or2013_0425_CF_03","","",46.0,55.2,2.40,slot,false,837170.90,387,5127.97,434,,,25.79,434,256.50,434,2326.97,434,801.37,434,1.28,434,,,0.34,387,,,1.04,434,35357.31,434,,,,,2.89,434
73155_48,2862,34869,73155,"Or2013_0425_CF_03","","",48.0,57.6,5.00,mw,true,3206575.42,309,59721.42,363,0.67,363,30.96,363,413.20,363,2209.47,363,829.74,363,1.09,363,0,363,0.36,309,2.78,363,1.10,363,360330.03,363,1,121,4.69,363,2.68,363
73155_48,2862,34869,73155,"Or2013_0425_CF_03","","",48.0,57.6,5.00,mw,false,642940.55,785,4949.35,857,,,22.98,857,207.00,857,2880.51,857,920.50,857,1.01,857,,,0.37,785,,,1.06,857,28768.61,857,,,,,3.14,857
73155_48,2862,34869,73155,"Or2013_0425_CF_03","","",48.0,57.6,2.40,slot,true,3210422.25,145,77150.31,160,0.80,160,29.79,160,411.94,160,2285.58,160,845.95,160,1.06,160,0,160,0.36,145,2.69,160,1.10,160,407421.16,160,1,58,4.57,160,2.71,160
73155_48,2862,34869,73155,"Or2013_0425_CF_03","","",48.0,57.6,2.40,slot,false,697802.97,370,2611.03,399,,,18.65,399,182.76,399,3195.09,399,978.60,399,0.91,399,,,0.38,370,,,1.09,399,19972.74,399,,,,,3.28,399
73155_50,2862,34869,73155,"Or2013_0425_CF_03","","",50.0,60.0,5.00,mw,true,2718858.79,331,34823.87,384,0.90,384,28.12,384,402.72,384,2181.92,384,848.79,384,1.05,384,0,384,0.37,331,3.13,384,1.07,384,240585.34,384,1,113,4.64,384,2.56,384
73155_50,2862,34869,73155,"Or2013_0425_CF_03","","",50.0,60.0,5.00,mw,false,629993.35,735,5573.66,819,,,24.01,819,200.35,819,2747.63,819,887.04,819,0.99,819,,,0.37,735,,,1.06,819,26848.55,819,,,,,3.14,819
73155_50,2862,34869,73155,"Or2013_0425_CF_03","","",50.0,60.0,2.40,slot,true,2920171.59,158,30920.20,192,0.88,192,31.45,192,417.67,192,2114.35,192,832.74,192,1.10,192,0,192,0.37,158,3.20,192,1.08,192,231507.62,192,1,56,4.79,192,2.53,192
73155_50,2862,34869,73155,"Or2013_0425_CF_03","","",50.0,60.0,2.40,slot,false,597332.67,341,7128.96,389,,,24.96,389,204.07,389,2714.09,389,885.02,389,0.94,389,,,0.38,341,,,1.05,389,31225.22,389,,,,,3.12,389
