row,id.prj,id.expt,id.run,name,desc,loading,rt.pct,rt,width,slice,annot,apex,apex.n,bpi,bpi.n,err,err.n,i2nd,i2nd.n,ions,ions.n,mass,mass.n,mz,mz.n,n2nd,n2nd.n,ntt,ntt.n,pkw,pkw.n,ppm,ppm.n,scans,scans.n,tic,tic.n,uncleaved,uncleaved.n,vote,vote.n,z,z.n
71229_2,270,34073,71229,"JRW_FFPE_S1_2","","",2.0,4.8,5.00,mw,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71229_2,270,34073,71229,"JRW_FFPE_S1_2","","",2.0,4.8,5.00,mw,false,94137.86,10,12325.33,11,,,25.81,11,66,11,724.18,11,349.46,11,1.18,11,,,0.79,10,,,1,11,110838,11,,,,,2.09,11
71229_2,270,34073,71229,"JRW_FFPE_S1_2","","",2.0,4.8,4.80,slot,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71229_2,270,34073,71229,"JRW_FFPE_S1_2","","",2.0,4.8,4.80,slot,false,94137.86,10,12325.33,11,,,25.81,11,66,11,724.18,11,349.46,11,1.18,11,,,0.79,10,,,1,11,110838,11,,,,,2.09,11
71229_4,270,34073,71229,"JRW_FFPE_S1_2","","",4.0,9.6,5.00,mw,true,22021.05,3,6240.89,3,11.23,3,78.13,3,50.67,3,900.49,3,401.23,3,0.67,3,0,3,0.56,3,-1.07,3,1,3,50034.67,3,,,5,3,2.33,3
71229_4,270,34073,71229,"JRW_FFPE_S1_2","","",4.0,9.6,5.00,mw,false,91985.40,29,13336.39,29,,,34.08,29,51.79,29,756.30,29,364.04,29,0.72,29,,,0.68,29,,,1,29,114681.24,29,,,,,2.07,29
71229_4,270,34073,71229,"JRW_FFPE_S1_2","","",4.0,9.6,4.80,slot,true,22021.05,3,6240.89,3,11.23,3,78.13,3,50.67,3,900.49,3,401.23,3,0.67,3,0,3,0.56,3,-1.07,3,1,3,50034.67,3,,,5,3,2.33,3
71229_4,270,34073,71229,"JRW_FFPE_S1_2","","",4.0,9.6,4.80,slot,false,91985.40,29,13336.39,29,,,34.08,29,51.79,29,756.30,29,364.04,29,0.72,29,,,0.68,29,,,1,29,114681.24,29,,,,,2.07,29
71229_6,270,34073,71229,"JRW_FFPE_S1_2","","",6.0,14.4,5.00,mw,true,39170.17,3,5069.18,3,0,3,2.66,3,86.33,3,1315.58,3,439.53,3,0,3,0,3,0.92,3,-1.10,3,1,3,79348,3,1,3,5.67,3,3,3
71229_6,270,34073,71229,"JRW_FFPE_S1_2","","",6.0,14.4,5.00,mw,false,69082.95,36,12042.15,36,,,25.58,36,52.47,36,947.09,36,361.48,36,0.78,36,,,0.74,36,,,1,36,88576.67,36,,,,,2.61,36
71229_6,270,34073,71229,"JRW_FFPE_S1_2","","",6.0,14.4,4.80,slot,true,39170.17,3,5069.18,3,0,3,2.66,3,86.33,3,1315.58,3,439.53,3,0,3,0,3,0.92,3,-1.10,3,1,3,79348,3,1,3,5.67,3,3,3
71229_6,270,34073,71229,"JRW_FFPE_S1_2","","",6.0,14.4,4.80,slot,false,69082.95,36,12042.15,36,,,25.58,36,52.47,36,947.09,36,361.48,36,0.78,36,,,0.74,36,,,1,36,88576.67,36,,,,,2.61,36
71229_8,270,34073,71229,"JRW_FFPE_S1_2","","",8.0,19.2,5.00,mw,true,32002.29,8,4811.31,8,8.09,8,11.22,8,47.88,8,1014.85,8,457.22,8,0.38,8,0,8,0.75,8,-1.29,8,1,8,32234.88,8,1,4,3.75,8,2.25,8
71229_8,270,34073,71229,"JRW_FFPE_S1_2","","",8.0,19.2,5.00,mw,false,25209.48,47,6876.85,47,,,34.32,47,46.38,47,1013.91,47,410.56,47,1,47,,,0.79,47,,,1.02,47,38310.21,47,,,,,2.45,47
71229_8,270,34073,71229,"JRW_FFPE_S1_2","","",8.0,19.2,4.80,slot,true,32002.29,8,4811.31,8,8.09,8,11.22,8,47.88,8,1014.85,8,457.22,8,0.38,8,0,8,0.75,8,-1.29,8,1,8,32234.88,8,1,4,3.75,8,2.25,8
71229_8,270,34073,71229,"JRW_FFPE_S1_2","","",8.0,19.2,4.80,slot,false,24541.78,45,7045.88,45,,,32.24,45,46.20,45,1011.10,45,404.83,45,1.02,45,,,0.81,45,,,1.02,45,38603.49,45,,,,,2.47,45
71229_10,270,34073,71229,"JRW_FFPE_S1_2","","",10.0,24.0,5.00,mw,true,27556.44,22,5042.63,22,6.76,22,20.61,22,55.05,22,1201.19,22,430.99,22,1.23,22,0,22,0.57,22,-1.68,22,1,22,42391,22,1,10,3.91,22,2.82,22
