row,id.prj,id.expt,id.run,name,desc,loading,rt.pct,rt,width,slice,annot,apex,apex.n,bpi,bpi.n,err,err.n,i2nd,i2nd.n,ions,ions.n,mass,mass.n,mz,mz.n,n2nd,n2nd.n,ntt,ntt.n,pkw,pkw.n,ppm,ppm.n,scans,scans.n,tic,tic.n,uncleaved,uncleaved.n,vote,vote.n,z,z.n
73714_2,2862,35187,73714,"Or2013_0513_CF_03","","",2.0,2.4,5.00,mw,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73714_2,2862,35187,73714,"Or2013_0513_CF_03","","",2.0,2.4,5.00,mw,false,4322.05,9,277.95,32,,,60.03,32,117.13,32,1649.05,32,675.92,32,0.72,32,,,0.37,9,,,1,32,2458.53,32,,,,,2.34,32
73714_2,2862,35187,73714,"Or2013_0513_CF_03","","",2.0,2.4,2.40,slot,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73714_2,2862,35187,73714,"Or2013_0513_CF_03","","",2.0,2.4,2.40,slot,false,2752.35,6,372.73,19,,,54.86,19,135.05,19,1512.87,19,601.98,19,0.53,19,,,0.37,6,,,1,19,3083.74,19,,,,,2.42,19
73714_4,2862,35187,73714,"Or2013_0513_CF_03","","",4.0,4.8,5.00,mw,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73714_4,2862,35187,73714,"Or2013_0513_CF_03","","",4.0,4.8,5.00,mw,false,5761.80,34,284.89,56,,,57.71,56,94.48,56,1888.56,56,716.81,56,0.50,56,,,0.32,34,,,1,56,1953.30,56,,,,,2.41,56
73714_4,2862,35187,73714,"Or2013_0513_CF_03","","",4.0,4.8,2.40,slot,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73714_4,2862,35187,73714,"Or2013_0513_CF_03","","",4.0,4.8,2.40,slot,false,7901.90,6,240.82,12,,,62.99,12,102.50,12,1577.70,12,658.15,12,0.58,12,,,0.34,6,,,1,12,1961.50,12,,,,,2.17,12
73714_6,2862,35187,73714,"Or2013_0513_CF_03","","",6.0,7.2,5.00,mw,true,11531.13,5,374.86,7,15.04,7,32.08,7,71.86,7,973.43,7,487.72,7,0,7,0,7,0.26,5,13.47,7,1,7,1568.71,7,1,2,2.29,7,2,7
73714_6,2862,35187,73714,"Or2013_0513_CF_03","","",6.0,7.2,5.00,mw,false,15574.53,104,353.63,124,,,NaN,124,70.15,124,1654.02,124,669.71,124,0.67,124,,,0.31,104,,,1.02,124,1795.28,124,,,,,2.29,124
73714_6,2862,35187,73714,"Or2013_0513_CF_03","","",6.0,7.2,2.40,slot,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73714_6,2862,35187,73714,"Or2013_0513_CF_03","","",6.0,7.2,2.40,slot,false,9415.14,54,166.46,67,,,NaN,67,56.84,67,1705.70,67,675.21,67,0.58,67,,,0.29,54,,,1,67,922.13,67,,,,,2.31,67
73714_8,2862,35187,73714,"Or2013_0513_CF_03","","",8.0,9.6,5.00,mw,true,10447.59,8,330.86,10,13.30,10,37.92,10,80,10,978.55,10,490.28,10,0.20,10,0,10,0.28,8,11.44,10,1,10,1637.80,10,1,3,2.30,10,2,10
73714_8,2862,35187,73714,"Or2013_0513_CF_03","","",8.0,9.6,5.00,mw,false,18778.10,140,473.34,179,,,NaN,179,82.31,179,1618.68,179,683.88,179,0.88,179,,,0.34,140,,,1.02,179,2439.88,179,,,,,2.23,179
73714_8,2862,35187,73714,"Or2013_0513_CF_03","","",8.0,9.6,2.40,slot,true,10254.70,7,335.41,9,12.32,9,40.69,9,76.11,9,974.22,9,488.12,9,0.11,9,0,9,0.27,7,11.37,9,1,9,1592.22,9,1,2,2.33,9,2,9
73714_8,2862,35187,73714,"Or2013_0513_CF_03","","",8.0,9.6,2.40,slot,false,24302.63,81,538.70,97,,,56.97,97,86.18,97,1665.82,97,687.51,97,0.95,97,,,0.36,81,,,1.04,97,2730.58,97,,,,,2.25,97
73714_10,2862,35187,73714,"Or2013_0513_CF_03","","",10.0,12.0,5.00,mw,true,5826.55,6,299.88,7,4.00,7,54.16,7,94.57,7,1008.76,7,505.39,7,0.14,7,0,7,0.37,6,10.41,7,1.14,7,1903.29,7,1,1,3.29,7,2,7
73714_10,2862,35187,73714,"Or2013_0513_CF_03","","",10.0,12.0,5.00,mw,false,21658.75,168,412.07,216,,,57.19,216,92.74,216,1565.59,216,672.02,216,0.88,216,,,0.37,168,,,1.03,216,2267.27,216,,,,,2.23,216
73714_10,2862,35187,73714,"Or2013_0513_CF_03","","",10.0,12.0,2.40,slot,true,5208.02,4,257.43,4,5.53,4,34.35,4,95.75,4,1073.01,4,537.51,4,0,4,0,4,0.41,4,13.13,4,1.25,4,1621.50,4,1,1,3.50,4,2,4
73714_10,2862,35187,73714,"Or2013_0513_CF_03","","",10.0,12.0,2.40,slot,false,7547.72,49,446.12,70,,,56.44,70,95.24,70,1701.74,70,720.08,70,0.83,70,,,0.38,49,,,1.01,70,2523.26,70,,,,,2.29,70
73714_12,2862,35187,73714,"Or2013_0513_CF_03","","",12.0,14.4,5.00,mw,true,188241.09,6,5792.72,8,2.97,8,41.83,8,153.25,8,1056.00,8,529.01,8,2.38,8,0,8,0.42,6,9.58,8,1.13,8,25924.88,8,1,1,3.63,8,2,8
73714_12,2862,35187,73714,"Or2013_0513_CF_03","","",12.0,14.4,5.00,mw,false,24424.31,291,755.97,336,,,NaN,336,119.57,336,1641.53,336,652.62,336,0.90,336,,,0.34,291,,,1.06,336,3918.00,336,,,,,2.44,336
73714_12,2862,35187,73714,"Or2013_0513_CF_03","","",12.0,14.4,2.40,slot,true,1102927,1,44674.28,1,1.60,1,99.85,1,322,1,980.45,1,491.23,1,17,1,0,1,0.48,1,14.90,1,1,1,192596,1,,,2,1,2,1
73714_12,2862,35187,73714,"Or2013_0513_CF_03","","",12.0,14.4,2.40,slot,false,20698.80,146,598.69,172,,,51.73,172,99.51,172,1613.49,172,660.69,172,0.76,172,,,0.35,146,,,1.03,172,2997.37,172,,,,,2.34,172
73714_14,2862,35187,73714,"Or2013_0513_CF_03","","",14.0,16.8,5.00,mw,true,293446.28,4,6657.94,8,2.78,8,40.21,8,249.38,8,1244.71,8,575.15,8,2.50,8,0,8,0.35,4,7.53,8,1,8,30914.25,8,1,2,3.50,8,2.13,8
73714_14,2862,35187,73714,"Or2013_0513_CF_03","","",14.0,16.8,5.00,mw,false,77347.92,620,2198.31,688,,,NaN,688,194.49,688,1724.77,688,637.17,688,0.99,688,,,0.30,620,,,1.10,688,9015.47,688,,,,,2.65,688
73714_14,2862,35187,73714,"Or2013_0513_CF_03","","",14.0,16.8,2.40,slot,true,23646.27,2,856.07,5,4.12,5,41.11,5,218.40,5,1294.00,5,570.87,5,0.60,5,0,5,0.34,2,5.54,5,1,5,6840.40,5,1,1,3.80,5,2.20,5
73714_14,2862,35187,73714,"Or2013_0513_CF_03","","",14.0,16.8,2.40,slot,false,59377.22,292,2417.93,321,,,NaN,321,173.47,321,1749.50,321,637.86,321,1.02,321,,,0.31,292,,,1.12,321,8195.07,321,,,,,2.69,321
73714_16,2862,35187,73714,"Or2013_0513_CF_03","","",16.0,19.2,5.00,mw,true,401077.99,15,1841.21,17,5.65,17,40.23,17,297.47,17,1333.13,17,644.88,17,0,17,0,17,0.24,15,11.35,17,1.18,17,12006.82,17,1,6,3.18,17,2.06,17
73714_16,2862,35187,73714,"Or2013_0513_CF_03","","",16.0,19.2,5.00,mw,false,631980.62,921,14350.69,1013,,,36.71,1013,259.68,1013,1593.48,1013,603.40,1013,1.11,1013,,,0.29,921,,,1.09,1013,55954.06,1013,,,,,2.62,1013
73714_16,2862,35187,73714,"Or2013_0513_CF_03","","",16.0,19.2,2.40,slot,true,63687.05,10,1681.95,11,4.22,11,38.67,11,318.55,11,1337.77,11,669.89,11,-0.27,11,0,11,0.24,10,10.99,11,1.27,11,12019.64,11,1,2,2.73,11,2,11
73714_16,2862,35187,73714,"Or2013_0513_CF_03","","",16.0,19.2,2.40,slot,false,183286.94,455,3470.63,501,,,35.00,501,302.75,501,1594.35,501,606.88,501,1.28,501,,,0.29,455,,,1.08,501,17162.98,501,,,,,2.61,501
73714_18,2862,35187,73714,"Or2013_0513_CF_03","","",18.0,21.6,5.00,mw,true,1789137.23,46,18429.47,49,6.45,49,41.44,49,386.43,49,1253.85,49,614.57,49,0.35,49,0,49,0.26,46,12.57,49,1.29,49,83404.31,49,1,18,3.37,49,2.04,49
73714_18,2862,35187,73714,"Or2013_0513_CF_03","","",18.0,21.6,5.00,mw,false,1424097.18,948,25271.53,1077,,,38.97,1077,295.02,1077,1500.76,1077,605.29,1077,1.11,1077,,,0.30,948,,,1.10,1077,97969.96,1077,,,,,2.48,1077
73714_18,2862,35187,73714,"Or2013_0513_CF_03","","",18.0,21.6,2.40,slot,true,538845.74,14,2309.56,14,2.66,14,33.97,14,353.36,14,1263.18,14,585.85,14,0.36,14,0,14,0.29,14,12.38,14,1.14,14,19020.79,14,1,5,4.21,14,2.14,14
73714_18,2862,35187,73714,"Or2013_0513_CF_03","","",18.0,21.6,2.40,slot,false,1438728.05,452,28251.72,523,,,37.25,523,259.37,523,1535.52,523,603.01,523,0.99,523,,,0.29,452,,,1.09,523,114797.63,523,,,,,2.54,523
73714_20,2862,35187,73714,"Or2013_0513_CF_03","","",20.0,24.0,5.00,mw,true,2071310.92,37,21586.83,41,6.47,41,42.33,41,421.78,41,1252.61,41,611.35,41,0.44,41,0,41,0.28,37,12.25,41,1.34,41,97973.32,41,1,14,3.27,41,2.05,41
73714_20,2862,35187,73714,"Or2013_0513_CF_03","","",20.0,24.0,5.00,mw,false,1851056.25,920,39755.60,1081,,,41.71,1081,298.94,1081,1555.93,1081,631.62,1081,1.03,1081,,,0.34,920,,,1.13,1081,152181.72,1081,,,,,2.44,1081
73714_20,2862,35187,73714,"Or2013_0513_CF_03","","",20.0,24.0,2.40,slot,true,2971174.76,25,29596.39,29,8.86,29,47.55,29,421.93,29,1228.98,29,615.50,29,0.52,29,0,29,0.26,25,12.31,29,1.38,29,128994.55,29,1,12,3.03,29,2,29
73714_20,2862,35187,73714,"Or2013_0513_CF_03","","",20.0,24.0,2.40,slot,false,2689989.47,427,57878.81,493,,,43.61,493,287.25,493,1562.24,493,645.45,493,0.96,493,,,0.35,427,,,1.15,493,202199.17,493,,,,,2.39,493
73714_22,2862,35187,73714,"Or2013_0513_CF_03","","",22.0,26.4,5.00,mw,true,259583.79,15,4405.28,19,3.06,19,48.99,19,457.79,19,1402.61,19,660.74,19,0.26,19,0,19,0.34,15,10.03,19,1.32,19,31618.37,19,1,4,2.63,19,2.11,19
73714_22,2862,35187,73714,"Or2013_0513_CF_03","","",22.0,26.4,5.00,mw,false,1542454.10,942,32118.48,1082,,,NaN,1082,322.69,1082,1527.99,1082,622.29,1082,1.10,1082,,,0.34,942,,,1.14,1082,125358.60,1082,,,,,2.43,1082
73714_22,2862,35187,73714,"Or2013_0513_CF_03","","",22.0,26.4,2.40,slot,true,79810.03,6,1838.56,8,1.67,8,53.99,8,503,8,1560.53,8,682.53,8,0,8,0,8,0.36,6,7.95,8,1.38,8,18678.38,8,,,2.88,8,2.25,8
73714_22,2862,35187,73714,"Or2013_0513_CF_03","","",22.0,26.4,2.40,slot,false,1139388.56,453,19011.80,524,,,39.38,524,340.38,524,1511.15,524,608.81,524,1.10,524,,,0.34,453,,,1.12,524,89514.93,524,,,,,2.46,524
73714_24,2862,35187,73714,"Or2013_0513_CF_03","","",24.0,28.8,5.00,mw,true,10342366.72,26,128837.73,28,2.22,28,61.81,28,399.46,28,1287.97,28,616.78,28,0.86,28,0,28,0.30,26,10.86,28,1.11,28,769897.61,28,1,9,3.36,28,2.07,28
73714_24,2862,35187,73714,"Or2013_0513_CF_03","","",24.0,28.8,5.00,mw,false,1746057.91,1067,26706.20,1189,,,NaN,1189,350.65,1189,1443.89,1189,593.87,1189,1.34,1189,,,0.30,1067,,,1.11,1189,114069.40,1189,,,,,2.44,1189
73714_24,2862,35187,73714,"Or2013_0513_CF_03","","",24.0,28.8,2.40,slot,true,5820848.92,11,67396.52,11,1.45,11,68.14,11,378,11,1253.73,11,627.87,11,1.18,11,0,11,0.29,11,10.80,11,1,11,440987.18,11,1,5,3.64,11,2,11
73714_24,2862,35187,73714,"Or2013_0513_CF_03","","",24.0,28.8,2.40,slot,false,1157194.91,494,14559.90,553,,,NaN,553,341.58,553,1445.32,553,597.44,553,1.31,553,,,0.30,494,,,1.12,553,61146.62,553,,,,,2.44,553
73714_26,2862,35187,73714,"Or2013_0513_CF_03","","",26.0,31.2,5.00,mw,true,8615611.02,33,107504.29,34,2.86,34,54.44,34,402.82,34,1258.71,34,595.32,34,1,34,0,34,0.29,33,12.46,34,1.12,34,644269.32,34,1,14,3.47,34,2.12,34
73714_26,2862,35187,73714,"Or2013_0513_CF_03","","",26.0,31.2,5.00,mw,false,2085162.76,1061,32147.53,1177,,,NaN,1177,350.85,1177,1500.12,1177,609.73,1177,1.29,1177,,,0.30,1061,,,1.12,1177,131085.22,1177,,,,,2.46,1177
73714_26,2862,35187,73714,"Or2013_0513_CF_03","","",26.0,31.2,2.40,slot,true,11759303.63,18,152873.37,19,4.28,19,53.75,19,389,19,1198.12,19,570.86,19,0.89,19,0,19,0.30,18,13.57,19,1.16,19,892205.26,19,1,7,3.16,19,2.11,19
73714_26,2862,35187,73714,"Or2013_0513_CF_03","","",26.0,31.2,2.40,slot,false,2907792.43,541,46695.25,597,,,39.39,597,352.67,597,1480.75,597,619.96,597,1.28,597,,,0.29,541,,,1.14,597,181372.67,597,,,,,2.39,597
73714_28,2862,35187,73714,"Or2013_0513_CF_03","","",28.0,33.6,5.00,mw,true,3988255.81,29,47859.32,32,7.04,32,33.81,32,440.88,32,1385.66,32,615.14,32,0.88,32,0,32,0.30,29,10.80,32,1.28,32,273110.84,32,1.29,17,3.66,32,2.28,32
73714_28,2862,35187,73714,"Or2013_0513_CF_03","","",28.0,33.6,5.00,mw,false,1836387.43,966,29862.97,1109,,,NaN,1109,342.40,1109,1651.63,1109,626.58,1109,1.17,1109,,,0.32,966,,,1.14,1109,133026.44,1109,,,,,2.66,1109
73714_28,2862,35187,73714,"Or2013_0513_CF_03","","",28.0,33.6,2.40,slot,true,6026202.36,17,85789.66,17,2.49,17,33.72,17,496.82,17,1497.16,17,664.34,17,0.82,17,0,17,0.27,17,9.16,17,1.41,17,479060.35,17,1.43,7,4.41,17,2.29,17
73714_28,2862,35187,73714,"Or2013_0513_CF_03","","",28.0,33.6,2.40,slot,false,1591744.30,469,18363.38,528,,,NaN,528,376.52,528,1614.10,528,611.03,528,1.33,528,,,0.31,469,,,1.15,528,100259.34,528,,,,,2.65,528
73714_30,2862,35187,73714,"Or2013_0513_CF_03","","",30.0,36.0,5.00,mw,true,9597125.57,24,53512.71,28,6.25,28,21.08,28,416.93,28,1524.75,28,674.89,28,0.93,28,0,28,0.26,24,10.57,28,1.21,28,305961.93,28,1.36,14,3.75,28,2.32,28
73714_30,2862,35187,73714,"Or2013_0513_CF_03","","",30.0,36.0,5.00,mw,false,1701822.31,1030,25554.51,1181,,,36.60,1181,331.29,1181,1634.01,1181,612.79,1181,1.41,1181,,,0.29,1030,,,1.11,1181,126114.21,1181,,,,,2.69,1181
