row,id.prj,id.expt,id.run,name,desc,loading,rt.pct,rt,width,slice,annot,apex,apex.n,bpi,bpi.n,err,err.n,i2nd,i2nd.n,ions,ions.n,mass,mass.n,mz,mz.n,n2nd,n2nd.n,ntt,ntt.n,pkw,pkw.n,ppm,ppm.n,scans,scans.n,tic,tic.n,uncleaved,uncleaved.n,vote,vote.n,z,z.n
73079_10,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",10.0,25.0,5.00,slot,false,331500.46,151,5230.81,162,,,47.99,161,418.23,162,898.90,162,435.94,162,2.36,161,,,0.55,151,,,1.57,162,41700.77,162,,,,,2.08,162
73079_12,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",12.0,30.0,5.00,mw,true,3320914.42,718,42826.21,736,5.69,736,36.11,736,496.25,736,1002.97,736,481.29,736,2.82,736,0,736,0.25,718,-1.13,736,1.07,736,298866.65,736,1.06,220,4.32,736,2.11,736
73079_12,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",12.0,30.0,5.00,mw,false,2759766.58,725,61905.30,749,,,46.17,749,443.48,749,856.41,749,406.44,749,3.42,749,,,0.27,725,,,1.11,749,326092.62,749,,,,,2.12,749
73079_12,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",12.0,30.0,5.00,slot,true,3320914.42,718,42826.21,736,5.69,736,36.11,736,496.25,736,1002.97,736,481.29,736,2.82,736,0,736,0.25,718,-1.13,736,1.07,736,298866.65,736,1.06,220,4.32,736,2.11,736
73079_12,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",12.0,30.0,5.00,slot,false,2759766.58,725,61905.30,749,,,46.17,749,443.48,749,856.41,749,406.44,749,3.42,749,,,0.27,725,,,1.11,749,326092.62,749,,,,,2.12,749
73079_14,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",14.0,35.0,5.00,mw,true,1733823.82,692,12860.22,700,4.78,700,43.04,700,573.37,700,1046.27,700,507.27,700,2.66,700,0,700,0.39,692,-0.81,700,1.24,700,122066.71,700,1.02,114,4.38,700,2.08,700
73079_14,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",14.0,35.0,5.00,mw,false,1558993.33,820,22448.47,843,,,54.54,843,475.34,843,843.52,843,400.11,843,4.29,843,,,0.40,820,,,1.17,843,165419.55,843,,,,,2.12,843
73079_14,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",14.0,35.0,5.00,slot,true,1733823.82,692,12860.22,700,4.78,700,43.04,700,573.37,700,1046.27,700,507.27,700,2.66,700,0,700,0.39,692,-0.81,700,1.24,700,122066.71,700,1.02,114,4.38,700,2.08,700
73079_14,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",14.0,35.0,5.00,slot,false,1558993.33,820,22448.47,843,,,54.54,843,475.34,843,843.52,843,400.11,843,4.29,843,,,0.40,820,,,1.17,843,165419.55,843,,,,,2.12,843
73079_16,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",16.0,40.0,5.00,mw,true,2304707.93,448,23995.92,472,4.17,472,42.27,472,591.35,472,1098.58,472,528.07,472,2.21,472,0,472,0.52,448,-1.01,472,1.44,472,157651.95,472,1.03,78,4.37,472,2.11,472
73079_16,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",16.0,40.0,5.00,mw,false,1015360.39,544,17770.64,578,,,54.84,578,500.29,578,863.78,578,412.46,578,3.69,578,,,0.53,544,,,1.41,578,134670.95,578,,,,,2.10,578
73079_16,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",16.0,40.0,5.00,slot,true,2304707.93,448,23995.92,472,4.17,472,42.27,472,591.35,472,1098.58,472,528.07,472,2.21,472,0,472,0.52,448,-1.01,472,1.44,472,157651.95,472,1.03,78,4.37,472,2.11,472
73079_16,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",16.0,40.0,5.00,slot,false,1015360.39,544,17770.64,578,,,54.84,578,500.29,578,863.78,578,412.46,578,3.69,578,,,0.53,544,,,1.41,578,134670.95,578,,,,,2.10,578
73079_18,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",18.0,45.0,5.00,mw,true,1004157.10,352,12244.40,374,3.63,374,41.05,374,603.90,374,1119.01,374,531.40,374,2.58,374,0,374,0.59,352,-1.04,374,1.60,374,102063.93,374,1,86,4.47,374,2.13,374
73079_18,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",18.0,45.0,5.00,mw,false,864472.07,366,16420.09,397,,,55.82,395,535.82,397,948.88,397,423.41,397,4.13,395,,,0.58,366,,,1.65,397,126196.18,397,,,,,2.24,397
73079_18,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",18.0,45.0,5.00,slot,true,1004157.10,352,12244.40,374,3.63,374,41.05,374,603.90,374,1119.01,374,531.40,374,2.58,374,0,374,0.59,352,-1.04,374,1.60,374,102063.93,374,1,86,4.47,374,2.13,374
73079_18,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",18.0,45.0,5.00,slot,false,864472.07,366,16420.09,397,,,55.82,395,535.82,397,948.88,397,423.41,397,4.13,395,,,0.58,366,,,1.65,397,126196.18,397,,,,,2.24,397
73079_20,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",20.0,50.0,5.00,mw,true,1830684.17,385,16435.56,416,3.60,416,42.29,416,609.75,416,1168.00,416,548.71,416,2.17,416,0,416,0.58,385,-0.88,416,1.75,416,121757.96,416,1,69,4.72,416,2.16,416
73079_20,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",20.0,50.0,5.00,mw,false,815370.90,290,15468.80,329,,,NaN,329,502.83,329,934.07,329,415.34,329,3.70,329,,,0.61,290,,,1.56,329,114458.25,329,,,,,2.26,329
73079_20,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",20.0,50.0,5.00,slot,true,1830684.17,385,16435.56,416,3.60,416,42.29,416,609.75,416,1168.00,416,548.71,416,2.17,416,0,416,0.58,385,-0.88,416,1.75,416,121757.96,416,1,69,4.72,416,2.16,416
73079_20,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",20.0,50.0,5.00,slot,false,815370.90,290,15468.80,329,,,NaN,329,502.83,329,934.07,329,415.34,329,3.70,329,,,0.61,290,,,1.56,329,114458.25,329,,,,,2.26,329
73079_22,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",22.0,55.0,5.00,mw,true,943825.66,429,10108.14,468,4.23,468,38.68,467,591.74,468,1141.57,468,542.03,468,2.15,467,0,468,0.58,429,-1.10,468,1.49,468,75164.65,468,1,78,4.58,468,2.14,468
73079_22,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",22.0,55.0,5.00,mw,false,874012.33,286,16079.35,308,,,53.50,308,507.39,308,916.31,308,417.72,308,3.33,308,,,0.59,286,,,1.48,308,114395.40,308,,,,,2.19,308
73079_22,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",22.0,55.0,5.00,slot,true,943825.66,429,10108.14,468,4.23,468,38.68,467,591.74,468,1141.57,468,542.03,468,2.15,467,0,468,0.58,429,-1.10,468,1.49,468,75164.65,468,1,78,4.58,468,2.14,468
73079_22,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",22.0,55.0,5.00,slot,false,874012.33,286,16079.35,308,,,53.50,308,507.39,308,916.31,308,417.72,308,3.33,308,,,0.59,286,,,1.48,308,114395.40,308,,,,,2.19,308
73079_24,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",24.0,60.0,5.00,mw,true,2001440.88,351,33846.28,390,3.87,390,42.63,390,587.07,390,1145.93,390,536.72,390,2.29,390,0,390,0.58,351,-1.04,390,1.64,390,165979.09,390,1,74,4.55,390,2.17,390
73079_24,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",24.0,60.0,5.00,mw,false,1153025.76,274,18945.07,321,,,48.56,321,508.25,321,1000.42,321,440.61,321,2.75,321,,,0.60,274,,,1.58,321,100733.50,321,,,,,2.30,321
73079_24,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",24.0,60.0,5.00,slot,true,2001440.88,351,33846.28,390,3.87,390,42.63,390,587.07,390,1145.93,390,536.72,390,2.29,390,0,390,0.58,351,-1.04,390,1.64,390,165979.09,390,1,74,4.55,390,2.17,390
73079_24,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",24.0,60.0,5.00,slot,false,1153025.76,274,18945.07,321,,,48.56,321,508.25,321,1000.42,321,440.61,321,2.75,321,,,0.60,274,,,1.58,321,100733.50,321,,,,,2.30,321
73079_26,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",26.0,65.0,5.00,mw,true,1137990.94,365,12628.86,413,2.95,413,44.35,413,590.66,413,1210.84,413,560.52,413,2.49,413,0,413,0.59,365,-1.07,413,1.48,413,81263.22,413,1,66,4.84,413,2.20,413
73079_26,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",26.0,65.0,5.00,mw,false,591791.27,345,11289.89,382,,,53.74,382,515.33,382,1047.50,382,442.70,382,3.56,382,,,0.62,345,,,1.45,382,72461.05,382,,,,,2.39,382
73079_26,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",26.0,65.0,5.00,slot,true,1137990.94,365,12628.86,413,2.95,413,44.35,413,590.66,413,1210.84,413,560.52,413,2.49,413,0,413,0.59,365,-1.07,413,1.48,413,81263.22,413,1,66,4.84,413,2.20,413
73079_26,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",26.0,65.0,5.00,slot,false,591791.27,345,11289.89,382,,,53.74,382,515.33,382,1047.50,382,442.70,382,3.56,382,,,0.62,345,,,1.45,382,72461.05,382,,,,,2.39,382
73079_28,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",28.0,70.0,5.00,mw,true,1073748.10,464,14928.73,506,3.26,506,43.24,506,607.37,506,1191.96,506,551.71,506,2.41,506,0,506,0.57,464,-1.09,506,1.43,506,85151.82,506,1.10,96,4.88,506,2.21,506
73079_28,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",28.0,70.0,5.00,mw,false,614598.58,265,14105.06,298,,,51.20,298,514.60,298,966.26,298,413.15,298,3.34,298,,,0.63,265,,,1.56,298,85102.01,298,,,,,2.38,298
73079_28,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",28.0,70.0,5.00,slot,true,1073748.10,464,14928.73,506,3.26,506,43.24,506,607.37,506,1191.96,506,551.71,506,2.41,506,0,506,0.57,464,-1.09,506,1.43,506,85151.82,506,1.10,96,4.88,506,2.21,506
73079_28,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",28.0,70.0,5.00,slot,false,614598.58,265,14105.06,298,,,51.20,298,514.60,298,966.26,298,413.15,298,3.34,298,,,0.63,265,,,1.56,298,85102.01,298,,,,,2.38,298
73079_30,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",30.0,75.0,5.00,mw,true,812050.10,460,9845.54,507,2.84,507,44.63,507,593.60,507,1216.22,507,566.06,507,2.41,507,0,507,0.61,460,-0.61,507,1.38,507,66886.83,507,1.15,85,4.74,507,2.19,507
73079_30,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",30.0,75.0,5.00,mw,false,420424.03,247,9304.55,296,,,NaN,296,538.54,296,1001.57,296,441.45,296,3.24,296,,,0.64,247,,,1.59,296,68752.99,296,,,,,2.30,296
73079_30,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",30.0,75.0,5.00,slot,true,812050.10,460,9845.54,507,2.84,507,44.63,507,593.60,507,1216.22,507,566.06,507,2.41,507,0,507,0.61,460,-0.61,507,1.38,507,66886.83,507,1.15,85,4.74,507,2.19,507
73079_30,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",30.0,75.0,5.00,slot,false,420424.03,247,9304.55,296,,,NaN,296,538.54,296,1001.57,296,441.45,296,3.24,296,,,0.64,247,,,1.59,296,68752.99,296,,,,,2.30,296
73079_32,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",32.0,80.0,5.00,mw,true,999335.51,361,11216.20,402,3.32,402,44.65,402,592.25,402,1177.27,402,545.07,402,2.48,402,0,402,0.62,361,-1.30,402,1.61,402,82383.12,402,1.02,61,4.93,402,2.20,402
73079_32,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",32.0,80.0,5.00,mw,false,921085.55,278,12996.08,306,,,NaN,306,488.73,306,1075.49,306,470.20,306,2.68,306,,,0.61,278,,,1.43,306,68355.04,306,,,,,2.30,306
73079_32,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",32.0,80.0,5.00,slot,true,999335.51,361,11216.20,402,3.32,402,44.65,402,592.25,402,1177.27,402,545.07,402,2.48,402,0,402,0.62,361,-1.30,402,1.61,402,82383.12,402,1.02,61,4.93,402,2.20,402
73079_32,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",32.0,80.0,5.00,slot,false,921085.55,278,12996.08,306,,,NaN,306,488.73,306,1075.49,306,470.20,306,2.68,306,,,0.61,278,,,1.43,306,68355.04,306,,,,,2.30,306
73079_34,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",34.0,85.0,5.00,mw,true,789411.98,397,7623.47,448,3.45,448,44.69,448,564.17,448,1181.91,448,565.44,448,2.33,448,0,448,0.60,397,-1.01,448,1.47,448,59047.43,448,1,52,4.82,448,2.12,448
73079_34,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",34.0,85.0,5.00,mw,false,492729.71,271,7052.22,297,,,NaN,297,480.58,297,947.58,297,448.48,297,2.82,297,,,0.64,271,,,1.46,297,48487.12,297,,,,,2.13,297
73079_34,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",34.0,85.0,5.00,slot,true,789411.98,397,7623.47,448,3.45,448,44.69,448,564.17,448,1181.91,448,565.44,448,2.33,448,0,448,0.60,397,-1.01,448,1.47,448,59047.43,448,1,52,4.82,448,2.12,448
73079_34,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",34.0,85.0,5.00,slot,false,492729.71,271,7052.22,297,,,NaN,297,480.58,297,947.58,297,448.48,297,2.82,297,,,0.64,271,,,1.46,297,48487.12,297,,,,,2.13,297
73079_36,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",36.0,90.0,5.00,mw,true,1267188.94,326,21096.14,377,2.75,377,41.46,377,572.54,377,1199.78,377,561.67,377,1.93,377,0,377,0.65,326,-0.84,377,1.69,377,95655.63,377,1,42,4.79,377,2.18,377
73079_36,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",36.0,90.0,5.00,mw,false,335268.16,209,7634.87,237,,,51.78,237,470.64,237,984.66,237,445.13,237,2.64,237,,,0.63,209,,,1.57,237,47771.43,237,,,,,2.24,237
73079_36,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",36.0,90.0,5.00,slot,true,1267188.94,326,21096.14,377,2.75,377,41.46,377,572.54,377,1199.78,377,561.67,377,1.93,377,0,377,0.65,326,-0.84,377,1.69,377,95655.63,377,1,42,4.79,377,2.18,377
73079_36,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",36.0,90.0,5.00,slot,false,335268.16,209,7634.87,237,,,51.78,237,470.64,237,984.66,237,445.13,237,2.64,237,,,0.63,209,,,1.57,237,47771.43,237,,,,,2.24,237
73079_38,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",38.0,95.0,5.00,mw,true,841345.91,333,10058.93,376,3.02,376,40.32,376,573.49,376,1165.32,376,547.04,376,2.30,376,0,376,0.66,333,-0.99,376,1.63,376,63126.24,376,1,55,4.80,376,2.17,376
73079_38,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",38.0,95.0,5.00,mw,false,280564.45,247,5590.76,279,,,46.79,279,497.51,279,1069.61,279,480.48,279,2.76,279,,,0.67,247,,,1.45,279,38852.09,279,,,,,2.27,279
73079_38,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",38.0,95.0,5.00,slot,true,841345.91,333,10058.93,376,3.02,376,40.32,376,573.49,376,1165.32,376,547.04,376,2.30,376,0,376,0.66,333,-0.99,376,1.63,376,63126.24,376,1,55,4.80,376,2.17,376
73079_38,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",38.0,95.0,5.00,slot,false,280564.45,247,5590.76,279,,,46.79,279,497.51,279,1069.61,279,480.48,279,2.76,279,,,0.67,247,,,1.45,279,38852.09,279,,,,,2.27,279
73079_40,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",40.0,100.0,5.00,mw,true,606419.03,360,7860.20,392,3.45,392,43.25,392,574.44,392,1191.27,392,557.72,392,1.93,392,0,392,0.63,360,-0.94,392,1.69,392,53226.59,392,1,60,4.81,392,2.17,392
73079_40,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",40.0,100.0,5.00,mw,false,577872.22,227,10958.79,259,,,NaN,259,467.92,259,951.46,259,421.87,259,2.63,259,,,0.64,227,,,1.44,259,52034.89,259,,,,,2.27,259
73079_40,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",40.0,100.0,5.00,slot,true,606419.03,360,7860.20,392,3.45,392,43.25,392,574.44,392,1191.27,392,557.72,392,1.93,392,0,392,0.63,360,-0.94,392,1.69,392,53226.59,392,1,60,4.81,392,2.17,392
73079_40,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",40.0,100.0,5.00,slot,false,577872.22,227,10958.79,259,,,NaN,259,467.92,259,951.46,259,421.87,259,2.63,259,,,0.64,227,,,1.44,259,52034.89,259,,,,,2.27,259
73079_42,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",42.0,105.0,5.00,mw,true,990319.77,282,12750.72,319,2.46,319,46.55,319,543.99,319,1191.56,319,557.94,319,2.03,319,0,319,0.64,282,-0.86,319,1.67,319,71992.92,319,1,49,4.95,319,2.17,319
73079_42,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",42.0,105.0,5.00,mw,false,562798.60,244,9246.87,282,,,NaN,281,481.55,282,988.88,282,445.21,282,2.34,281,,,0.64,244,,,1.73,282,60638.28,282,,,,,2.23,282
73079_42,1002,34827,73079,"20081129_Orbi6_NaNa_SA_FASP_blacktips_06","125 MCF7 cells","0.1",42.0,105.0,5.00,slot,true,990319.77,282,12750.72,319,2.46,319,46.55,319,543.99,319,1191.56,319,557.94,319,2.03,319,0,319,0.64,282,-0.86,319,1.67,319,71992.92,319,1,49,4.95,319,2.17,319
