row,id.prj,id.expt,id.run,name,desc,loading,rt.pct,rt,width,slice,annot,apex,apex.n,bpi,bpi.n,err,err.n,i2nd,i2nd.n,ions,ions.n,mass,mass.n,mz,mz.n,n2nd,n2nd.n,ntt,ntt.n,pkw,pkw.n,ppm,ppm.n,scans,scans.n,tic,tic.n,uncleaved,uncleaved.n,vote,vote.n,z,z.n
73175_16,2862,34869,73175,"Or2013_0425_CF_05","","",16.0,19.2,5.00,mw,false,1940480.72,886,15041.75,1035,,,36.15,1035,201.02,1035,3700.29,1035,874.19,1035,2.05,1035,,,0.31,886,,,1.11,1035,126527.22,1035,,,,,4.25,1035
73175_16,2862,34869,73175,"Or2013_0425_CF_05","","",16.0,19.2,2.40,slot,true,6588798.78,204,119891.58,227,0.66,227,34.54,227,353.10,227,1620.25,227,705.83,227,1.27,227,0,227,0.29,204,4.41,227,1.05,227,467987.27,227,1.20,71,4.51,227,2.32,227
73175_16,2862,34869,73175,"Or2013_0425_CF_05","","",16.0,19.2,2.40,slot,false,1981030.54,405,16415.38,476,,,36.15,476,219.27,476,3605.07,476,842.73,476,2.00,476,,,0.31,405,,,1.12,476,158126.38,476,,,,,4.28,476
73175_18,2862,34869,73175,"Or2013_0425_CF_05","","",18.0,21.6,5.00,mw,true,9070253.43,317,108429.07,363,0.72,363,39.39,363,314.20,363,1459.85,363,650.79,363,0.73,363,0,363,0.30,317,4.24,363,1.07,363,677630.01,363,1.18,78,4.50,363,2.26,363
73175_18,2862,34869,73175,"Or2013_0425_CF_05","","",18.0,21.6,5.00,mw,false,1994475.78,821,11389.01,1023,,,43.76,1023,157.57,1023,3166.27,1023,974.64,1023,2.59,1023,,,0.31,821,,,1.08,1023,84486.79,1023,,,,,3.24,1023
73175_18,2862,34869,73175,"Or2013_0425_CF_05","","",18.0,21.6,2.40,slot,true,11155255.87,132,144830.85,157,0.90,157,41.34,157,296.78,157,1343.10,157,620.22,157,0.44,157,0,157,0.30,132,4.08,157,1.11,157,785909.73,157,1.09,32,4.51,157,2.17,157
73175_18,2862,34869,73175,"Or2013_0425_CF_05","","",18.0,21.6,2.40,slot,false,2316277.39,411,13278.58,510,,,43.72,510,155.37,510,3071.18,510,977.61,510,2.43,510,,,0.31,411,,,1.10,510,84391.49,510,,,,,3.10,510
73175_20,2862,34869,73175,"Or2013_0425_CF_05","","",20.0,24.0,5.00,mw,true,7499065.57,291,102866.92,338,1.14,338,42.81,338,303.14,338,1490.34,338,662.12,338,0.52,338,0,338,0.34,291,4.61,338,1.10,338,607894.73,338,1.15,68,4.39,338,2.27,338
73175_20,2862,34869,73175,"Or2013_0425_CF_05","","",20.0,24.0,5.00,mw,false,1669400.74,797,6047.02,1014,,,52.71,1014,118.99,1014,2954.88,1014,1048.37,1014,3.41,1014,,,0.32,797,,,1.05,1014,39103.63,1014,,,,,2.77,1014
73175_20,2862,34869,73175,"Or2013_0425_CF_05","","",20.0,24.0,2.40,slot,true,8180579.77,137,92707.03,155,1.08,155,43.42,155,295.77,155,1480.37,155,672.21,155,0.49,155,0,155,0.34,137,4.54,155,1.08,155,609599.66,155,1.21,28,4.53,155,2.24,155
73175_20,2862,34869,73175,"Or2013_0425_CF_05","","",20.0,24.0,2.40,slot,false,991631.37,359,1691.95,471,,,54.59,471,99.48,471,3131.93,471,1094.38,471,3.78,471,,,0.33,359,,,1.04,471,14219.75,471,,,,,2.81,471
73175_22,2862,34869,73175,"Or2013_0425_CF_05","","",22.0,26.4,5.00,mw,true,5247879.74,344,67652.22,400,1.40,400,41.54,400,308.90,400,1620.33,400,691.48,400,0.64,400,0,400,0.34,344,4.73,400,1.08,400,394860.71,400,1.12,81,4.55,400,2.37,400
73175_22,2862,34869,73175,"Or2013_0425_CF_05","","",22.0,26.4,5.00,mw,false,1840537.53,754,11391.84,987,,,53.47,987,126.90,987,2717.85,987,1033.38,987,3.46,987,,,0.33,754,,,1.04,987,61043.39,987,,,,,2.64,987
73175_22,2862,34869,73175,"Or2013_0425_CF_05","","",22.0,26.4,2.40,slot,true,4189023.81,162,58310.68,193,1.59,193,43.53,193,314.94,193,1703.50,193,687.96,193,0.70,193,0,193,0.34,162,4.67,193,1.10,193,310837.43,193,1.15,41,4.45,193,2.51,193
73175_22,2862,34869,73175,"Or2013_0425_CF_05","","",22.0,26.4,2.40,slot,false,2519768.94,375,19083.83,472,,,56.04,472,138.66,472,2626.03,472,1021.21,472,3.43,472,,,0.32,375,,,1.04,472,99615.00,472,,,,,2.60,472
73175_24,2862,34869,73175,"Or2013_0425_CF_05","","",24.0,28.8,5.00,mw,true,5637633.48,342,72882.87,394,1.18,394,40.84,394,330.16,394,1666.16,394,696.96,394,0.72,394,0,394,0.33,342,4.30,394,1.11,394,442083.04,394,1.04,106,4.71,394,2.42,394
73175_24,2862,34869,73175,"Or2013_0425_CF_05","","",24.0,28.8,5.00,mw,false,1825448.55,755,12154.61,972,,,51.60,972,138.47,972,2497.51,972,985.27,972,3.04,972,,,0.32,755,,,1.04,972,64844.22,972,,,,,2.58,972
73175_24,2862,34869,73175,"Or2013_0425_CF_05","","",24.0,28.8,2.40,slot,true,7339511.18,154,97260.25,179,0.90,179,37.54,179,323.03,179,1596.83,179,680.56,179,0.70,179,0,179,0.34,154,4.34,179,1.07,179,607886.94,179,1,51,4.66,179,2.36,179
73175_24,2862,34869,73175,"Or2013_0425_CF_05","","",24.0,28.8,2.40,slot,false,1298147.05,368,5325.46,486,,,47.63,486,136.13,486,2481.03,486,970.04,486,2.90,486,,,0.33,368,,,1.02,486,30887.27,486,,,,,2.57,486
73175_26,2862,34869,73175,"Or2013_0425_CF_05","","",26.0,31.2,5.00,mw,true,4329135.91,291,56214.44,355,1.16,355,32.17,355,357.74,355,1708.69,355,711.44,355,0.79,355,0,355,0.36,291,4.10,355,1.10,355,329627.66,355,1.02,119,4.61,355,2.43,355
73175_26,2862,34869,73175,"Or2013_0425_CF_05","","",26.0,31.2,5.00,mw,false,996318.46,781,5251.93,988,,,47.51,988,162.51,988,2786.16,988,948.79,988,2.69,988,,,0.33,781,,,1.06,988,39895.40,988,,,,,3.00,988
73175_26,2862,34869,73175,"Or2013_0425_CF_05","","",26.0,31.2,2.40,slot,true,3640582.03,139,45702.04,174,0.92,174,30.93,174,365.13,174,1751.91,174,735.45,174,0.74,174,0,174,0.35,139,3.84,174,1.13,174,272105.83,174,1.03,64,4.83,174,2.43,174
73175_26,2862,34869,73175,"Or2013_0425_CF_05","","",26.0,31.2,2.40,slot,false,902443.33,357,5139.37,464,,,52.45,464,136.69,464,2671.14,464,986.16,464,2.79,464,,,0.34,357,,,1.05,464,36316.98,464,,,,,2.80,464
73175_28,2862,34869,73175,"Or2013_0425_CF_05","","",28.0,33.6,5.00,mw,true,4036012.80,322,36190.39,386,1.13,386,33.72,386,375.34,386,1706.82,386,711.51,386,0.86,386,0,386,0.33,322,4.56,386,1.07,386,288821.59,386,1.02,121,4.47,386,2.44,386
73175_28,2862,34869,73175,"Or2013_0425_CF_05","","",28.0,33.6,5.00,mw,false,1514651.87,796,8095.29,975,,,38.55,972,205.83,975,2888.69,975,901.40,975,2.24,972,,,0.32,796,,,1.10,975,59296.86,975,,,,,3.21,975
73175_28,2862,34869,73175,"Or2013_0425_CF_05","","",28.0,33.6,2.40,slot,true,4030366.82,156,41087.71,180,1.25,180,35.61,180,355.47,180,1665.78,180,695.81,180,0.89,180,0,180,0.35,156,4.98,180,1.05,180,352649.35,180,1,49,4.40,180,2.44,180
73175_28,2862,34869,73175,"Or2013_0425_CF_05","","",28.0,33.6,2.40,slot,false,1356794.45,392,7532.59,470,,,35.84,470,230.36,470,3205.76,470,884.96,470,2.19,470,,,0.32,392,,,1.12,470,64561.72,470,,,,,3.61,470
73175_30,2862,34869,73175,"Or2013_0425_CF_05","","",30.0,36.0,5.00,mw,true,5309844.50,369,46508.50,431,1.22,431,35.69,431,359.10,431,1702.26,431,723.07,431,0.87,431,0,431,0.34,369,4.80,431,1.08,431,452849.05,431,1.07,107,4.33,431,2.41,431
73175_30,2862,34869,73175,"Or2013_0425_CF_05","","",30.0,36.0,5.00,mw,false,1812786.74,812,8010.36,971,,,NaN,968,195.95,971,2669.06,971,883.64,971,1.97,968,,,0.33,812,,,1.08,971,49749.36,971,,,,,2.97,971
73175_30,2862,34869,73175,"Or2013_0425_CF_05","","",30.0,36.0,2.40,slot,true,5303057.69,201,31197.06,230,1.53,230,32.08,230,365.38,230,1688.17,230,716.83,230,0.83,230,0,230,0.31,201,4.87,230,1.06,230,242058.04,230,1.08,50,4.26,230,2.39,230
73175_30,2862,34869,73175,"Or2013_0425_CF_05","","",30.0,36.0,2.40,slot,false,2297169.99,396,9981.54,475,,,NaN,472,208.80,475,2437.73,475,849.54,475,1.90,472,,,0.31,396,,,1.08,475,57423.02,475,,,,,2.81,475
73175_32,2862,34869,73175,"Or2013_0425_CF_05","","",32.0,38.4,5.00,mw,true,5057205.59,441,68549.04,524,1.36,524,34.73,524,374.23,524,1741.96,524,749.89,524,1.10,524,0,524,0.34,441,4.61,524,1.11,524,547691.26,524,1.11,113,4.39,524,2.37,524
73175_32,2862,34869,73175,"Or2013_0425_CF_05","","",32.0,38.4,5.00,mw,false,1730408.36,775,7367.38,899,,,NaN,899,204.66,899,2453.18,899,863.85,899,1.80,899,,,0.33,775,,,1.06,899,47492.50,899,,,,,2.79,899
73175_32,2862,34869,73175,"Or2013_0425_CF_05","","",32.0,38.4,2.40,slot,true,3989651.58,162,61123.08,207,0.85,207,36.18,207,385.29,207,1777.04,207,745.96,207,1.08,207,0,207,0.39,162,4.66,207,1.14,207,668395.93,207,1.11,56,4.43,207,2.46,207
73175_32,2862,34869,73175,"Or2013_0425_CF_05","","",32.0,38.4,2.40,slot,false,1170295.02,364,5765.67,419,,,37.45,419,188.45,419,2612.49,419,914.27,419,2.05,419,,,0.36,364,,,1.04,419,34725.43,419,,,,,2.81,419
73175_34,2862,34869,73175,"Or2013_0425_CF_05","","",34.0,40.8,5.00,mw,true,6486985.03,464,90192.03,554,1.25,554,36.25,554,381.44,554,1773.75,554,780.94,554,1.23,554,0,554,0.33,464,4.51,554,1.14,554,613807.99,554,1.08,107,4.40,554,2.30,554
73175_34,2862,34869,73175,"Or2013_0425_CF_05","","",34.0,40.8,5.00,mw,false,1818335.55,780,7940.51,886,,,34.80,886,223.25,886,2182.31,886,812.83,886,1.52,886,,,0.34,780,,,1.07,886,46981.58,886,,,,,2.69,886
73175_34,2862,34869,73175,"Or2013_0425_CF_05","","",34.0,40.8,2.40,slot,true,6097277.44,277,96074.15,305,1.23,305,32.68,305,376.72,305,1774.33,305,793.75,305,1.28,305,0,305,0.32,277,4.52,305,1.15,305,574934.30,305,1.09,56,4.45,305,2.26,305
73175_34,2862,34869,73175,"Or2013_0425_CF_05","","",34.0,40.8,2.40,slot,false,1969437.41,354,5567.39,404,,,32.80,404,231.90,404,2146.45,404,800.78,404,1.38,404,,,0.32,354,,,1.09,404,52198.37,404,,,,,2.68,404
73175_36,2862,34869,73175,"Or2013_0425_CF_05","","",36.0,43.2,5.00,mw,true,9062268.98,389,122020.07,459,1.19,459,37.54,459,354.79,459,1823.75,459,808.54,459,1.13,459,0,459,0.37,389,4.42,459,1.12,459,802038.55,459,1.09,99,4.41,459,2.27,459
73175_36,2862,34869,73175,"Or2013_0425_CF_05","","",36.0,43.2,5.00,mw,false,1688674.26,854,8263.81,964,,,33.64,964,197.49,964,2266.86,964,817.58,964,1.36,964,,,0.36,854,,,1.03,964,44761.22,964,,,,,2.78,964
73175_36,2862,34869,73175,"Or2013_0425_CF_05","","",36.0,43.2,2.40,slot,true,9798198.69,190,117720.20,236,1.35,236,44.43,236,337.59,236,1793.84,236,789.90,236,1.13,236,0,236,0.37,190,4.35,236,1.10,236,763695.00,236,1.04,50,4.34,236,2.28,236
73175_36,2862,34869,73175,"Or2013_0425_CF_05","","",36.0,43.2,2.40,slot,false,1679571.30,424,9791.45,478,,,34.36,478,194.44,478,2219.10,478,806.52,478,1.32,478,,,0.37,424,,,1.02,478,35722.86,478,,,,,2.74,478
73175_38,2862,34869,73175,"Or2013_0425_CF_05","","",38.0,45.6,5.00,mw,true,7828808.96,310,122607.10,370,0.97,370,40.07,370,366.35,370,1859.86,370,818.70,370,1.16,370,0,370,0.41,310,4.21,370,1.15,370,769386.35,370,1.06,104,4.51,370,2.29,370
73175_38,2862,34869,73175,"Or2013_0425_CF_05","","",38.0,45.6,5.00,mw,false,1454571.45,895,10590.99,996,,,31.32,996,196.89,996,2430.03,996,821.27,996,1.39,996,,,0.37,895,,,1.04,996,53904.62,996,,,,,2.97,996
73175_38,2862,34869,73175,"Or2013_0425_CF_05","","",38.0,45.6,2.40,slot,true,8883836.20,142,143149.57,161,0.81,161,38.30,161,397.60,161,1915.60,161,844.70,161,1.13,161,0,161,0.42,142,4.17,161,1.15,161,915801.44,161,1.04,48,4.48,161,2.30,161
73175_38,2862,34869,73175,"Or2013_0425_CF_05","","",38.0,45.6,2.40,slot,false,1466071.40,424,11564.90,481,,,31.92,481,191.94,481,2444.95,481,826.88,481,1.37,481,,,0.36,424,,,1.07,481,68838.00,481,,,,,2.96,481
73175_40,2862,34869,73175,"Or2013_0425_CF_05","","",40.0,48.0,5.00,mw,true,4894605.83,332,84180.18,380,1.10,380,33.30,380,395.19,380,1887.89,380,825.34,380,1.42,380,0,380,0.39,332,4.50,380,1.16,380,530420.90,380,1.02,88,4.39,380,2.32,380
73175_40,2862,34869,73175,"Or2013_0425_CF_05","","",40.0,48.0,5.00,mw,false,1371786.57,832,11512.15,941,,,29.87,941,218.61,941,2421.38,941,822.25,941,1.45,941,,,0.37,832,,,1.08,941,66928.62,941,,,,,2.96,941
73175_40,2862,34869,73175,"Or2013_0425_CF_05","","",40.0,48.0,2.40,slot,true,5099620.66,137,101041.76,167,0.96,167,33.26,167,391.10,167,1923.55,167,816.75,167,1.69,167,0,167,0.41,137,4.70,167,1.20,167,601674.74,167,1.04,56,4.46,167,2.39,167
73175_40,2862,34869,73175,"Or2013_0425_CF_05","","",40.0,48.0,2.40,slot,false,1234861.98,414,9485.20,465,,,27.39,465,217.20,465,2467.67,465,827.35,465,1.48,465,,,0.37,414,,,1.05,465,51302.04,465,,,,,3.04,465
73175_42,2862,34869,73175,"Or2013_0425_CF_05","","",42.0,50.4,5.00,mw,true,4716519.31,365,65731.18,421,0.96,421,31.73,421,369.14,421,1951.21,421,834.55,421,1.56,421,0,421,0.36,365,4.68,421,1.12,421,437529.04,421,1,99,4.34,421,2.36,421
73175_42,2862,34869,73175,"Or2013_0425_CF_05","","",42.0,50.4,5.00,mw,false,1415380.40,811,10507.98,920,,,29.86,920,203.74,920,2569.42,920,886.41,920,1.54,920,,,0.36,811,,,1.08,920,53660.28,920,,,,,2.90,920
73175_42,2862,34869,73175,"Or2013_0425_CF_05","","",42.0,50.4,2.40,slot,true,3612749.60,217,42338.67,247,1.07,247,28.64,247,360.45,247,1898.46,247,843.74,247,1.55,247,0,247,0.35,217,4.74,247,1.12,247,278847.27,247,1,41,4.21,247,2.27,247
73175_42,2862,34869,73175,"Or2013_0425_CF_05","","",42.0,50.4,2.40,slot,false,1403448.01,352,8389.93,396,,,32.83,396,216.96,396,2476.04,396,874.85,396,1.78,396,,,0.36,352,,,1.11,396,48263.43,396,,,,,2.83,396
73175_44,2862,34869,73175,"Or2013_0425_CF_05","","",44.0,52.8,5.00,mw,true,5765020.64,333,119784.60,386,0.79,386,34.34,386,369.34,386,2116.81,386,866.29,386,1.50,386,0,386,0.37,333,4.64,386,1.17,386,747670.63,386,1,104,4.43,386,2.45,386
73175_44,2862,34869,73175,"Or2013_0425_CF_05","","",44.0,52.8,5.00,mw,false,1530206.96,800,7740.48,930,,,30.48,928,174.76,930,2948.74,930,970.76,930,1.69,928,,,0.37,800,,,1.08,930,37414.58,930,,,,,3.03,930
73175_44,2862,34869,73175,"Or2013_0425_CF_05","","",44.0,52.8,2.40,slot,true,7233513.33,129,154708.47,153,0.96,153,41.59,153,360.80,153,2184.21,153,850.38,153,1.40,153,0,153,0.37,129,4.48,153,1.14,153,909357.41,153,1,47,4.61,153,2.56,153
73175_44,2862,34869,73175,"Or2013_0425_CF_05","","",44.0,52.8,2.40,slot,false,1805110.55,423,10416.66,480,,,28.36,478,176.27,480,3016.77,480,983.77,480,1.55,478,,,0.36,423,,,1.08,480,48113.87,480,,,,,3.06,480
73175_46,2862,34869,73175,"Or2013_0425_CF_05","","",46.0,55.2,5.00,mw,true,6321967.06,325,132461.95,376,1.33,376,38.52,376,393.78,376,2156.69,376,864.63,376,1.40,376,0,376,0.39,325,4.35,376,1.23,376,809842.03,376,1.02,90,4.51,376,2.48,376
73175_46,2862,34869,73175,"Or2013_0425_CF_05","","",46.0,55.2,5.00,mw,false,1293313.17,769,5541.02,902,,,30.43,900,185.31,902,2884.61,902,961.96,902,1.76,900,,,0.38,769,,,1.08,902,31426.51,902,,,,,2.97,902
73175_46,2862,34869,73175,"Or2013_0425_CF_05","","",46.0,55.2,2.40,slot,true,6746554.44,154,147557.17,174,1.30,174,34.56,174,399.75,174,2176.24,174,883.32,174,1.36,174,0,174,0.39,154,4.28,174,1.24,174,958695.73,174,1.05,43,4.49,174,2.47,174
73175_46,2862,34869,73175,"Or2013_0425_CF_05","","",46.0,55.2,2.40,slot,false,1036774.31,372,1951.07,445,,,32.05,445,178.11,445,2891.56,445,964.60,445,1.74,445,,,0.38,372,,,1.06,445,15586.60,445,,,,,2.97,445
73175_48,2862,34869,73175,"Or2013_0425_CF_05","","",48.0,57.6,5.00,mw,true,5744291.13,355,76618.68,408,1.46,408,38.43,408,357.66,408,2125.00,408,884.14,408,1.51,408,0,408,0.39,355,4.82,408,1.18,408,534104.99,408,1.03,70,4.39,408,2.41,408
73175_48,2862,34869,73175,"Or2013_0425_CF_05","","",48.0,57.6,5.00,mw,false,1477437.98,773,3494.95,873,,,32.76,873,189.84,873,2831.23,873,937.09,873,1.90,873,,,0.37,773,,,1.09,873,25048.65,873,,,,,2.97,873
73175_48,2862,34869,73175,"Or2013_0425_CF_05","","",48.0,57.6,2.40,slot,true,5440879.62,191,57022.65,219,1.37,219,40.90,219,359.39,219,2091.31,219,860.98,219,1.48,219,0,219,0.39,191,4.73,219,1.19,219,410335.97,219,1,32,4.48,219,2.42,219
73175_48,2862,34869,73175,"Or2013_0425_CF_05","","",48.0,57.6,2.40,slot,false,1276812.16,328,4276.35,376,,,32.98,376,208.27,376,2719.50,376,918.98,376,1.93,376,,,0.36,328,,,1.11,376,31751.83,376,,,,,2.91,376
