row,id.prj,id.expt,id.run,name,desc,loading,rt.pct,rt,width,slice,annot,apex,apex.n,bpi,bpi.n,err,err.n,i2nd,i2nd.n,ions,ions.n,mass,mass.n,mz,mz.n,n2nd,n2nd.n,ntt,ntt.n,pkw,pkw.n,ppm,ppm.n,scans,scans.n,tic,tic.n,uncleaved,uncleaved.n,vote,vote.n,z,z.n
71686_4,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",4.0,4.4,2.20,slot,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71686_4,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",4.0,4.4,2.20,slot,false,2208.97,17,38.77,27,,,NaN,27,35.33,27,2132.13,27,937.44,27,1.74,27,,,0.42,17,,,1,27,300.48,27,,,,,2.19,27
71686_6,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",6.0,6.6,5.00,mw,true,515581.79,59,1047.28,63,2.42,63,28.09,63,182.62,63,1184.07,63,546.95,63,0.49,63,0,63,0.23,59,-1.58,63,1,63,5981.86,63,1,6,4.32,63,2.17,63
71686_6,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",6.0,6.6,5.00,mw,false,50074.12,280,600.02,305,,,NaN,305,105.52,305,2124.73,305,768.53,305,0.90,305,,,0.25,280,,,1.01,305,2805.38,305,,,,,2.69,305
71686_6,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",6.0,6.6,2.20,slot,true,6565.84,5,94.88,5,4.37,5,41.73,5,60,5,815.37,5,408.69,5,-0.40,5,0,5,0.42,5,-1.30,5,1,5,679.40,5,,,2.40,5,2,5
71686_6,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",6.0,6.6,2.20,slot,false,3020.44,48,71.65,64,,,62.40,64,53.02,64,2090.76,64,846.16,64,1.36,64,,,0.37,48,,,1.03,64,508.31,64,,,,,2.38,64
71686_8,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",8.0,8.8,5.00,mw,true,7346359.90,356,44816.99,367,1.68,367,31.33,367,400.89,367,1379.54,367,628.61,367,1.07,367,0,367,0.17,356,-1.68,367,1.02,367,209008.67,367,1.14,111,4.87,367,2.21,367
71686_8,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",8.0,8.8,5.00,mw,false,3166922.29,658,8616.01,684,,,28.84,684,196.00,684,1711.24,684,649.42,684,1.21,684,,,0.19,658,,,1.04,684,39326.13,684,,,,,2.59,684
71686_8,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",8.0,8.8,2.20,slot,true,6187150.74,165,46166.72,171,1.89,171,33.96,171,370.88,171,1374.51,171,618.68,171,0.91,171,0,171,0.16,165,-1.45,171,1,171,204826.90,171,1.06,49,4.79,171,2.25,171
71686_8,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",8.0,8.8,2.20,slot,false,1125675.38,350,5943.45,354,,,25.55,354,180.68,354,1918.33,354,684.50,354,1.11,354,,,0.18,350,,,1.01,354,25127.42,354,,,,,2.75,354
71686_10,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",10.0,11.0,5.00,mw,true,9079416.06,501,42024.39,531,1.42,531,31.20,531,439.88,531,1453.58,531,656.15,531,1.22,531,0,531,0.18,501,-1.67,531,1.02,531,202635.84,531,1.16,148,4.85,531,2.23,531
71686_10,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",10.0,11.0,5.00,mw,false,3294848.74,947,11962.92,1007,,,28.20,1007,230.91,1007,1658.38,1007,617.48,1007,1.49,1007,,,0.21,947,,,1.04,1007,52897.42,1007,,,,,2.65,1007
71686_10,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",10.0,11.0,2.20,slot,true,8717349.39,243,42230.57,251,1.48,251,28.11,251,431.84,251,1415.10,251,647.99,251,1.24,251,0,251,0.17,243,-1.83,251,1.02,251,210954.03,251,1.22,74,4.94,251,2.19,251
71686_10,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",10.0,11.0,2.20,slot,false,4894350.55,437,17633.10,467,,,28.39,467,225.93,467,1502.82,467,591.29,467,1.43,467,,,0.20,437,,,1.04,467,73528.27,467,,,,,2.53,467
71686_12,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",12.0,13.2,5.00,mw,true,7337077.14,384,35467.91,438,1.39,438,33.34,438,491.79,438,1536.07,438,678.06,438,1.44,438,0,438,0.22,384,-1.87,438,1.05,438,175863.58,438,1.13,99,4.75,438,2.27,438
71686_12,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",12.0,13.2,5.00,mw,false,1970153.57,913,8154.98,992,,,31.48,992,267.90,992,1748.68,992,623.00,992,1.60,992,,,0.25,913,,,1.07,992,41160.30,992,,,,,2.73,992
71686_12,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",12.0,13.2,2.20,slot,true,9187679.17,161,34194.81,196,0.94,196,36.46,196,495.36,196,1556.17,196,689.97,196,1.42,196,0,196,0.23,161,-1.77,196,1.03,196,172519.96,196,1.13,38,4.74,196,2.27,196
71686_12,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",12.0,13.2,2.20,slot,false,1901147.63,406,4717.15,445,,,33.51,445,277.59,445,1905.39,445,643.93,445,1.58,445,,,0.27,406,,,1.06,445,29076.14,445,,,,,2.83,445
71686_14,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",14.0,15.4,5.00,mw,true,5308293.97,347,25883.06,394,1.32,394,34.12,394,514.75,394,1507.90,394,676.32,394,1.54,394,0,394,0.24,347,-1.55,394,1.06,394,126882.40,394,1.04,70,4.69,394,2.24,394
71686_14,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",14.0,15.4,5.00,mw,false,1338845.51,891,2106.76,945,,,31.21,945,261.30,945,1942.56,945,650.09,945,1.90,945,,,0.27,891,,,1.07,945,17241.18,945,,,,,2.82,945
71686_14,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",14.0,15.4,2.20,slot,true,2850369.46,149,18774.24,167,1.74,167,32.17,167,549.42,167,1617.51,167,697.94,167,1.64,167,0,167,0.26,149,-1.44,167,1.08,167,83260.77,167,1,36,4.69,167,2.33,167
71686_14,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",14.0,15.4,2.20,slot,false,1349117.80,366,2607.08,390,,,28.92,390,283.23,390,1813.91,390,627.74,390,2.04,390,,,0.27,366,,,1.08,390,23384.28,390,,,,,2.79,390
71686_16,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",16.0,17.6,5.00,mw,true,3503182.10,323,17645.06,357,1.29,357,33.39,357,486.82,357,1497.97,357,677.28,357,1.64,357,0,357,0.26,323,-1.32,357,1.05,357,80784.02,357,1,50,4.67,357,2.21,357
71686_16,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",16.0,17.6,5.00,mw,false,1267055.20,897,3810.65,961,,,29.63,961,229.76,961,1998.52,961,668.26,961,1.93,961,,,0.28,897,,,1.05,961,21015.11,961,,,,,2.79,961
71686_16,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",16.0,17.6,2.20,slot,true,3627683.40,155,16793.25,165,0.89,165,30.37,165,467.84,165,1399.83,165,656.41,165,1.58,165,0,165,0.24,155,-1.28,165,1.05,165,74650.01,165,1,23,4.66,165,2.15,165
71686_16,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",16.0,17.6,2.20,slot,false,1362994.40,424,1492.05,446,,,28.71,446,214.20,446,2065.54,446,670.03,446,1.93,446,,,0.28,424,,,1.04,446,8415.70,446,,,,,2.81,446
71686_18,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",18.0,19.8,5.00,mw,true,3685012.37,280,24375.99,314,1.11,314,34.68,314,488.81,314,1568.95,314,694.34,314,1.54,314,0,314,0.26,280,-1.26,314,1.09,314,116710.22,314,1.12,50,4.70,314,2.26,314
71686_18,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",18.0,19.8,5.00,mw,false,1033242.36,853,3773.75,943,,,30.94,943,246.79,943,1933.25,943,665.25,943,1.93,943,,,0.29,853,,,1.06,943,23118.75,943,,,,,2.76,943
71686_18,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",18.0,19.8,2.20,slot,true,4345149.80,123,19516.22,139,1.42,139,38.59,139,481.46,139,1578.60,139,691.79,139,1.72,139,0,139,0.26,123,-1.55,139,1.08,139,113480.58,139,1.17,24,4.73,139,2.26,139
71686_18,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",18.0,19.8,2.20,slot,false,801810.33,360,6197.08,403,,,31.41,403,235.40,403,1980.06,403,673.49,403,1.82,403,,,0.29,360,,,1.07,403,33685.04,403,,,,,2.78,403
71686_20,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",20.0,22.0,5.00,mw,true,2603292.82,278,18939.21,318,1.47,318,33.93,318,510.15,318,1652.67,318,705.67,318,1.79,318,0,318,0.27,278,-0.99,318,1.08,318,91602.87,318,1.09,65,4.67,318,2.36,318
71686_20,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",20.0,22.0,5.00,mw,false,1022583.02,794,2763.30,898,,,31.68,898,290.52,898,1892.78,898,659.19,898,2.11,898,,,0.29,794,,,1.04,898,21213.40,898,,,,,2.82,898
71686_20,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",20.0,22.0,2.20,slot,true,2130807.50,104,28285.88,119,0.77,119,33.75,119,523.01,119,1710.65,119,725.61,119,1.39,119,0,119,0.29,104,-1.12,119,1.13,119,132578.80,119,1.07,27,4.71,119,2.39,119
71686_20,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",20.0,22.0,2.20,slot,false,1430745.57,356,4254.30,408,,,32.04,408,301.59,408,1725.28,408,643.90,408,2.01,408,,,0.28,356,,,1.04,408,31633.54,408,,,,,2.70,408
71686_22,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",22.0,24.2,5.00,mw,true,1805726.55,272,10536.24,322,1.53,322,31.67,322,518.57,322,1698.29,322,720.84,322,1.56,322,0,322,0.28,272,-0.77,322,1.07,322,71346.38,322,1.03,60,4.76,322,2.39,322
71686_22,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",22.0,24.2,5.00,mw,false,1027071.57,738,3194.21,844,,,32.37,844,314.95,844,1875.59,844,653.29,844,2.09,844,,,0.29,738,,,1.07,844,20224.04,844,,,,,2.86,844
71686_22,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",22.0,24.2,2.20,slot,true,1854332.19,137,8269.60,165,1.79,165,29.02,165,532.13,165,1679.01,165,712.23,165,1.97,165,0,165,0.27,137,-0.27,165,1.05,165,61167.45,165,1,27,4.73,165,2.38,165
71686_22,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",22.0,24.2,2.20,slot,false,1080166.59,352,1535.30,389,,,33.22,389,296.58,389,1847.84,389,644.67,389,2.52,389,,,0.27,352,,,1.03,389,11806.12,389,,,,,2.85,389
71686_24,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",24.0,26.4,5.00,mw,true,1683075.92,259,8929.28,317,1.30,317,29.02,317,531.64,317,1691.92,317,723.98,317,1.53,317,0,317,0.27,259,-0.95,317,1.05,317,59382.26,317,1.09,58,4.78,317,2.36,317
71686_24,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",24.0,26.4,5.00,mw,false,822580.34,726,1921.35,820,,,31.18,820,305.42,820,1911.76,820,660.06,820,2.18,820,,,0.29,726,,,1.06,820,12957.70,820,,,,,2.85,820
71686_24,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",24.0,26.4,2.20,slot,true,1193445.05,99,9529.94,121,1.76,121,33.51,121,512.23,121,1701.53,121,727.31,121,1.22,121,0,121,0.30,99,-1.39,121,1.03,121,59869.58,121,1.08,24,4.74,121,2.36,121
71686_24,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",24.0,26.4,2.20,slot,false,647690.23,284,3196.87,343,,,30.15,343,330.70,343,2040.17,343,681.06,343,1.64,343,,,0.31,284,,,1.10,343,19123.24,343,,,,,2.94,343
71686_26,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",26.0,28.6,5.00,mw,true,2526886.15,244,7536.33,283,1.11,283,31.75,283,543.34,283,1698.70,283,732.01,283,1.59,283,0,283,0.26,244,-0.86,283,1.04,283,50648.83,283,1.07,74,4.80,283,2.33,283
71686_26,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",26.0,28.6,5.00,mw,false,932875.70,783,1738.81,876,,,30.14,876,301.42,876,1891.59,876,671.82,876,2.13,876,,,0.29,783,,,1.05,876,12181.54,876,,,,,2.78,876
71686_26,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",26.0,28.6,2.20,slot,true,1923912.28,109,7763.53,126,0.96,126,30.48,126,558.54,126,1678.85,126,734.85,126,1.53,126,0,126,0.26,109,-0.98,126,1.03,126,49895.50,126,1.09,33,4.88,126,2.32,126
71686_26,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",26.0,28.6,2.20,slot,false,816079.23,355,1034.43,389,,,29.92,389,299.32,389,1923.68,389,680.60,389,2.31,389,,,0.29,355,,,1.05,389,8816.49,389,,,,,2.79,389
71686_28,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",28.0,30.8,5.00,mw,true,3337221.39,247,15451.70,295,1.56,295,35.51,295,516.46,295,1723.91,295,744.75,295,1.52,295,0,295,0.28,247,-0.99,295,1.03,295,123412.19,295,1.10,60,4.90,295,2.33,295
71686_28,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",28.0,30.8,5.00,mw,false,1087581.18,824,1556.99,908,,,28.83,908,258.43,908,1968.99,908,682.11,908,2.12,908,,,0.29,824,,,1.04,908,9729.26,908,,,,,2.84,908
71686_28,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",28.0,30.8,2.20,slot,true,3894511.80,105,10919.92,124,1.51,124,33.88,124,501.18,124,1745.45,124,737.37,124,1.73,124,0,124,0.26,105,-0.97,124,1.06,124,75757.98,124,1.07,28,4.74,124,2.35,124
71686_28,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",28.0,30.8,2.20,slot,false,1317593.19,375,1903.61,414,,,29.26,414,231.40,414,1924.01,414,668.39,414,2.07,414,,,0.28,375,,,1.03,414,10418.36,414,,,,,2.84,414
71686_30,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",30.0,33.0,5.00,mw,true,4454170.60,250,22564.13,302,1.28,302,36.92,302,522.31,302,1767.10,302,771.13,302,1.46,302,0,302,0.29,250,-1.07,302,1.02,302,165749.31,302,1.07,54,5.01,302,2.31,302
71686_30,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",30.0,33.0,5.00,mw,false,1235358.43,831,1867.70,928,,,27.64,928,234.55,928,2114.63,928,704.89,928,1.84,928,,,0.31,831,,,1.03,928,13579.09,928,,,,,2.94,928
71686_30,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",30.0,33.0,2.20,slot,true,4406155.53,125,19593.74,148,1.61,148,34.63,148,540.99,148,1790.08,148,781.46,148,1.36,148,0,148,0.29,125,-1.08,148,1.03,148,171676.64,148,1.08,26,5.05,148,2.31,148
71686_30,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",30.0,33.0,2.20,slot,false,1551028.28,366,1681.99,396,,,28.20,396,237.31,396,1991.35,396,679.27,396,2.09,396,,,0.29,366,,,1.04,396,11948.36,396,,,,,2.87,396
71686_32,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",32.0,35.2,5.00,mw,true,3317925.92,262,18464.93,333,0.73,333,36.92,333,546.46,333,1876.83,333,794.24,333,1.30,333,0,333,0.30,262,-1.33,333,1.06,333,129630.60,333,1.01,73,5.17,333,2.38,333
71686_32,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",32.0,35.2,5.00,mw,false,1052305.28,773,1691.87,868,,,28.32,868,240.74,868,2008.31,868,687.85,868,1.83,868,,,0.32,773,,,1.02,868,13873.57,868,,,,,2.88,868
71686_32,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",32.0,35.2,2.20,slot,true,4089219.74,93,32699.98,131,0.62,131,42.76,131,542.42,131,1922.47,131,800.57,131,1.05,131,0,131,0.34,93,-1.18,131,1.06,131,209322.82,131,1.03,29,5.32,131,2.40,131
71686_32,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",32.0,35.2,2.20,slot,false,618631.04,339,1783.23,398,,,27.75,398,238.01,398,2171.48,398,727.64,398,1.50,398,,,0.36,339,,,1.02,398,16007.54,398,,,,,2.94,398
71686_34,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",34.0,37.4,5.00,mw,true,2050669.91,259,14893.50,321,0.86,321,35.49,321,542.01,321,1963.67,321,808.82,321,1.31,321,0,321,0.30,259,-1.30,321,1.07,321,102478.74,321,1.01,70,4.96,321,2.43,321
71686_34,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",34.0,37.4,5.00,mw,false,750415.67,731,2091.73,821,,,29.48,821,273.68,821,2017.46,821,669.52,821,2.07,821,,,0.32,731,,,1.05,821,13314.38,821,,,,,2.99,821
71686_34,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",34.0,37.4,2.20,slot,true,1771784.55,123,7915.23,146,0.65,146,35.29,146,511.54,146,1908.53,146,792.61,146,1.37,146,0,146,0.29,123,-1.64,146,1.08,146,61360.99,146,1,29,4.90,146,2.42,146
71686_34,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",34.0,37.4,2.20,slot,false,642975.27,312,1351.01,342,,,29.81,342,279.32,342,1875.01,342,653.77,342,2.18,342,,,0.30,312,,,1.06,342,10061,342,,,,,2.84,342
71686_36,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",36.0,39.6,5.00,mw,true,2354306.68,225,14288.36,258,1.27,258,34.25,258,506.83,258,1911.30,258,807.75,258,1.30,258,0,258,0.30,225,-0.80,258,1.07,258,84267.85,258,1.05,43,4.82,258,2.37,258
71686_36,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",36.0,39.6,5.00,mw,false,807033.54,789,2273.04,873,,,29.23,873,260.51,873,2159.39,873,696.65,873,2.06,873,,,0.31,789,,,1.05,873,13551.50,873,,,,,3.07,873
71686_36,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",36.0,39.6,2.20,slot,true,2163635.90,99,13804.15,118,1.48,118,36.57,118,563.42,118,1965.12,118,828.43,118,1.54,118,0,118,0.29,99,-0.54,118,1.05,118,88378.83,118,1.08,26,4.78,118,2.36,118
71686_36,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",36.0,39.6,2.20,slot,false,1059299.67,345,3602.89,388,,,29.19,388,276.89,388,2170.64,388,669.43,388,2.20,388,,,0.31,345,,,1.04,388,19784.32,388,,,,,3.23,388
71686_38,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",38.0,41.8,5.00,mw,true,2713742.20,264,15967.30,304,1.23,304,35.13,304,538.23,304,2042.60,304,832.73,304,1.63,304,0,304,0.29,264,-0.16,304,1.06,304,110031.60,304,1.06,68,4.77,304,2.46,304
71686_38,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",38.0,41.8,5.00,mw,false,829932.90,760,1556.54,846,,,28.01,846,254.86,846,2303.49,846,731.83,846,1.99,846,,,0.31,760,,,1.03,846,12424.84,846,,,,,3.12,846
71686_38,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",38.0,41.8,2.20,slot,true,2446385.00,113,12485.94,126,1.45,126,35.14,126,473.96,126,1863.83,126,790.36,126,1.63,126,0,126,0.30,113,-0.52,126,1.10,126,72072.73,126,1,14,4.68,126,2.39,126
71686_38,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",38.0,41.8,2.20,slot,false,594079.87,332,1034.71,371,,,29.14,371,241.71,371,2371.08,371,773.18,371,1.85,371,,,0.32,332,,,1.04,371,9864.46,371,,,,,3.01,371
71686_40,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",40.0,44.0,5.00,mw,true,3513396.07,247,29583.19,287,0.90,287,40.31,287,533.30,287,2118.88,287,848.56,287,1.50,287,0,287,0.29,247,-0.16,287,1.05,287,197167.93,287,1.02,91,4.86,287,2.52,287
71686_40,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",40.0,44.0,5.00,mw,false,1046491.70,789,1547.18,869,,,26.47,869,235.50,869,2208.99,869,715.35,869,1.68,869,,,0.31,789,,,1.04,869,13272.77,869,,,,,3.07,869
71686_40,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",40.0,44.0,2.20,slot,true,3921827.77,125,32535.35,144,0.61,144,34.65,144,583.35,144,2311.61,144,876.67,144,1.65,144,0,144,0.27,125,0.38,144,1.01,144,244919.67,144,1.03,59,4.98,144,2.66,144
71686_40,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",40.0,44.0,2.20,slot,false,1218548.61,359,1704.11,392,,,24.70,392,214.45,392,2222.82,392,703.90,392,1.78,392,,,0.29,359,,,1.02,392,14976.16,392,,,,,3.14,392
71686_42,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",42.0,46.2,5.00,mw,true,5524679.64,186,45992.22,217,0.41,217,43.74,217,538.51,217,2142.63,217,871.27,217,1.39,217,0,217,0.30,186,-0.44,217,1.06,217,302648.78,217,1.01,69,5.08,217,2.52,217
71686_42,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",42.0,46.2,5.00,mw,false,1360192.82,860,1606.98,962,,,25.38,962,202.94,962,2274.11,962,728.77,962,1.60,962,,,0.31,860,,,1.03,962,15766.26,962,,,,,3.10,962
71686_42,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",42.0,46.2,2.20,slot,true,3484226.58,87,35923.57,102,0.56,102,47.32,102,484.32,102,1972.11,102,848.67,102,1.23,102,0,102,0.31,87,-0.86,102,1.06,102,191452.67,102,1,35,4.95,102,2.37,102
71686_42,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",42.0,46.2,2.20,slot,false,1101434.84,351,1426.61,398,,,26.85,398,231.84,398,2128.31,398,714.22,398,1.52,398,,,0.32,351,,,1.05,398,9817.59,398,,,,,2.98,398
71686_44,2862,34278,71686,"Or2013_0304_B_CF_06","5 uL inject; Std Prep","1.0",44.0,48.4,5.00,mw,true,5113305.76,128,39812.98,153,0.70,153,41.28,153,569.89,153,2350.63,153,937.82,153,1.42,153,0,153,0.33,128,-1.12,153,1.11,153,268407.82,153,1,42,4.76,153,2.55,153
