"","id105599700","id105615807","id105616993","id105620706","id105622773","id105626195","id105626405","id105628430","id105630746","id105652140","frag.groups"
"961.721",0,0,0,0,0,0,0,0.93,0,0,2
"969.472",11.9,10.83,11.1,9.71,8.42,12.48,0,9.18,9.14,10.97,1
"970.481",1.27,1.38,3.12,1.6,0,3.54,1.48,3.76,0,0,2
"978.908",0,0,0,0,0,0,0,0,0,1.46,1
"980.357",0,1.33,0,0,0,0,0,0,0,0,1
"983.383",0,0,0,0,0,0,1.08,0,0,0,1
"986.279",0,0,1.66,0,0,0,0,0,0,0,1
"989.956",0,0,0,0,0,0,0,0.91,0,0,2
"993.167",0.99,0,0,0,0,0,0,0,0,0,1
"1008.554",0,1.38,0,0,0,0,0,0,0,0,1
"1009.78",0,0,0,0,0,0,1.02,0,0,0,1
"1021.549",0.88,0,0,0,0,0,0,0,0,0,1
"1035.638",0,1.24,0,0,0,0,0,0,0,0,1
"1037.485",0,0,0,0,0,0,0,1.27,0,0,2
"1038.485",0,0,0,0,0,0,0,1.41,0,0,2
"1046.931",0,0,0,0,0,0,0,0,0,1.18,1
"1050.653",0,0,0,0,0,0,1.11,0,0,0,1
"1053.722",0,0,0,0.86,0,0,0,0,0,0,1
"1058.003",0,0,0,0,0,0,0,1.01,0,0,2
"1062.631",0,0,0,0,0,0,0,0,0,1.34,1
"1066.763",0,0,0,0,1.7,0,0,0,0,0,2
"1068.323",0,0,0,0,1.61,0,0,0,0,0,2
"1079.457",0,0,0,1.14,0,0,0,0,0,0,1
"1080.478",1.31,0,0,1.06,0,0,0,0,0,0,1
"1098.553",0.85,0,0,0,0,0,0,0,0,0,1
"1099.755",0,0,0,0,1.7,0,0,0,0,0,2
"1106.028",0,0,0,0,1.65,0,0,0,0,0,2
"1106.861",0,0,0,0,0,0,1.11,0,0,0,1
"1116.503",0,1.11,0,0,0,0,0,0,0,0,1
"1118.272",0,0,1.7,0,0,0,0,0,0,0,1
"1121.67",0,0,0,0,0,0,0,0,2.53,0,2
"1121.942",0,0,0,0,0,0,1.16,0,0,0,1
"1143.39",0,0,0,0,1.4,0,0,0,0,0,2
"1144.553",0,1.31,0,0,0,0,0,0,0,0,1
"1154.554",0,0,1.72,0,0,0,0,0,0,0,1
"1159.71",0,0,0,0,0,0,0,0.98,0,0,2
"1171.929",0,0,0,0,1.49,0,0,0,0,0,2
