frag.mz,frag.ai,ri_avg,f.mz,f.ri,f.ai,prd.ai,ai.devi
129.09557043683776,1568.8863472135133,261.48105786891887,129.10246,360.13371721208097,1842.3,1337.632467854219,504.667532145781
129.09557043683776,1568.8863472135133,261.48105786891887,129.1026,365.2727091772109,6888.66,4931.258369005152,1957.4016309948474
129.09557043683776,1568.8863472135133,261.48105786891887,129.06592,182.1591276123002,3435.33,4931.258369005152,-1495.9283690051525
129.09557043683776,1568.8863472135133,261.48105786891887,129.06635,114.33849673479794,584.91,1337.632467854219,-752.722467854219
129.09557043683776,1568.8863472135133,261.48105786891887,129.10216,160.57983484135474,23955.91,39008.73789788838,-15052.827897888379
129.09557043683776,1568.8863472135133,261.48105786891887,129.10239,386.4024616357684,1434.21,970.5392310872056,463.6707689127944
129.09557043683776,1568.8863472135133,261.48105786891887,129.10246,360.13371721208097,1842.3,1337.632467854219,504.667532145781
129.09557043683776,1568.8863472135133,261.48105786891887,129.1026,365.2727091772109,6888.66,4931.258369005152,1957.4016309948474
129.09557043683776,1568.8863472135133,261.48105786891887,129.06592,182.1591276123002,3435.33,4931.258369005152,-1495.9283690051525
129.09557043683776,1568.8863472135133,261.48105786891887,129.06635,114.33849673479794,584.91,1337.632467854219,-752.722467854219
129.09557043683776,1568.8863472135133,261.48105786891887,129.10216,160.57983484135474,23955.91,39008.73789788838,-15052.827897888379
129.09557043683776,1568.8863472135133,261.48105786891887,129.10239,386.4024616357684,1434.21,970.5392310872056,463.6707689127944
129.09557043683776,1568.8863472135133,261.48105786891887,129.10246,360.13371721208097,1842.3,1337.632467854219,504.667532145781
129.09557043683776,1568.8863472135133,261.48105786891887,129.1026,365.2727091772109,6888.66,4931.258369005152,1957.4016309948474
129.09557043683776,1568.8863472135133,261.48105786891887,129.06592,182.1591276123002,3435.33,4931.258369005152,-1495.9283690051525
129.09557043683776,1568.8863472135133,261.48105786891887,129.06635,114.33849673479794,584.91,1337.632467854219,-752.722467854219
129.09557043683776,1568.8863472135133,261.48105786891887,129.10216,160.57983484135474,23955.91,39008.73789788838,-15052.827897888379
129.09557043683776,1568.8863472135133,261.48105786891887,129.10239,386.4024616357684,1434.21,970.5392310872056,463.6707689127944
129.09557043683776,1568.8863472135133,261.48105786891887,129.10246,360.13371721208097,1842.3,1337.632467854219,504.667532145781
129.09557043683776,1568.8863472135133,261.48105786891887,129.1026,365.2727091772109,6888.66,4931.258369005152,1957.4016309948474
130.06749633266918,549.8059635706666,112.45149029870633,130.04996,184.84399753671605,27575.73,16775.940662930094,10799.789337069906
130.06749633266918,549.8059635706666,112.45149029870633,130.0859,110.10857687920331,408.69,417.3861916369799,-8.696191636979904
130.06749633266918,549.8059635706666,112.45149029870633,130.08636,57.68042986363172,295.07,575.2568301048736,-280.18683010487365
130.06749633266918,549.8059635706666,112.45149029870633,130.08685,97.17295691527426,1832.58,2120.7171072429396,-288.1371072429397
130.06749633266918,549.8059635706666,112.45149029870633,130.04996,184.84399753671605,27575.73,16775.940662930094,10799.789337069906
130.06749633266918,549.8059635706666,112.45149029870633,130.0859,110.10857687920331,408.69,417.3861916369799,-8.696191636979904
130.06749633266918,549.8059635706666,112.45149029870633,130.08636,57.68042986363172,295.07,575.2568301048736,-280.18683010487365
130.06749633266918,549.8059635706666,112.45149029870633,130.08685,97.17295691527426,1832.58,2120.7171072429396,-288.1371072429397
130.06749633266918,549.8059635706666,112.45149029870633,130.04996,184.84399753671605,27575.73,16775.940662930094,10799.789337069906
130.06749633266918,549.8059635706666,112.45149029870633,130.0859,110.10857687920331,408.69,417.3861916369799,-8.696191636979904
130.06749633266918,549.8059635706666,112.45149029870633,130.08636,57.68042986363172,295.07,575.2568301048736,-280.18683010487365
130.06749633266918,549.8059635706666,112.45149029870633,130.08685,97.17295691527426,1832.58,2120.7171072429396,-288.1371072429397
130.06749633266918,549.8059635706666,112.45149029870633,130.04996,184.84399753671605,27575.73,16775.940662930094,10799.789337069906
130.06749633266918,549.8059635706666,112.45149029870633,130.0859,110.10857687920331,408.69,417.3861916369799,-8.696191636979904
130.06749633266918,549.8059635706666,112.45149029870633,130.08636,57.68042986363172,295.07,575.2568301048736,-280.18683010487365
130.06749633266918,549.8059635706666,112.45149029870633,130.08685,97.17295691527426,1832.58,2120.7171072429396,-288.1371072429397
136.07579921859337,23197.127582861212,5799.281895715303,136.07558,9558.889758250443,1426031.5,865158.911737819,560872.588262181
136.07579921859337,23197.127582861212,5799.281895715303,136.07573,1975.283585999608,7331.66,21525.19435938273,-14193.534359382731
136.07579921859337,23197.127582861212,5799.281895715303,136.07588,5212.639892395138,26665.78,29666.80576088503,-3001.0257608850297
136.07579921859337,23197.127582861212,5799.281895715303,136.07608,6450.314346216023,121646.16,109368.37113762285,12277.788862377158
136.07579921859337,23197.127582861212,5799.281895715303,136.07558,9558.889758250443,1426031.5,865158.911737819,560872.588262181
136.07579921859337,23197.127582861212,5799.281895715303,136.07573,1975.283585999608,7331.66,21525.19435938273,-14193.534359382731
136.07579921859337,23197.127582861212,5799.281895715303,136.07588,5212.639892395138,26665.78,29666.80576088503,-3001.0257608850297
136.07579921859337,23197.127582861212,5799.281895715303,136.07608,6450.314346216023,121646.16,109368.37113762285,12277.788862377158
136.07579921859337,23197.127582861212,5799.281895715303,136.07558,9558.889758250443,1426031.5,865158.911737819,560872.588262181
136.07579921859337,23197.127582861212,5799.281895715303,136.07573,1975.283585999608,7331.66,21525.19435938273,-14193.534359382731
136.07579921859337,23197.127582861212,5799.281895715303,136.07588,5212.639892395138,26665.78,29666.80576088503,-3001.0257608850297
136.07579921859337,23197.127582861212,5799.281895715303,136.07608,6450.314346216023,121646.16,109368.37113762285,12277.788862377158
136.07579921859337,23197.127582861212,5799.281895715303,136.07558,9558.889758250443,1426031.5,865158.911737819,560872.588262181
136.07579921859337,23197.127582861212,5799.281895715303,136.07573,1975.283585999608,7331.66,21525.19435938273,-14193.534359382731
136.07579921859337,23197.127582861212,5799.281895715303,136.07588,5212.639892395138,26665.78,29666.80576088503,-3001.0257608850297
136.07579921859337,23197.127582861212,5799.281895715303,136.07608,6450.314346216023,121646.16,109368.37113762285,12277.788862377158
137.07948515588984,655.771407269882,218.5904690899607,137.07925,238.68168523907661,1221.0,1118.2213771094393,102.77862289056065
137.07948515588984,655.771407269882,218.5904690899607,137.07933,159.98050703317858,23866.5,32610.156870259125,-8743.656870259125
137.07948515588984,655.771407269882,218.5904690899607,137.0798,257.10921499762685,4848.81,4122.3868714230075,726.4231285769929
137.07948515588984,655.771407269882,218.5904690899607,137.07925,238.68168523907661,1221.0,1118.2213771094393,102.77862289056065
137.07948515588984,655.771407269882,218.5904690899607,137.07933,159.98050703317858,23866.5,32610.156870259125,-8743.656870259125
137.07948515588984,655.771407269882,218.5904690899607,137.0798,257.10921499762685,4848.81,4122.3868714230075,726.4231285769929
137.07948515588984,655.771407269882,218.5904690899607,137.07925,238.68168523907661,1221.0,1118.2213771094393,102.77862289056065
137.07948515588984,655.771407269882,218.5904690899607,137.07933,159.98050703317858,23866.5,32610.156870259125,-8743.656870259125
137.07948515588984,655.771407269882,218.5904690899607,137.0798,257.10921499762685,4848.81,4122.3868714230075,726.4231285769929
147.1129557509726,704.1119121902296,160.66291235924544,147.11273,152.46696741938592,779.96,821.8871749382223,-41.927174938222265
147.1129557509726,704.1119121902296,160.66291235924544,147.11293,146.4369443616271,543.53,596.3325247962746,-52.80252479627461
147.1129557509726,704.1119121902296,160.66291235924544,147.11305,183.0848252967233,27313.29,23968.303819831606,3344.9861801683946
147.1129557509726,704.1119121902296,160.66291235924544,147.11273,152.46696741938592,779.96,821.8871749382223,-41.927174938222265
147.1129557509726,704.1119121902296,160.66291235924544,147.11293,146.4369443616271,543.53,596.3325247962746,-52.80252479627461
147.1129557509726,704.1119121902296,160.66291235924544,147.11305,183.0848252967233,27313.29,23968.303819831606,3344.9861801683946
147.1129557509726,704.1119121902296,160.66291235924544,147.11273,152.46696741938592,779.96,821.8871749382223,-41.927174938222265
147.1129557509726,704.1119121902296,160.66291235924544,147.11293,146.4369443616271,543.53,596.3325247962746,-52.80252479627461
147.1129557509726,704.1119121902296,160.66291235924544,147.11305,183.0848252967233,27313.29,23968.303819831606,3344.9861801683946
157.06144164907818,491.77190268998964,163.92396756332988,157.0614,257.9968571735546,4865.55,3091.434016350157,1774.1159836498432
157.06144164907818,491.77190268998964,163.92396756332988,157.06145,160.4992609873414,821.05,838.5694285438929,-17.5194285438929
157.06144164907818,491.77190268998964,163.92396756332988,157.06157,73.27578452909366,10931.56,24454.800427897364,-13523.240427897364
157.06144164907818,491.77190268998964,163.92396756332988,157.0614,257.9968571735546,4865.55,3091.434016350157,1774.1159836498432
157.06144164907818,491.77190268998964,163.92396756332988,157.06145,160.4992609873414,821.05,838.5694285438929,-17.5194285438929
157.06144164907818,491.77190268998964,163.92396756332988,157.06157,73.27578452909366,10931.56,24454.800427897364,-13523.240427897364
157.06144164907818,491.77190268998964,163.92396756332988,157.0614,257.9968571735546,4865.55,3091.434016350157,1774.1159836498432
157.06144164907818,491.77190268998964,163.92396756332988,157.06145,160.4992609873414,821.05,838.5694285438929,-17.5194285438929
157.06144164907818,491.77190268998964,163.92396756332988,157.06157,73.27578452909366,10931.56,24454.800427897364,-13523.240427897364
173.05581834914153,564.1517973521399,188.05059911737996,173.05573,161.24651125840842,3040.94,3546.4369704320375,-505.4969704320374
173.05581834914153,564.1517973521399,188.05059911737996,173.05576,151.20416341722012,773.5,961.9916219894762,-188.49162198947624
173.05581834914153,564.1517973521399,188.05059911737996,173.05591,251.70112267651132,37549.73,28054.103009588245,9495.626990411758
173.05581834914153,564.1517973521399,188.05059911737996,173.05573,161.24651125840842,3040.94,3546.4369704320375,-505.4969704320374
173.05581834914153,564.1517973521399,188.05059911737996,173.05576,151.20416341722012,773.5,961.9916219894762,-188.49162198947624
173.05581834914153,564.1517973521399,188.05059911737996,173.05591,251.70112267651132,37549.73,28054.103009588245,9495.626990411758
173.05581834914153,564.1517973521399,188.05059911737996,173.05573,161.24651125840842,3040.94,3546.4369704320375,-505.4969704320374
173.05581834914153,564.1517973521399,188.05059911737996,173.05576,151.20416341722012,773.5,961.9916219894762,-188.49162198947624
173.05581834914153,564.1517973521399,188.05059911737996,173.05591,251.70112267651132,37549.73,28054.103009588245,9495.626990411758
175.07151850447678,1498.0122096992095,499.33740323306984,175.07129,769.5117018892429,114798.68,74493.05140525957,40305.628594740425
175.07151850447678,1498.0122096992095,499.33740323306984,175.07156,312.47948197245597,1598.52,2554.41035929036,-955.8903592903598
175.07151850447678,1498.0122096992095,499.33740323306984,175.07191,416.0210258375108,7845.72,9416.979450514402,-1571.2594505144016
175.07151850447678,1498.0122096992095,499.33740323306984,175.07129,769.5117018892429,114798.68,74493.05140525957,40305.628594740425
175.07151850447678,1498.0122096992095,499.33740323306984,175.07156,312.47948197245597,1598.52,2554.41035929036,-955.8903592903598
175.07151850447678,1498.0122096992095,499.33740323306984,175.07191,416.0210258375108,7845.72,9416.979450514402,-1571.2594505144016
175.07151850447678,1498.0122096992095,499.33740323306984,175.07129,769.5117018892429,114798.68,74493.05140525957,40305.628594740425
175.07151850447678,1498.0122096992095,499.33740323306984,175.07156,312.47948197245597,1598.52,2554.41035929036,-955.8903592903598
175.07151850447678,1498.0122096992095,499.33740323306984,175.07191,416.0210258375108,7845.72,9416.979450514402,-1571.2594505144016
179.61704826524212,109.6234676424414,54.8117338212207,179.59596,51.80033701695502,976.9,1033.6917837508322,-56.791783750832224
179.61704826524212,109.6234676424414,54.8117338212207,179.63594,57.82313062548638,295.8,280.3948988740992,15.405101125900785
179.61704826524212,109.6234676424414,54.8117338212207,179.59596,51.80033701695502,976.9,1033.6917837508322,-56.791783750832224
179.61704826524212,109.6234676424414,54.8117338212207,179.63594,57.82313062548638,295.8,280.3948988740992,15.405101125900785
185.05589980720225,443.762692677509,147.92089755916967,185.055,99.65791150838136,509.81,756.7041255756004,-246.8941255756004
185.05589980720225,443.762692677509,147.92089755916967,185.05554,187.13104210523886,27916.92,22067.401629523265,5849.518370476733
185.05589980720225,443.762692677509,147.92089755916967,185.0569,156.9737390638888,2960.36,2789.63290872518,170.72709127481994
185.05589980720225,443.762692677509,147.92089755916967,185.055,99.65791150838136,509.81,756.7041255756004,-246.8941255756004
185.05589980720225,443.762692677509,147.92089755916967,185.05554,187.13104210523886,27916.92,22067.401629523265,5849.518370476733
185.05589980720225,443.762692677509,147.92089755916967,185.0569,156.9737390638888,2960.36,2789.63290872518,170.72709127481994
185.05589980720225,443.762692677509,147.92089755916967,185.055,99.65791150838136,509.81,756.7041255756004,-246.8941255756004
185.05589980720225,443.762692677509,147.92089755916967,185.05554,187.13104210523886,27916.92,22067.401629523265,5849.518370476733
185.05589980720225,443.762692677509,147.92089755916967,185.0569,156.9737390638888,2960.36,2789.63290872518,170.72709127481994
200.10374531219992,279.3971429877681,93.1323809959227,200.1031,128.88979883815628,19228.27,13893.842520315373,5334.4274796846275
200.10374531219992,279.3971429877681,93.1323809959227,200.10422,72.30628055125474,369.89,476.4279969035698,-106.53799690356982
200.10374531219992,279.3971429877681,93.1323809959227,200.10437,78.20106359835714,1474.79,1756.3789780969466,-281.5889780969467
200.10374531219992,279.3971429877681,93.1323809959227,200.1031,128.88979883815628,19228.27,13893.842520315373,5334.4274796846275
200.10374531219992,279.3971429877681,93.1323809959227,200.10422,72.30628055125474,369.89,476.4279969035698,-106.53799690356982
200.10374531219992,279.3971429877681,93.1323809959227,200.10437,78.20106359835714,1474.79,1756.3789780969466,-281.5889780969467
200.10374531219992,279.3971429877681,93.1323809959227,200.1031,128.88979883815628,19228.27,13893.842520315373,5334.4274796846275
200.10374531219992,279.3971429877681,93.1323809959227,200.10422,72.30628055125474,369.89,476.4279969035698,-106.53799690356982
200.10374531219992,279.3971429877681,93.1323809959227,200.10437,78.20106359835714,1474.79,1756.3789780969466,-281.5889780969467
201.10249758767898,482.819372571432,160.939790857144,201.08717,144.23288566565606,21517.21,24009.609606346745,-2492.3996063467457
201.10249758767898,482.819372571432,160.939790857144,201.08751,140.399956420362,718.23,823.3035745484208,-105.07357454842077
201.10249758767898,482.819372571432,160.939790857144,201.12427,198.18653048541398,3737.59,3035.1555750859857,702.4344249140145
201.10249758767898,482.819372571432,160.939790857144,201.08717,144.23288566565606,21517.21,24009.609606346745,-2492.3996063467457
201.10249758767898,482.819372571432,160.939790857144,201.08751,140.399956420362,718.23,823.3035745484208,-105.07357454842077
201.10249758767898,482.819372571432,160.939790857144,201.12427,198.18653048541398,3737.59,3035.1555750859857,702.4344249140145
201.10249758767898,482.819372571432,160.939790857144,201.08717,144.23288566565606,21517.21,24009.609606346745,-2492.3996063467457
201.10249758767898,482.819372571432,160.939790857144,201.08751,140.399956420362,718.23,823.3035745484208,-105.07357454842077
201.10249758767898,482.819372571432,160.939790857144,201.12427,198.18653048541398,3737.59,3035.1555750859857,702.4344249140145
203.07018566783557,1290.553531717253,322.63838292931325,203.06622,429.2587392629357,64038.45,48132.42006156093,15906.029938439067
203.07018566783557,1290.553531717253,322.63838292931325,203.06711,336.14044117093084,1719.56,1650.4888725002013,69.07112749979865
203.07018566783557,1290.553531717253,322.63838292931325,203.06718,403.9238522403687,7617.58,6084.621344847259,1532.958655152741
203.07018566783557,1290.553531717253,322.63838292931325,203.10277,121.23049904301763,2286.28,6084.621344847259,-3798.341344847259
203.07018566783557,1290.553531717253,322.63838292931325,203.06622,429.2587392629357,64038.45,48132.42006156093,15906.029938439067
203.07018566783557,1290.553531717253,322.63838292931325,203.06711,336.14044117093084,1719.56,1650.4888725002013,69.07112749979865
203.07018566783557,1290.553531717253,322.63838292931325,203.06718,403.9238522403687,7617.58,6084.621344847259,1532.958655152741
203.07018566783557,1290.553531717253,322.63838292931325,203.10277,121.23049904301763,2286.28,6084.621344847259,-3798.341344847259
203.07018566783557,1290.553531717253,322.63838292931325,203.06622,429.2587392629357,64038.45,48132.42006156093,15906.029938439067
203.07018566783557,1290.553531717253,322.63838292931325,203.06711,336.14044117093084,1719.56,1650.4888725002013,69.07112749979865
203.07018566783557,1290.553531717253,322.63838292931325,203.06718,403.9238522403687,7617.58,6084.621344847259,1532.958655152741
203.07018566783557,1290.553531717253,322.63838292931325,203.10277,121.23049904301763,2286.28,6084.621344847259,-3798.341344847259
203.07018566783557,1290.553531717253,322.63838292931325,203.06622,429.2587392629357,64038.45,48132.42006156093,15906.029938439067
203.07018566783557,1290.553531717253,322.63838292931325,203.06711,336.14044117093084,1719.56,1650.4888725002013,69.07112749979865
203.07018566783557,1290.553531717253,322.63838292931325,203.06718,403.9238522403687,7617.58,6084.621344847259,1532.958655152741
203.07018566783557,1290.553531717253,322.63838292931325,203.10277,121.23049904301763,2286.28,6084.621344847259,-3798.341344847259
216.12047342038227,186.20499997327101,93.10249998663551,216.09836,71.1874178032577,1342.52,1755.8154536171135,-413.2954536171135
216.12047342038227,186.20499997327101,93.10249998663551,216.13416,115.01758217001333,17158.76,13889.384757795562,3269.3752422044363
216.12047342038227,186.20499997327101,93.10249998663551,216.09836,71.1874178032577,1342.52,1755.8154536171135,-413.2954536171135
216.12047342038227,186.20499997327101,93.10249998663551,216.13416,115.01758217001333,17158.76,13889.384757795562,3269.3752422044363
223.1084894931408,717.2594319648762,239.08647732162538,223.10826,280.1624569084961,41795.7,35667.82926755673,6127.870732443269
223.1084894931408,717.2594319648762,239.08647732162538,223.10846,272.8699010162056,5146.04,4508.920079401163,637.1199205988369
223.1084894931408,717.2594319648762,239.08647732162538,223.10893,164.22707404017447,840.12,1223.0707543282886,-382.95075432828855
223.1084894931408,717.2594319648762,239.08647732162538,223.10826,280.1624569084961,41795.7,35667.82926755673,6127.870732443269
223.1084894931408,717.2594319648762,239.08647732162538,223.10846,272.8699010162056,5146.04,4508.920079401163,637.1199205988369
223.1084894931408,717.2594319648762,239.08647732162538,223.10893,164.22707404017447,840.12,1223.0707543282886,-382.95075432828855
223.1084894931408,717.2594319648762,239.08647732162538,223.10826,280.1624569084961,41795.7,35667.82926755673,6127.870732443269
223.1084894931408,717.2594319648762,239.08647732162538,223.10846,272.8699010162056,5146.04,4508.920079401163,637.1199205988369
223.1084894931408,717.2594319648762,239.08647732162538,223.10893,164.22707404017447,840.12,1223.0707543282886,-382.95075432828855
234.14499018047186,1934.6860187873572,483.6715046968393,234.14235,109.0120442801714,404.62,1795.243502887252,-1390.623502887252
234.14499018047186,1934.6860187873572,483.6715046968393,234.14478,710.1824048270239,105947.71,72155.95312779627,33791.75687220374
234.14499018047186,1934.6860187873572,483.6715046968393,234.1449,408.02643865644933,2087.3,2474.269890642429,-386.9698906424287
234.14499018047186,1934.6860187873572,483.6715046968393,234.14566,707.4651310237124,13342.05,9121.53704296724,4220.512957032759
234.14499018047186,1934.6860187873572,483.6715046968393,234.14235,109.0120442801714,404.62,1795.243502887252,-1390.623502887252
234.14499018047186,1934.6860187873572,483.6715046968393,234.14478,710.1824048270239,105947.71,72155.95312779627,33791.75687220374
234.14499018047186,1934.6860187873572,483.6715046968393,234.1449,408.02643865644933,2087.3,2474.269890642429,-386.9698906424287
234.14499018047186,1934.6860187873572,483.6715046968393,234.14566,707.4651310237124,13342.05,9121.53704296724,4220.512957032759
234.14499018047186,1934.6860187873572,483.6715046968393,234.14235,109.0120442801714,404.62,1795.243502887252,-1390.623502887252
234.14499018047186,1934.6860187873572,483.6715046968393,234.14478,710.1824048270239,105947.71,72155.95312779627,33791.75687220374
234.14499018047186,1934.6860187873572,483.6715046968393,234.1449,408.02643865644933,2087.3,2474.269890642429,-386.9698906424287
234.14499018047186,1934.6860187873572,483.6715046968393,234.14566,707.4651310237124,13342.05,9121.53704296724,4220.512957032759
234.14499018047186,1934.6860187873572,483.6715046968393,234.14235,109.0120442801714,404.62,1795.243502887252,-1390.623502887252
234.14499018047186,1934.6860187873572,483.6715046968393,234.14478,710.1824048270239,105947.71,72155.95312779627,33791.75687220374
234.14499018047186,1934.6860187873572,483.6715046968393,234.1449,408.02643865644933,2087.3,2474.269890642429,-386.9698906424287
234.14499018047186,1934.6860187873572,483.6715046968393,234.14566,707.4651310237124,13342.05,9121.53704296724,4220.512957032759
235.14456175136044,2332.0918606155833,583.0229651538958,235.14426,816.7327807846013,121843.3,86977.58155598083,34865.71844401918
235.14456175136044,2332.0918606155833,583.0229651538958,235.14445,586.8832729941607,3002.26,2982.5122096815176,19.747790318482657
235.14456175136044,2332.0918606155833,583.0229651538958,235.14473,149.37360414773224,554.43,2164.0063143323564,-1609.5763143323566
235.14456175136044,2332.0918606155833,583.0229651538958,235.14493,779.1022026890888,14693.05,10995.201333775434,3697.848666224565
235.14456175136044,2332.0918606155833,583.0229651538958,235.14426,816.7327807846013,121843.3,86977.58155598083,34865.71844401918
235.14456175136044,2332.0918606155833,583.0229651538958,235.14445,586.8832729941607,3002.26,2982.5122096815176,19.747790318482657
235.14456175136044,2332.0918606155833,583.0229651538958,235.14473,149.37360414773224,554.43,2164.0063143323564,-1609.5763143323566
235.14456175136044,2332.0918606155833,583.0229651538958,235.14493,779.1022026890888,14693.05,10995.201333775434,3697.848666224565
235.14456175136044,2332.0918606155833,583.0229651538958,235.14426,816.7327807846013,121843.3,86977.58155598083,34865.71844401918
235.14456175136044,2332.0918606155833,583.0229651538958,235.14445,586.8832729941607,3002.26,2982.5122096815176,19.747790318482657
235.14456175136044,2332.0918606155833,583.0229651538958,235.14473,149.37360414773224,554.43,2164.0063143323564,-1609.5763143323566
235.14456175136044,2332.0918606155833,583.0229651538958,235.14493,779.1022026890888,14693.05,10995.201333775434,3697.848666224565
235.14456175136044,2332.0918606155833,583.0229651538958,235.14426,816.7327807846013,121843.3,86977.58155598083,34865.71844401918
235.14456175136044,2332.0918606155833,583.0229651538958,235.14445,586.8832729941607,3002.26,2982.5122096815176,19.747790318482657
235.14456175136044,2332.0918606155833,583.0229651538958,235.14473,149.37360414773224,554.43,2164.0063143323564,-1609.5763143323566
235.14456175136044,2332.0918606155833,583.0229651538958,235.14493,779.1022026890888,14693.05,10995.201333775434,3697.848666224565
245.07725549669877,204.54375015216414,102.27187507608207,245.07686,112.61604795868044,16800.49,15257.306979262772,1543.1830207372295
