File,CompositeMz,CompositeAi,CompositeRi,mz,ri,ai,PredictedAi,devi
ai_devi_example_pdf.csv,85.45467644644035,0.03956995450131217,0.03956995450131217,85.4435,0.8179329209774733,394.16,19.068670383872174,375.09132961612784
ai_devi_example_pdf.csv,85.45467644644035,0.03956995450131217,0.03956995450131217,85.46452,0.8644185966555961,843.13,38.59543960272265,804.5345603972773
ai_devi_example_pdf.csv,85.45467644644035,0.03956995450131217,0.03956995450131217,85.4435,0.8179329209774733,394.16,19.068670383872174,375.09132961612784
ai_devi_example_pdf.csv,85.45467644644035,0.03956995450131217,0.03956995450131217,85.46452,0.8644185966555961,843.13,38.59543960272265,804.5345603972773
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09615,1.7067969684520359,33580.98,75152.49149134205,-41571.51149134205
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.0962,1.394928122324127,15035.37,41171.26109788084,-26135.891097880834
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09631,7.558885628823191,1523.0,769.6158600405322,753.3841399594678
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09637,4.162252623904497,2005.78,1840.7158020545949,165.0641979454051
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09649,39.52007888417691,12385.53,1197.0951537350522,11188.434846264949
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.0965,16.71081435131142,8741.91,1998.207553793031,6743.702446206969
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09653,10.907547230357304,10638.92,3725.652294250257,6913.267705749743
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09668,5.525864053385885,25529.39,17647.050213820487,7882.339786179513
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09674,25.49363357509486,4940.03,740.1670144258795,4199.86298557412
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09675,13.128186825476588,5055.8,1471.0147142828687,3584.7852857171315
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09615,1.7067969684520359,33580.98,75152.49149134205,-41571.51149134205
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.0962,1.394928122324127,15035.37,41171.26109788084,-26135.891097880834
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09631,7.558885628823191,1523.0,769.6158600405322,753.3841399594678
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09637,4.162252623904497,2005.78,1840.7158020545949,165.0641979454051
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09649,39.52007888417691,12385.53,1197.0951537350522,11188.434846264949
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.0965,16.71081435131142,8741.91,1998.207553793031,6743.702446206969
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09653,10.907547230357304,10638.92,3725.652294250257,6913.267705749743
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09668,5.525864053385885,25529.39,17647.050213820487,7882.339786179513
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09674,25.49363357509486,4940.03,740.1670144258795,4199.86298557412
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09675,13.128186825476588,5055.8,1471.0147142828687,3584.7852857171315
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09615,1.7067969684520359,33580.98,75152.49149134205,-41571.51149134205
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.0962,1.394928122324127,15035.37,41171.26109788084,-26135.891097880834
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09631,7.558885628823191,1523.0,769.6158600405322,753.3841399594678
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09637,4.162252623904497,2005.78,1840.7158020545949,165.0641979454051
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09649,39.52007888417691,12385.53,1197.0951537350522,11188.434846264949
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.0965,16.71081435131142,8741.91,1998.207553793031,6743.702446206969
ai_devi_example_pdf.csv,86.09656273264477,3.8197230887556,3.8197230887556,86.09653,10.907547230357304,10638.92,3725.652294250257,6913.267705749743
