row,id,name,desc,rt.pct,rt,width,slice,stat,val
54803_34,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,34.0,85.0,5.00,slot,annot,318.0
54803_36,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,36.0,90.0,5.00,mw,msms,396.0
54803_36,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,36.0,90.0,5.00,mw,apex,1.82092615769E10
54803_36,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,36.0,90.0,5.00,mw,annot,288.0
54803_36,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,36.0,90.0,5.00,slot,msms,396.0
54803_36,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,36.0,90.0,5.00,slot,apex,1.82092615769E10
54803_36,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,36.0,90.0,5.00,slot,annot,288.0
54803_38,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,38.0,95.0,5.00,mw,msms,388.0
54803_38,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,38.0,95.0,5.00,mw,apex,1.5207440878300001E10
54803_38,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,38.0,95.0,5.00,mw,annot,321.0
54803_38,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,38.0,95.0,5.00,slot,msms,388.0
54803_38,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,38.0,95.0,5.00,slot,apex,1.5207440878300001E10
54803_38,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,38.0,95.0,5.00,slot,annot,321.0
54803_40,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,40.0,100.0,5.00,mw,msms,391.0
54803_40,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,40.0,100.0,5.00,mw,apex,1.6982684481000002E10
54803_40,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,40.0,100.0,5.00,mw,annot,318.0
54803_40,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,40.0,100.0,5.00,slot,msms,391.0
54803_40,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,40.0,100.0,5.00,slot,apex,1.6982684481000002E10
54803_40,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,40.0,100.0,5.00,slot,annot,318.0
54803_42,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,42.0,105.0,5.00,mw,msms,384.0
54803_42,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,42.0,105.0,5.00,mw,apex,1.6592588787599998E10
54803_42,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,42.0,105.0,5.00,mw,annot,313.0
54803_42,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,42.0,105.0,5.00,slot,msms,384.0
54803_42,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,42.0,105.0,5.00,slot,apex,1.6592588787599998E10
54803_42,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,42.0,105.0,5.00,slot,annot,313.0
54803_44,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,44.0,110.0,5.00,mw,msms,408.0
54803_44,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,44.0,110.0,5.00,mw,apex,1.47490197373E10
54803_44,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,44.0,110.0,5.00,mw,annot,347.0
54803_44,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,44.0,110.0,5.00,slot,msms,408.0
54803_44,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,44.0,110.0,5.00,slot,apex,1.47490197373E10
54803_44,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,44.0,110.0,5.00,slot,annot,347.0
54803_46,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,46.0,115.0,5.00,mw,msms,394.0
54803_46,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,46.0,115.0,5.00,mw,apex,1.07585747197E10
54803_46,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,46.0,115.0,5.00,mw,annot,317.0
54803_46,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,46.0,115.0,5.00,slot,msms,394.0
54803_46,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,46.0,115.0,5.00,slot,apex,1.07585747197E10
54803_46,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,46.0,115.0,5.00,slot,annot,317.0
54803_48,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,48.0,120.0,5.00,mw,msms,389.0
54803_48,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,48.0,120.0,5.00,mw,apex,1.3830338394099998E10
54803_48,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,48.0,120.0,5.00,mw,annot,313.0
54803_48,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,48.0,120.0,5.00,slot,msms,389.0
54803_48,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,48.0,120.0,5.00,slot,apex,1.3830338394099998E10
54803_48,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,48.0,120.0,5.00,slot,annot,313.0
54803_50,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,50.0,125.0,5.00,mw,msms,390.0
54803_50,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,50.0,125.0,5.00,mw,apex,1.30179089399E10
54803_50,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,50.0,125.0,5.00,mw,annot,336.0
54803_50,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,50.0,125.0,5.00,slot,msms,390.0
54803_50,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,50.0,125.0,5.00,slot,apex,1.30179089399E10
54803_50,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,50.0,125.0,5.00,slot,annot,336.0
54803_52,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,52.0,130.0,5.00,mw,msms,408.0
54803_52,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,52.0,130.0,5.00,mw,apex,1.86091170128E10
54803_52,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,52.0,130.0,5.00,mw,annot,353.0
54803_52,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,52.0,130.0,5.00,slot,msms,408.0
54803_52,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,52.0,130.0,5.00,slot,apex,1.86091170128E10
54803_52,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,52.0,130.0,5.00,slot,annot,353.0
54803_54,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,54.0,135.0,5.00,mw,msms,387.0
54803_54,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,54.0,135.0,5.00,mw,apex,1.5923835940300001E10
54803_54,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,54.0,135.0,5.00,mw,annot,327.0
54803_54,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,54.0,135.0,5.00,slot,msms,387.0
54803_54,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,54.0,135.0,5.00,slot,apex,1.5923835940300001E10
54803_54,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,54.0,135.0,5.00,slot,annot,327.0
54803_56,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,56.0,140.0,5.00,mw,msms,398.0
54803_56,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,56.0,140.0,5.00,mw,apex,1.1648961608900002E10
54803_56,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,56.0,140.0,5.00,mw,annot,357.0
54803_56,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,56.0,140.0,5.00,slot,msms,398.0
54803_56,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,56.0,140.0,5.00,slot,apex,1.1648961608900002E10
54803_56,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,56.0,140.0,5.00,slot,annot,357.0
54803_58,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,58.0,145.0,5.00,mw,msms,363.0
54803_58,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,58.0,145.0,5.00,mw,apex,1.0289329349E10
54803_58,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,58.0,145.0,5.00,mw,annot,324.0
54803_58,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,58.0,145.0,5.00,slot,msms,363.0
54803_58,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,58.0,145.0,5.00,slot,apex,1.0289329349E10
54803_58,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,58.0,145.0,5.00,slot,annot,324.0
54803_60,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,60.0,150.0,5.00,mw,msms,384.0
54803_60,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,60.0,150.0,5.00,mw,apex,9.4083625466E9
54803_60,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,60.0,150.0,5.00,mw,annot,343.0
54803_60,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,60.0,150.0,5.00,slot,msms,384.0
54803_60,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,60.0,150.0,5.00,slot,apex,9.4083625466E9
54803_60,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,60.0,150.0,5.00,slot,annot,343.0
54803_62,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,62.0,155.0,5.00,mw,msms,383.0
54803_62,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,62.0,155.0,5.00,mw,apex,1.05564072238E10
54803_62,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,62.0,155.0,5.00,mw,annot,323.0
54803_62,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,62.0,155.0,5.00,slot,msms,383.0
54803_62,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,62.0,155.0,5.00,slot,apex,1.05564072238E10
54803_62,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,62.0,155.0,5.00,slot,annot,323.0
54803_64,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,64.0,160.0,5.00,mw,msms,361.0
54803_64,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,64.0,160.0,5.00,mw,apex,7.750666730699999E9
54803_64,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,64.0,160.0,5.00,mw,annot,291.0
54803_64,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,64.0,160.0,5.00,slot,msms,361.0
54803_64,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,64.0,160.0,5.00,slot,apex,7.750666730699999E9
54803_64,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,64.0,160.0,5.00,slot,annot,291.0
54803_66,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,66.0,165.0,5.00,mw,msms,366.0
54803_66,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,66.0,165.0,5.00,mw,apex,5.3495148292E9
54803_66,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,66.0,165.0,5.00,mw,annot,294.0
54803_66,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,66.0,165.0,5.00,slot,msms,366.0
54803_66,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,66.0,165.0,5.00,slot,apex,5.3495148292E9
54803_66,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,66.0,165.0,5.00,slot,annot,294.0
54803_68,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,68.0,170.0,5.00,mw,msms,394.0
54803_68,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,68.0,170.0,5.00,mw,apex,6.148748807700001E9
54803_68,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,68.0,170.0,5.00,mw,annot,329.0
54803_68,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,68.0,170.0,5.00,slot,msms,394.0
54803_68,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,68.0,170.0,5.00,slot,apex,6.148748807700001E9
54803_68,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,68.0,170.0,5.00,slot,annot,329.0
54803_70,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,70.0,175.0,5.00,mw,msms,374.0
54803_70,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,70.0,175.0,5.00,mw,apex,6.204242007300001E9
54803_70,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,70.0,175.0,5.00,mw,annot,318.0
54803_70,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,70.0,175.0,5.00,slot,msms,374.0
54803_70,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,70.0,175.0,5.00,slot,apex,6.204242007300001E9
54803_70,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,70.0,175.0,5.00,slot,annot,318.0
54803_72,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,72.0,180.0,5.00,mw,msms,387.0
54803_72,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,72.0,180.0,5.00,mw,apex,5.594682470900001E9
54803_72,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,72.0,180.0,5.00,mw,annot,315.0
54803_72,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,72.0,180.0,5.00,slot,msms,387.0
54803_72,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,72.0,180.0,5.00,slot,apex,5.594682470900001E9
54803_72,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,72.0,180.0,5.00,slot,annot,315.0
54803_74,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,74.0,185.0,5.00,mw,msms,330.0
54803_74,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,74.0,185.0,5.00,mw,apex,3.6588193747E9
54803_74,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,74.0,185.0,5.00,mw,annot,218.0
54803_74,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,74.0,185.0,5.00,slot,msms,330.0
54803_74,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,74.0,185.0,5.00,slot,apex,3.6588193747E9
54803_74,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,74.0,185.0,5.00,slot,annot,218.0
54803_76,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,76.0,190.0,5.00,mw,msms,351.0
54803_76,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,76.0,190.0,5.00,mw,apex,3.313793587E9
54803_76,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,76.0,190.0,5.00,mw,annot,288.0
54803_76,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,76.0,190.0,5.00,slot,msms,351.0
54803_76,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,76.0,190.0,5.00,slot,apex,3.313793587E9
54803_76,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,76.0,190.0,5.00,slot,annot,288.0
54803_78,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,78.0,195.0,5.00,mw,msms,358.0
54803_78,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,78.0,195.0,5.00,mw,apex,3.5741043500000005E9
54803_78,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,78.0,195.0,5.00,mw,annot,289.0
54803_78,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,78.0,195.0,5.00,slot,msms,358.0
54803_78,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,78.0,195.0,5.00,slot,apex,3.5741043500000005E9
54803_78,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,78.0,195.0,5.00,slot,annot,289.0
54803_80,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,80.0,200.0,5.00,mw,msms,312.0
54803_80,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,80.0,200.0,5.00,mw,apex,2.0249798859999998E9
54803_80,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,80.0,200.0,5.00,mw,annot,254.0
54803_80,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,80.0,200.0,5.00,slot,msms,312.0
54803_80,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,80.0,200.0,5.00,slot,apex,2.0249798859999998E9
54803_80,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,80.0,200.0,5.00,slot,annot,254.0
54803_82,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,82.0,205.0,5.00,mw,msms,319.0
54803_82,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,82.0,205.0,5.00,mw,apex,2.0443427786E9
54803_82,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,82.0,205.0,5.00,mw,annot,249.0
54803_82,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,82.0,205.0,5.00,slot,msms,319.0
54803_82,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,82.0,205.0,5.00,slot,apex,2.0443427786E9
54803_82,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,82.0,205.0,5.00,slot,annot,249.0
54803_84,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,84.0,210.0,5.00,mw,msms,356.0
54803_84,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,84.0,210.0,5.00,mw,apex,1.46233682363E9
54803_84,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,84.0,210.0,5.00,mw,annot,298.0
54803_84,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,84.0,210.0,5.00,slot,msms,356.0
54803_84,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,84.0,210.0,5.00,slot,apex,1.46233682363E9
54803_84,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,84.0,210.0,5.00,slot,annot,298.0
54803_86,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,86.0,215.0,5.00,mw,msms,339.0
54803_86,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,86.0,215.0,5.00,mw,apex,1.33554486123E9
54803_86,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,86.0,215.0,5.00,mw,annot,289.0
54803_86,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,86.0,215.0,5.00,slot,msms,339.0
54803_86,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,86.0,215.0,5.00,slot,apex,1.33554486123E9
54803_86,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,86.0,215.0,5.00,slot,annot,289.0
54803_88,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,88.0,220.0,5.00,mw,msms,331.0
54803_88,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,88.0,220.0,5.00,mw,apex,1.0265780539599998E9
54803_88,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,88.0,220.0,5.00,mw,annot,272.0
54803_88,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,88.0,220.0,5.00,slot,msms,331.0
54803_88,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,88.0,220.0,5.00,slot,apex,1.0265780539599998E9
54803_88,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,88.0,220.0,5.00,slot,annot,272.0
54803_90,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,90.0,225.0,5.00,mw,msms,337.0
