type,spec,msid,m/z,zscore,ri,ai
msms,ai_devi_example,105599700,445.489,0.0,0,0
msms,ai_devi_example,105626405,445.489,0.9,1.25,1222.40
msms,ai_devi_example,105615807,445.489,0.0,0,0
msms,ai_devi_example,105652140,445.489,0.0,0,0
msms,ai_devi_example,105630746,445.489,0.0,0,0
msms,ai_devi_example,105620706,445.489,0.0,0,0
msms,ai_devi_example,105616993,445.626,0.0,0,0
msms,ai_devi_example,105628430,445.626,0.0,0,0
msms,ai_devi_example,105626195,445.626,0.0,0,0
msms,ai_devi_example,105622773,445.626,0.0,0,0
msms,ai_devi_example,105599700,445.626,0.0,0,0
msms,ai_devi_example,105626405,445.626,0.0,0,0
msms,ai_devi_example,105615807,445.626,0.0,0,0
msms,ai_devi_example,105652140,445.626,0.0,0,0
msms,ai_devi_example,105630746,445.626,0.5,2.19,423.48
msms,ai_devi_example,105620706,445.626,0.0,0,0
msms,ai_devi_example,105616993,447.179,0.0,0,0
msms,ai_devi_example,105628430,447.179,0.0,0,0
msms,ai_devi_example,105626195,447.179,0.0,0,0
msms,ai_devi_example,105622773,447.179,0.0,0,0
msms,ai_devi_example,105599700,447.179,0.0,0,0
msms,ai_devi_example,105626405,447.179,0.0,0,0
msms,ai_devi_example,105615807,447.179,0.0,0,0
msms,ai_devi_example,105652140,447.179,0.0,0,0
msms,ai_devi_example,105630746,447.179,0.6,2.41,467.37
msms,ai_devi_example,105620706,447.179,0.0,0,0
msms,ai_devi_example,105616993,448.081,0.0,0,0
msms,ai_devi_example,105628430,448.081,0.0,0,0
msms,ai_devi_example,105626195,448.081,0.0,0,0
msms,ai_devi_example,105622773,448.081,0.0,0,0
msms,ai_devi_example,105599700,448.081,0.0,0,0
msms,ai_devi_example,105626405,448.081,0.0,0,0
msms,ai_devi_example,105615807,448.081,0.0,0,0
msms,ai_devi_example,105652140,448.081,0.0,0,0
msms,ai_devi_example,105630746,448.081,0.5,2.21,428.20
msms,ai_devi_example,105620706,448.081,0.0,0,0
msms,ai_devi_example,105616993,453.178,0.0,0,0
msms,ai_devi_example,105628430,453.178,0.6,1.56,601.86
msms,ai_devi_example,105626195,453.178,0.0,0,0
msms,ai_devi_example,105622773,453.178,0.0,0,0
msms,ai_devi_example,105599700,453.178,0.0,0,0
msms,ai_devi_example,105626405,453.178,0.0,0,0
msms,ai_devi_example,105615807,453.178,0.0,0,0
msms,ai_devi_example,105652140,453.178,0.0,0,0
msms,ai_devi_example,105630746,453.178,0.0,0,0
msms,ai_devi_example,105620706,453.178,0.0,0,0
msms,ai_devi_example,105616993,456.653,0.0,0,0
msms,ai_devi_example,105628430,456.653,0.0,0,0
msms,ai_devi_example,105626195,456.653,1.9,1.11,11947.44
msms,ai_devi_example,105622773,456.653,0.0,0,0
msms,ai_devi_example,105599700,456.653,0.0,0,0
msms,ai_devi_example,105626405,456.653,0.0,0,0
msms,ai_devi_example,105615807,456.653,0.0,0,0
msms,ai_devi_example,105652140,456.653,0.0,0,0
msms,ai_devi_example,105630746,456.653,0.0,0,0
msms,ai_devi_example,105620706,456.653,0.0,0,0
msms,ai_devi_example,105616993,456.936,0.0,0,0
msms,ai_devi_example,105628430,456.936,0.0,0,0
msms,ai_devi_example,105626195,456.936,0.0,0,0
msms,ai_devi_example,105622773,456.936,0.0,0,0
msms,ai_devi_example,105599700,456.936,0.0,0,0
msms,ai_devi_example,105626405,456.936,0.0,0,0
msms,ai_devi_example,105615807,456.936,0.0,0,0
msms,ai_devi_example,105652140,456.936,1.6,1.11,5144.94
msms,ai_devi_example,105630746,456.936,0.0,0,0
msms,ai_devi_example,105620706,456.936,0.0,0,0
msms,ai_devi_example,105616993,459.245,0.0,0,0
msms,ai_devi_example,105628430,459.245,0.0,0,0
msms,ai_devi_example,105626195,459.245,0.0,0,0
msms,ai_devi_example,105622773,459.245,0.6,1.93,604.96
msms,ai_devi_example,105599700,459.245,0.0,0,0
msms,ai_devi_example,105626405,459.245,0.0,0,0
msms,ai_devi_example,105615807,459.245,0.0,0,0
msms,ai_devi_example,105652140,459.245,0.0,0,0
msms,ai_devi_example,105630746,459.245,0.0,0,0
msms,ai_devi_example,105620706,459.245,0.0,0,0
msms,ai_devi_example,105616993,462.175,0.0,0,0
msms,ai_devi_example,105628430,462.175,0.0,0,0
msms,ai_devi_example,105626195,462.175,0.0,0,0
msms,ai_devi_example,105622773,462.175,0.0,0,0
msms,ai_devi_example,105599700,462.175,0.0,0,0
msms,ai_devi_example,105626405,462.175,0.8,1.03,1006.22
msms,ai_devi_example,105615807,462.175,0.0,0,0
msms,ai_devi_example,105652140,462.175,0.0,0,0
msms,ai_devi_example,105630746,462.175,0.0,0,0
msms,ai_devi_example,105620706,462.175,0.0,0,0
msms,ai_devi_example,105616993,465.182,0.0,0,0
msms,ai_devi_example,105628430,465.182,-0.3,1.12,431.65
msms,ai_devi_example,105626195,465.182,-0.2,1.65,17809.38
msms,ai_devi_example,105622773,465.182,0.0,0,0
msms,ai_devi_example,105599700,465.182,-0.3,1.25,603.85
msms,ai_devi_example,105626405,465.182,0.0,0,0
msms,ai_devi_example,105615807,465.182,0.0,0,0
msms,ai_devi_example,105652140,465.182,-0.4,1.49,6873.61
msms,ai_devi_example,105630746,465.182,0.0,0,0
msms,ai_devi_example,105620706,465.182,-0.8,1.49,29392.13
msms,ai_devi_example,105616993,470.755,0.0,0,0
msms,ai_devi_example,105628430,470.755,0.0,0,0
msms,ai_devi_example,105626195,470.755,0.0,0,0
msms,ai_devi_example,105622773,470.755,0.0,0,0
msms,ai_devi_example,105599700,470.755,0.0,0,0
msms,ai_devi_example,105626405,470.755,0.8,1.07,1043.29
msms,ai_devi_example,105615807,470.755,0.0,0,0
msms,ai_devi_example,105652140,470.755,0.0,0,0
msms,ai_devi_example,105630746,470.755,0.0,0,0
msms,ai_devi_example,105620706,470.755,0.0,0,0
msms,ai_devi_example,105616993,473.344,0.0,0,0
msms,ai_devi_example,105628430,473.344,0.0,0,0
msms,ai_devi_example,105626195,473.344,0.0,0,0
msms,ai_devi_example,105622773,473.344,0.5,1.40,440.19
msms,ai_devi_example,105599700,473.344,0.0,0,0
msms,ai_devi_example,105626405,473.344,0.0,0,0
msms,ai_devi_example,105615807,473.344,0.0,0,0
msms,ai_devi_example,105652140,473.344,0.0,0,0
msms,ai_devi_example,105630746,473.344,0.0,0,0
msms,ai_devi_example,105620706,473.344,0.0,0,0
msms,ai_devi_example,105616993,475.264,0.0,0,0
msms,ai_devi_example,105628430,475.264,0.0,0,0
msms,ai_devi_example,105626195,475.264,0.0,0,0
msms,ai_devi_example,105622773,475.264,1.4,9.57,3000.74
msms,ai_devi_example,105599700,475.264,0.0,0,0
msms,ai_devi_example,105626405,475.264,1.8,5.49,5351.36
msms,ai_devi_example,105615807,475.264,0.0,0,0
msms,ai_devi_example,105652140,475.264,0.0,0,0
msms,ai_devi_example,105630746,475.264,0.0,0,0
msms,ai_devi_example,105620706,475.264,0.0,0,0
msms,ai_devi_example,105616993,476.253,0.0,0,0
msms,ai_devi_example,105628430,476.253,0.0,0,0
msms,ai_devi_example,105626195,476.253,0.0,0,0
msms,ai_devi_example,105622773,476.253,0.0,0,0
msms,ai_devi_example,105599700,476.253,0.0,0,0
msms,ai_devi_example,105626405,476.253,0.9,1.30,1264.39
msms,ai_devi_example,105615807,476.253,0.0,0,0
msms,ai_devi_example,105652140,476.253,0.0,0,0
msms,ai_devi_example,105630746,476.253,0.0,0,0
msms,ai_devi_example,105620706,476.253,0.0,0,0
msms,ai_devi_example,105616993,483.193,0.0,0,0
msms,ai_devi_example,105628430,483.193,0.0,0,0
msms,ai_devi_example,105626195,483.193,0.0,0,0
msms,ai_devi_example,105622773,483.193,0.7,2.46,771.97
msms,ai_devi_example,105599700,483.193,0.0,0,0
msms,ai_devi_example,105626405,483.193,0.9,1.44,1399.83
msms,ai_devi_example,105615807,483.193,0.0,0,0
msms,ai_devi_example,105652140,483.193,0.0,0,0
msms,ai_devi_example,105630746,483.193,0.0,0,0
msms,ai_devi_example,105620706,483.193,0.0,0,0
msms,ai_devi_example,105616993,486.266,0.0,0,0
msms,ai_devi_example,105628430,486.266,1.0,4.17,1606.43
msms,ai_devi_example,105626195,486.266,0.0,0,0
msms,ai_devi_example,105622773,486.266,0.0,0,0
msms,ai_devi_example,105599700,486.266,0.0,0,0
msms,ai_devi_example,105626405,486.266,0.0,0,0
msms,ai_devi_example,105615807,486.266,0.0,0,0
msms,ai_devi_example,105652140,486.266,0.0,0,0
msms,ai_devi_example,105630746,486.266,0.0,0,0
msms,ai_devi_example,105620706,486.266,0.0,0,0
msms,ai_devi_example,105616993,492.199,0.0,0,0
msms,ai_devi_example,105628430,492.199,0.0,0,0
msms,ai_devi_example,105626195,492.199,0.0,0,0
msms,ai_devi_example,105622773,492.199,0.0,0,0
msms,ai_devi_example,105599700,492.199,0.0,0,0
msms,ai_devi_example,105626405,492.199,1.0,1.43,1390.00
msms,ai_devi_example,105615807,492.199,0.0,0,0
msms,ai_devi_example,105652140,492.199,0.0,0,0
msms,ai_devi_example,105630746,492.199,0.0,0,0
msms,ai_devi_example,105620706,492.199,0.0,0,0
msms,ai_devi_example,105616993,493.176,0.0,0,0
msms,ai_devi_example,105628430,493.176,0.0,0,0
msms,ai_devi_example,105626195,493.176,-0.8,2.31,24871.47
msms,ai_devi_example,105622773,493.176,0.0,0,0
msms,ai_devi_example,105599700,493.176,-0.5,1.72,830.16
msms,ai_devi_example,105626405,493.176,-0.5,1.94,1893.23
msms,ai_devi_example,105615807,493.176,0.0,0,0
msms,ai_devi_example,105652140,493.176,-1.3,1.78,8244.79
msms,ai_devi_example,105630746,493.176,0.0,0,0
msms,ai_devi_example,105620706,493.176,-0.5,2.55,50206.82
msms,ai_devi_example,105616993,500.435,0.0,0,0
msms,ai_devi_example,105628430,500.435,0.0,0,0
msms,ai_devi_example,105626195,500.435,0.0,0,0
msms,ai_devi_example,105622773,500.435,0.0,0,0
msms,ai_devi_example,105599700,500.435,0.0,0,0
msms,ai_devi_example,105626405,500.435,0.0,0,0
msms,ai_devi_example,105615807,500.435,0.0,0,0
msms,ai_devi_example,105652140,500.435,0.0,0,0
msms,ai_devi_example,105630746,500.435,0.6,2.32,450.05
msms,ai_devi_example,105620706,500.435,0.0,0,0
msms,ai_devi_example,105616993,500.991,0.0,0,0
msms,ai_devi_example,105628430,500.991,0.5,0.85,326.67
msms,ai_devi_example,105626195,500.991,0.0,0,0
msms,ai_devi_example,105622773,500.991,0.0,0,0
msms,ai_devi_example,105599700,500.991,0.0,0,0
msms,ai_devi_example,105626405,500.991,0.0,0,0
msms,ai_devi_example,105615807,500.991,0.0,0,0
msms,ai_devi_example,105652140,500.991,0.0,0,0
msms,ai_devi_example,105630746,500.991,0.0,0,0
msms,ai_devi_example,105620706,500.991,0.0,0,0
msms,ai_devi_example,105616993,501.206,0.0,0,0
msms,ai_devi_example,105628430,501.206,0.6,1.54,593.49
msms,ai_devi_example,105626195,501.206,0.0,0,0
msms,ai_devi_example,105622773,501.206,0.0,0,0
msms,ai_devi_example,105599700,501.206,0.0,0,0
msms,ai_devi_example,105626405,501.206,0.0,0,0
msms,ai_devi_example,105615807,501.206,0.0,0,0
msms,ai_devi_example,105652140,501.206,0.0,0,0
msms,ai_devi_example,105630746,501.206,0.6,2.98,577.44
msms,ai_devi_example,105620706,501.206,0.0,0,0
msms,ai_devi_example,105616993,507.261,0.0,0,0
msms,ai_devi_example,105628430,507.261,1.2,6.09,2345.76
msms,ai_devi_example,105626195,507.261,0.0,0,0
msms,ai_devi_example,105622773,507.261,1.6,11.63,3645.20
msms,ai_devi_example,105599700,507.261,0.0,0,0
msms,ai_devi_example,105626405,507.261,0.0,0,0
msms,ai_devi_example,105615807,507.261,0.6,1.56,816.51
msms,ai_devi_example,105652140,507.261,0.0,0,0
msms,ai_devi_example,105630746,507.261,1.2,11.28,2186.24
msms,ai_devi_example,105620706,507.261,0.0,0,0
msms,ai_devi_example,105616993,508.249,0.0,0,0
msms,ai_devi_example,105628430,508.249,0.0,0,0
msms,ai_devi_example,105626195,508.249,0.0,0,0
msms,ai_devi_example,105622773,508.249,0.6,1.89,592.72
msms,ai_devi_example,105599700,508.249,0.0,0,0
msms,ai_devi_example,105626405,508.249,0.0,0,0
msms,ai_devi_example,105615807,508.249,0.0,0,0
msms,ai_devi_example,105652140,508.249,0.0,0,0
msms,ai_devi_example,105630746,508.249,0.0,0,0
msms,ai_devi_example,105620706,508.249,0.0,0,0
msms,ai_devi_example,105616993,510.202,-0.3,5.96,1200.75
msms,ai_devi_example,105628430,510.202,-0.4,6.07,2338.82
msms,ai_devi_example,105626195,510.202,-0.1,7.89,85017.60
msms,ai_devi_example,105622773,510.202,-0.8,4.36,1367.65
msms,ai_devi_example,105599700,510.202,-0.8,4.81,2316.40
msms,ai_devi_example,105626405,510.202,-1.0,5.27,5137.92
msms,ai_devi_example,105615807,510.202,-0.7,5.36,2804.30
msms,ai_devi_example,105652140,510.202,-0.9,6.78,31316.90
msms,ai_devi_example,105630746,510.202,-0.6,4.35,843.01
msms,ai_devi_example,105620706,510.202,-3.0,6.01,118253.21
msms,ai_devi_example,105616993,510.292,0.0,0,0
msms,ai_devi_example,105628430,510.292,0.0,0,0
msms,ai_devi_example,105626195,510.292,0.0,0,0
msms,ai_devi_example,105622773,510.292,0.0,0,0
msms,ai_devi_example,105599700,510.292,0.0,0,0
msms,ai_devi_example,105626405,510.292,0.0,0,0
msms,ai_devi_example,105615807,510.292,0.0,0,0
msms,ai_devi_example,105652140,510.292,0.0,0,0
msms,ai_devi_example,105630746,510.292,0.6,2.46,476.19
msms,ai_devi_example,105620706,510.292,0.0,0,0
msms,ai_devi_example,105616993,511.182,0.0,0,0
msms,ai_devi_example,105628430,511.182,-0.3,1.75,672.68
msms,ai_devi_example,105626195,511.182,0.1,2.53,27220.65
msms,ai_devi_example,105622773,511.182,-0.2,1.88,589.34
msms,ai_devi_example,105599700,511.182,-0.5,1.44,693.80
msms,ai_devi_example,105626405,511.182,-0.6,1.53,1494.35
msms,ai_devi_example,105615807,511.182,-0.4,1.58,826.04
msms,ai_devi_example,105652140,511.182,-0.8,1.82,8419.84
msms,ai_devi_example,105630746,511.182,0.0,0,0
msms,ai_devi_example,105620706,511.182,-1.6,1.87,36728.97
msms,ai_devi_example,105616993,512.180,0.0,0,0
msms,ai_devi_example,105628430,512.180,0.1,1.28,493.74
msms,ai_devi_example,105626195,512.180,0.0,0,0
msms,ai_devi_example,105622773,512.180,0.0,0,0
msms,ai_devi_example,105599700,512.180,-0.0,1.04,500.98
msms,ai_devi_example,105626405,512.180,0.0,0,0
msms,ai_devi_example,105615807,512.180,0.0,0,0
msms,ai_devi_example,105652140,512.180,0.3,1.22,5623.82
msms,ai_devi_example,105630746,512.180,0.0,0,0
msms,ai_devi_example,105620706,512.180,0.9,1.33,26122.78
msms,ai_devi_example,105616993,513.119,0.0,0,0
msms,ai_devi_example,105628430,513.119,0.0,0,0
msms,ai_devi_example,105626195,513.119,0.0,0,0
msms,ai_devi_example,105622773,513.119,0.0,0,0
msms,ai_devi_example,105599700,513.119,0.0,0,0
msms,ai_devi_example,105626405,513.119,0.0,0,0
msms,ai_devi_example,105615807,513.119,0.0,0,0
msms,ai_devi_example,105652140,513.119,1.6,1.15,5333.00
msms,ai_devi_example,105630746,513.119,0.0,0,0
msms,ai_devi_example,105620706,513.119,0.0,0,0
msms,ai_devi_example,105616993,516.282,0.0,0,0
msms,ai_devi_example,105628430,516.282,0.2,1.28,494.06
msms,ai_devi_example,105626195,516.282,0.0,0,0
msms,ai_devi_example,105622773,516.282,0.0,0,0
msms,ai_devi_example,105599700,516.282,0.0,0,0
msms,ai_devi_example,105626405,516.282,0.0,0,0
msms,ai_devi_example,105615807,516.282,0.0,0,0
msms,ai_devi_example,105652140,516.282,0.0,0,0
msms,ai_devi_example,105630746,516.282,0.0,0,0
msms,ai_devi_example,105620706,516.282,1.6,1.44,28421.16
msms,ai_devi_example,105616993,517.223,0.0,0,0
msms,ai_devi_example,105628430,517.223,0.0,0,0
msms,ai_devi_example,105626195,517.223,1.9,1.14,12282.21
msms,ai_devi_example,105622773,517.223,0.0,0,0
msms,ai_devi_example,105599700,517.223,0.0,0,0
msms,ai_devi_example,105626405,517.223,0.0,0,0
msms,ai_devi_example,105615807,517.223,0.0,0,0
msms,ai_devi_example,105652140,517.223,0.0,0,0
msms,ai_devi_example,105630746,517.223,0.0,0,0
msms,ai_devi_example,105620706,517.223,0.0,0,0
msms,ai_devi_example,105616993,527.110,0.0,0,0
msms,ai_devi_example,105628430,527.110,0.0,0,0
msms,ai_devi_example,105626195,527.110,0.0,0,0
msms,ai_devi_example,105622773,527.110,0.0,0,0
msms,ai_devi_example,105599700,527.110,0.0,0,0
msms,ai_devi_example,105626405,527.110,0.0,0,0
msms,ai_devi_example,105615807,527.110,0.0,0,0
msms,ai_devi_example,105652140,527.110,0.0,0,0
msms,ai_devi_example,105630746,527.110,0.0,0,0
msms,ai_devi_example,105620706,527.110,1.2,0.74,14506.31
msms,ai_devi_example,105616993,527.239,0.0,0,0
msms,ai_devi_example,105628430,527.239,0.0,0,0
msms,ai_devi_example,105626195,527.239,0.0,0,0
msms,ai_devi_example,105622773,527.239,0.0,0,0
msms,ai_devi_example,105599700,527.239,0.0,0,0
msms,ai_devi_example,105626405,527.239,0.0,0,0
msms,ai_devi_example,105615807,527.239,0.0,0,0
msms,ai_devi_example,105652140,527.239,1.8,1.32,6080.46
msms,ai_devi_example,105630746,527.239,0.0,0,0
msms,ai_devi_example,105620706,527.239,0.0,0,0
msms,ai_devi_example,105616993,527.320,0.5,1.47,295.43
msms,ai_devi_example,105628430,527.320,0.0,0,0
msms,ai_devi_example,105626195,527.320,0.0,0,0
msms,ai_devi_example,105622773,527.320,0.0,0,0
msms,ai_devi_example,105599700,527.320,0.0,0,0
msms,ai_devi_example,105626405,527.320,0.0,0,0
msms,ai_devi_example,105615807,527.320,0.0,0,0
msms,ai_devi_example,105652140,527.320,0.0,0,0
msms,ai_devi_example,105630746,527.320,0.0,0,0
msms,ai_devi_example,105620706,527.320,0.0,0,0
msms,ai_devi_example,105616993,528.206,0.0,0,0
msms,ai_devi_example,105628430,528.206,0.0,0,0
msms,ai_devi_example,105626195,528.206,0.0,0,0
msms,ai_devi_example,105622773,528.206,0.0,0,0
msms,ai_devi_example,105599700,528.206,0.3,1.01,488.26
msms,ai_devi_example,105626405,528.206,0.0,0,0
msms,ai_devi_example,105615807,528.206,0.0,0,0
msms,ai_devi_example,105652140,528.206,0.0,0,0
msms,ai_devi_example,105630746,528.206,0.0,0,0
msms,ai_devi_example,105620706,528.206,1.1,0.70,13730.10
msms,ai_devi_example,105616993,530.200,0.0,0,0
msms,ai_devi_example,105628430,530.200,0.4,1.36,522.45
msms,ai_devi_example,105626195,530.200,2.0,1.26,13555.73
msms,ai_devi_example,105622773,530.200,0.0,0,0
msms,ai_devi_example,105599700,530.200,0.0,0,0
msms,ai_devi_example,105626405,530.200,0.0,0,0
msms,ai_devi_example,105615807,530.200,0.0,0,0
msms,ai_devi_example,105652140,530.200,0.0,0,0
msms,ai_devi_example,105630746,530.200,0.0,0,0
msms,ai_devi_example,105620706,530.200,0.0,0,0
msms,ai_devi_example,105616993,532.207,0.0,0,0
msms,ai_devi_example,105628430,532.207,0.0,0,0
msms,ai_devi_example,105626195,532.207,0.0,0,0
msms,ai_devi_example,105622773,532.207,0.7,2.09,656.21
msms,ai_devi_example,105599700,532.207,0.0,0,0
msms,ai_devi_example,105626405,532.207,0.0,0,0
msms,ai_devi_example,105615807,532.207,0.0,0,0
msms,ai_devi_example,105652140,532.207,0.0,0,0
msms,ai_devi_example,105630746,532.207,0.0,0,0
msms,ai_devi_example,105620706,532.207,0.0,0,0
msms,ai_devi_example,105616993,534.555,0.0,0,0
msms,ai_devi_example,105628430,534.555,0.0,0,0
msms,ai_devi_example,105626195,534.555,0.0,0,0
msms,ai_devi_example,105622773,534.555,0.0,0,0
msms,ai_devi_example,105599700,534.555,0.0,0,0
msms,ai_devi_example,105626405,534.555,0.0,0,0
msms,ai_devi_example,105615807,534.555,0.6,1.03,536.88
msms,ai_devi_example,105652140,534.555,0.0,0,0
msms,ai_devi_example,105630746,534.555,0.0,0,0
msms,ai_devi_example,105620706,534.555,0.0,0,0
msms,ai_devi_example,105616993,545.528,0.5,1.61,324.93
msms,ai_devi_example,105628430,545.528,0.0,0,0
msms,ai_devi_example,105626195,545.528,0.0,0,0
msms,ai_devi_example,105622773,545.528,0.0,0,0
msms,ai_devi_example,105599700,545.528,0.0,0,0
msms,ai_devi_example,105626405,545.528,0.0,0,0
msms,ai_devi_example,105615807,545.528,0.0,0,0
msms,ai_devi_example,105652140,545.528,0.0,0,0
msms,ai_devi_example,105630746,545.528,0.0,0,0
msms,ai_devi_example,105620706,545.528,0.0,0,0
msms,ai_devi_example,105616993,549.621,0.0,0,0
msms,ai_devi_example,105628430,549.621,0.0,0,0
msms,ai_devi_example,105626195,549.621,0.0,0,0
msms,ai_devi_example,105622773,549.621,0.0,0,0
msms,ai_devi_example,105599700,549.621,0.0,0,0
msms,ai_devi_example,105626405,549.621,0.0,0,0
msms,ai_devi_example,105615807,549.621,0.0,0,0
msms,ai_devi_example,105652140,549.621,0.0,0,0
msms,ai_devi_example,105630746,549.621,0.5,2.23,432.34
msms,ai_devi_example,105620706,549.621,0.0,0,0
msms,ai_devi_example,105616993,550.293,0.0,0,0
msms,ai_devi_example,105628430,550.293,0.0,0,0
msms,ai_devi_example,105626195,550.293,0.0,0,0
msms,ai_devi_example,105622773,550.293,0.6,1.69,529.44
msms,ai_devi_example,105599700,550.293,0.0,0,0
msms,ai_devi_example,105626405,550.293,0.0,0,0
msms,ai_devi_example,105615807,550.293,0.0,0,0
msms,ai_devi_example,105652140,550.293,0.0,0,0
msms,ai_devi_example,105630746,550.293,0.0,0,0
msms,ai_devi_example,105620706,550.293,0.0,0,0
msms,ai_devi_example,105616993,551.319,-0.6,12.24,2466.27
msms,ai_devi_example,105628430,551.319,-1.1,10.44,4019.76
msms,ai_devi_example,105626195,551.319,-0.2,17.10,184263.31
msms,ai_devi_example,105622773,551.319,-0.8,11.70,3665.53
msms,ai_devi_example,105599700,551.319,-0.7,12.93,6232.58
msms,ai_devi_example,105626405,551.319,-1.0,13.12,12792.84
msms,ai_devi_example,105615807,551.319,-0.8,12.49,6534.71
msms,ai_devi_example,105652140,551.319,-2.1,13.16,60815.27
msms,ai_devi_example,105630746,551.319,-0.7,11.12,2155.18
msms,ai_devi_example,105620706,551.319,-4.2,13.29,261418.12
msms,ai_devi_example,105616993,552.322,0.1,2.13,429.69
msms,ai_devi_example,105628430,552.322,0.1,1.95,750.54
msms,ai_devi_example,105626195,552.322,-0.0,1.73,18687.00
msms,ai_devi_example,105622773,552.322,-0.0,1.62,508.62
msms,ai_devi_example,105599700,552.322,0.0,0,0
msms,ai_devi_example,105626405,552.322,-0.1,1.53,1494.40
msms,ai_devi_example,105615807,552.322,0.1,2.09,1093.80
msms,ai_devi_example,105652140,552.322,0.0,0,0
msms,ai_devi_example,105630746,552.322,0.0,0,0
msms,ai_devi_example,105620706,552.322,-0.4,1.61,31645.34
msms,ai_devi_example,105616993,554.229,0.0,2.78,559.68
msms,ai_devi_example,105628430,554.229,-0.2,2.05,787.94
msms,ai_devi_example,105626195,554.229,-0.7,2.25,24284.28
msms,ai_devi_example,105622773,554.229,0.0,0,0
msms,ai_devi_example,105599700,554.229,-0.2,2.05,988.22
msms,ai_devi_example,105626405,554.229,-0.8,1.43,1394.14
msms,ai_devi_example,105615807,554.229,-0.0,2.65,1384.24
msms,ai_devi_example,105652140,554.229,0.0,0,0
msms,ai_devi_example,105630746,554.229,-0.0,2.47,478.69
msms,ai_devi_example,105620706,554.229,0.1,2.69,52865.00
msms,ai_devi_example,105616993,556.346,0.0,0,0
msms,ai_devi_example,105628430,556.346,1.0,4.11,1581.20
msms,ai_devi_example,105626195,556.346,0.0,0,0
msms,ai_devi_example,105622773,556.346,1.1,5.69,1783.49
msms,ai_devi_example,105599700,556.346,0.0,0,0
msms,ai_devi_example,105626405,556.346,0.9,1.57,1528.13
msms,ai_devi_example,105615807,556.346,0.0,0,0
msms,ai_devi_example,105652140,556.346,0.0,0,0
msms,ai_devi_example,105630746,556.346,0.8,4.77,923.53
msms,ai_devi_example,105620706,556.346,0.0,0,0
msms,ai_devi_example,105616993,557.248,0.0,0,0
msms,ai_devi_example,105628430,557.248,0.0,0,0
msms,ai_devi_example,105626195,557.248,0.0,0,0
msms,ai_devi_example,105622773,557.248,0.0,0,0
msms,ai_devi_example,105599700,557.248,0.0,0,0
msms,ai_devi_example,105626405,557.248,0.0,0,0
msms,ai_devi_example,105615807,557.248,0.0,0,0
msms,ai_devi_example,105652140,557.248,0.0,0,0
msms,ai_devi_example,105630746,557.248,0.0,0,0
msms,ai_devi_example,105620706,557.248,1.3,0.85,16789.53
msms,ai_devi_example,105616993,557.345,0.0,0,0
msms,ai_devi_example,105628430,557.345,0.6,1.61,621.09
msms,ai_devi_example,105626195,557.345,0.0,0,0
msms,ai_devi_example,105622773,557.345,0.0,0,0
msms,ai_devi_example,105599700,557.345,0.0,0,0
msms,ai_devi_example,105626405,557.345,0.0,0,0
msms,ai_devi_example,105615807,557.345,0.0,0,0
msms,ai_devi_example,105652140,557.345,0.0,0,0
msms,ai_devi_example,105630746,557.345,0.0,0,0
msms,ai_devi_example,105620706,557.345,0.0,0,0
msms,ai_devi_example,105616993,561.978,0.5,1.66,333.59
msms,ai_devi_example,105628430,561.978,0.0,0,0
msms,ai_devi_example,105626195,561.978,0.0,0,0
msms,ai_devi_example,105622773,561.978,0.0,0,0
msms,ai_devi_example,105599700,561.978,0.0,0,0
msms,ai_devi_example,105626405,561.978,0.0,0,0
msms,ai_devi_example,105615807,561.978,0.0,0,0
msms,ai_devi_example,105652140,561.978,0.0,0,0
msms,ai_devi_example,105630746,561.978,0.0,0,0
msms,ai_devi_example,105620706,561.978,0.0,0,0
msms,ai_devi_example,105616993,564.204,0.0,0,0
msms,ai_devi_example,105628430,564.204,0.0,0,0
msms,ai_devi_example,105626195,564.204,0.0,0,0
msms,ai_devi_example,105622773,564.204,0.0,0,0
msms,ai_devi_example,105599700,564.204,0.0,0,0
msms,ai_devi_example,105626405,564.204,0.0,0,0
msms,ai_devi_example,105615807,564.204,0.0,0,0
msms,ai_devi_example,105652140,564.204,0.7,1.29,5943.60
msms,ai_devi_example,105630746,564.204,0.0,0,0
msms,ai_devi_example,105620706,564.204,0.7,1.07,20992.97
msms,ai_devi_example,105616993,567.794,0.0,0,0
msms,ai_devi_example,105628430,567.794,0.0,0,0
msms,ai_devi_example,105626195,567.794,0.0,0,0
msms,ai_devi_example,105622773,567.794,0.6,1.77,554.98
msms,ai_devi_example,105599700,567.794,0.0,0,0
msms,ai_devi_example,105626405,567.794,0.0,0,0
msms,ai_devi_example,105615807,567.794,0.0,0,0
msms,ai_devi_example,105652140,567.794,0.0,0,0
msms,ai_devi_example,105630746,567.794,0.0,0,0
msms,ai_devi_example,105620706,567.794,0.0,0,0
msms,ai_devi_example,105616993,570.227,0.0,0,0
msms,ai_devi_example,105628430,570.227,0.0,0,0
msms,ai_devi_example,105626195,570.227,0.0,0,0
msms,ai_devi_example,105622773,570.227,0.0,0,0
msms,ai_devi_example,105599700,570.227,0.0,0,0
msms,ai_devi_example,105626405,570.227,0.0,0,0
msms,ai_devi_example,105615807,570.227,0.0,0,0
msms,ai_devi_example,105652140,570.227,0.0,0,0
msms,ai_devi_example,105630746,570.227,0.0,0,0
msms,ai_devi_example,105620706,570.227,1.2,0.80,15816.41
